 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.02900153825	0.0888503815	0.0070778338	0.0194154865	0.395856898	0.22884955935	0.23094831236
a31	0.06815530325	0.151846477167	0.186281015267	0.0348647245	0.404647659333	0.0764455935483	0.07775922286
a17	0.326048864417	0.121217713722	0.302336891756	0.0461578871667	0.149779272111	0.0255211919824	0.02893812302
a11	0.400021428139	0.0761483359073	0.299047923919	0.0715084200556	0.0585953077037	0.0087193359288	0.0859591825733
a31	0.251772382713	0.186737971969	0.321300881306	0.0950895300185	0.0359515505679	0.00370023684293	0.105447420858
a20	0.173480275571	0.228270990656	0.280803143769	0.228655020006	0.0435188301893	0.00245208264764	0.0428196649527
a31	0.123737309857	0.181350716885	0.202059615256	0.244248861335	0.225937970063	0.00262107391588	0.0200444449176
a37	0.0923516296857	0.134978126295	0.0972400900853	0.082912682755	0.582072143354	0.00259765023863	0.00784766847253
a24	0.0342490804619	0.0895547094317	0.0475973183618	0.0280805756617	0.794918781118	0.00199843467954	0.00360109092418
a28	0.0160030535206	0.0873120421439	0.0205637582873	0.00983420520723	0.862698060373	0.00144772580651	0.00214110254139
a31	0.0954997203735	0.134197716381	0.0271739809291	0.0192421039557	0.669525796791	0.0270816599822	0.0272789565471
a24	0.202734546791	0.179515918794	0.0426781403097	0.0329838159852	0.33091490893	0.0818627016607	0.129309938849
a35	0.234197152264	0.156741989598	0.0522134034366	0.0410215939951	0.182954439643	0.117783340554	0.21508806295
a31	0.213139080755	0.173301806533	0.0795104711455	0.067689354665	0.143649183214	0.130942923518	0.191767164317
a20	0.157617925585	0.150737943844	0.0841890850485	0.0746388448883	0.122481897738	0.151162757839	0.259171571439
</S>	0.132380395792	0.109553539422	0.0699510395242	0.0633199674441	0.099856453869	0.165443583919	0.359495070719
