 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
a31	0.196177639	0.1186987807	0.012290956	0.1472947833	0.0426910175	0.033197775	0.0785365042	0.3711125208
a20	0.185897442333	0.144415143567	0.100420746333	0.2770164511	0.0568282691667	0.0156653089	0.0951832808667	0.124573342436
a31	0.0759015354443	0.102236031189	0.168379482111	0.390369840367	0.0948582830556	0.0130217022	0.113446878289	0.0417862562147
a20	0.0425768044814	0.064563021563	0.160542494037	0.404167566789	0.145391524352	0.0223393877333	0.14225240743	0.0181667885049
a31	0.0318631114938	0.106296998354	0.326081111346	0.252235225596	0.111366697451	0.0234805139111	0.138396516377	0.010279809235
a20	0.0351249424979	0.120185712451	0.483949850449	0.145390261865	0.0577285441503	0.0246747639704	0.127698152692	0.005247762145
a31	0.0269948744993	0.262763033817	0.403799946816	0.107363185288	0.0453580497168	0.0253701293235	0.123734264031	0.00461649878167
a35	0.0186312211664	0.351431777939	0.458484098939	0.0513601037627	0.0392336782389	0.0210713031078	0.0564508151437	0.00333697862722
a31	0.0194999157221	0.384764142646	0.43308511298	0.0389122999209	0.054934590413	0.0217130953693	0.0357277470479	0.0113631061757
a15	0.0520689372407	0.511963044215	0.29878884766	0.0372780646403	0.0523441058043	0.0168001091231	0.016657969916	0.0140989379919
a18	0.0632985420802	0.368979476405	0.234164585887	0.0967024948801	0.0656960622681	0.019426626041	0.0451944195387	0.106537784931
a31	0.100084315027	0.241171347135	0.145824115296	0.117909339627	0.0829108334227	0.037282466347	0.0721902831796	0.20262730831
a20	0.123417413342	0.191469389045	0.116116126765	0.0636853145423	0.0580804924742	0.048558496449	0.0984876477265	0.300185146103
a7	0.098664776114	0.131667793015	0.0935553905883	0.0717886281808	0.0703158728247	0.0695623388163	0.131155589242	0.333289625368
a31	0.118405178705	0.148062887672	0.103289540196	0.0811379317269	0.0819480742749	0.0868413049388	0.141374369747	0.238940701789
a7	0.104697492902	0.138624792557	0.0851322133987	0.0618681145756	0.064172321425	0.0727369689796	0.158180889916	0.31458721393
a6	0.083006695634	0.101579184186	0.0744144477996	0.0650558798585	0.0662731771417	0.0724306833265	0.155850379972	0.381389567977
a20	0.0978478245447	0.106675158062	0.0953030492665	0.0917085566195	0.0926284690472	0.0955851261088	0.141458773324	0.278793049326
a3	0.109151124182	0.116597486021	0.112685823089	0.112359182206	0.114035069682	0.113266840703	0.135839411108	0.186065083109
a7	0.108859706061	0.125016368674	0.116392695696	0.116643970735	0.120361943227	0.117641357234	0.139384947036	0.155699027703
</S>	0.107304263031	0.130927664337	0.115478329848	0.114785315368	0.119850221614	0.117144386117	0.142828093518	0.151681728851
