 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	0.016862772	0.091951741	0.015419286	0.0170581015	0.05504474315	0.32918419075	0.0213932598	0.0070159812	0.070551837465	0.148383425247	0.227134654855
a31	0.0154720613333	0.0897064453333	0.017244098	0.0217758205	0.20603090105	0.488204936917	0.00773318423333	0.00435357626667	0.023853217385	0.0494973404263	0.076128376255
a17	0.0775327877778	0.0556887434444	0.0504073693333	0.109992370167	0.314240833683	0.336043680639	0.00331280031111	0.00210248498889	0.00817199056633	0.0165170820954	0.0259898396183
a41	0.114084310259	0.115459201148	0.138955153111	0.220551203389	0.228494971228	0.13493096888	0.00392138857037	0.00404330316296	0.00353435914011	0.00557044248613	0.0304547273394
a31	0.064047759753	0.125756630383	0.154073111037	0.23125246113	0.310484310409	0.0703721792933	0.00379526765146	0.00459312463355	0.00195879985137	0.00191620270171	0.0317501855831
a38	0.039767386251	0.100660700128	0.130894967012	0.206400827043	0.43238058347	0.0711094624311	0.00301164291182	0.00189778742375	0.000671460537457	0.000652568442237	0.0125526386644
a31	0.0258252417503	0.083853806376	0.098717896104	0.132152636348	0.590682197823	0.058179914477	0.00272903971861	0.00101746045025	0.000407317738152	0.000243375710412	0.00619111885813
a17	0.00963858411677	0.0434102984587	0.0453705791347	0.081423446116	0.775457495941	0.0407611684923	0.000922556843203	0.000360412676417	0.000315618894051	9.71980041373e-05	0.00224266643604
a31	0.0255538295723	0.0959340894862	0.0415571630449	0.099858023372	0.66981179198	0.0565660161641	0.00168781337007	0.00132504450947	0.00323908526935	0.00142813405438	0.00303906399201
a39	0.0392912888574	0.160556196495	0.0631309943483	0.150288009124	0.48127112066	0.088351945388	0.00221384065669	0.00270871583649	0.00583326098978	0.00219865515146	0.00415602419734
a35	0.0338925999525	0.161328075498	0.0980261647828	0.237304583041	0.364200036887	0.092981419796	0.00114825519223	0.00226299679883	0.00403867022993	0.00138313676382	0.00343412666578
a31	0.0552907413175	0.166287268499	0.105942008261	0.231435484347	0.278805412296	0.0651656662653	0.0361590071707	0.00995873621961	0.02983883641	0.0101838150013	0.0109330706219
a46	0.0718567071058	0.201309346166	0.117534932754	0.219136041449	0.212976914099	0.0452111580884	0.0489594109236	0.0138295311732	0.03908965767	0.0146158758004	0.0154804305406
a38	0.0580554513686	0.260526078722	0.161108144251	0.278610253816	0.160148873033	0.0267993210295	0.0177410554745	0.00635592959773	0.0143442208233	0.00713487050013	0.00917578444687
a13	0.0478915144562	0.251807836241	0.167063281417	0.289150454605	0.206150262678	0.0171463163432	0.00618607504483	0.00231412708924	0.00510452037443	0.00298857721338	0.00419703241562
a11	0.0403760244854	0.16747257208	0.131104162472	0.276619904868	0.360008187559	0.0165814664477	0.00220661815828	0.000837993119747	0.00185126794148	0.00121056262446	0.00173125143854
a13	0.0325563861618	0.152668640693	0.121922029491	0.280920001623	0.38788829252	0.0197153918159	0.00095239724276	0.000373711736582	0.000800487230493	0.000922292881487	0.00128035557951
a31	0.0296701140539	0.185146756898	0.13431473983	0.280011717208	0.332383904173	0.0274323146053	0.00159664971425	0.000662974968861	0.00132853701016	0.00353835069383	0.00391393499317
a49	0.0286653356846	0.227170158966	0.15317615661	0.283823822403	0.263132201391	0.0295215488684	0.00206386743808	0.00092977266962	0.00159137610339	0.00474010999794	0.00518566419772
a13	0.0289530675615	0.246960719655	0.168046815537	0.283918017468	0.207430343797	0.0288112549561	0.00329665801269	0.00147148343654	0.00346185100113	0.0132839380993	0.0143658655992
a20	0.0311607585205	0.238667049885	0.164326998512	0.272203939156	0.201894391266	0.0304713603187	0.00532758833756	0.00256470484551	0.00558044966704	0.0225724703664	0.0252302995331
a31	0.0457165188402	0.226281159962	0.162452886171	0.250067219719	0.207678113755	0.0321475497729	0.0112698927792	0.00693414078184	0.00846333955568	0.0233980257888	0.0255911598444
a8	0.0608361162801	0.244459939987	0.168215612057	0.213265176573	0.182242209918	0.031225969591	0.0160883569264	0.0110833882606	0.0115636428519	0.0269487515963	0.0340708289481
a31	0.08244718876	0.258578269996	0.179223580686	0.187140335524	0.133148658639	0.0307153305303	0.0303453833088	0.0170751644202	0.018787969284	0.0268345485321	0.0357035519827
a45	0.100818246253	0.288186423332	0.182261623562	0.169313601841	0.0934686295463	0.0263055028434	0.0335716624363	0.0180639251401	0.020142677428	0.0294190101774	0.0384486809942
a31	0.087383628751	0.273817654444	0.158378811187	0.137765603947	0.0677615098488	0.0221204999478	0.0679811454788	0.0194212390467	0.0647774121427	0.0473001400591	0.0532923529981
</S>	0.0733924443755	0.206756217222	0.138070785594	0.113747256973	0.0682080149244	0.0264377594739	0.114119892739	0.0255406260233	0.115248521071	0.0601817700295	0.0582967234991
