 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.00266670625	0.009524415	0.01637387846	0.00188744315	0.00130053828	0.00112718074	0.000835820467	0.0009277883735	0.001362389	0.00282689365	0.0066277232	0.00239048125	0.01982319875	0.238756621	0.258755587	0.23146299998	0.2033503778
a29	0.00143795005767	0.00513288085933	0.00553483888043	0.00078328737	0.00153302084667	0.01023309614	0.000283037853	0.00824146434017	0.0965843217667	0.00202210591667	0.00683086506667	0.04160394065	0.153989790917	0.263550213667	0.257159788333	0.0772279999173	0.0678514461167
a35	0.000496933009223	0.00187241337911	0.00184496238907	0.00111835324333	0.0124982428489	0.02630412138	0.000110745817	0.0145555044467	0.178536237256	0.00244998740556	0.00706648668889	0.0859096232167	0.282279943639	0.199023471222	0.137402715444	0.0257622294554	0.0227680702222
a31	0.000182203254241	0.000770203557757	0.000615037142747	0.00120055741911	0.0152178625956	0.02199191484	5.25795883817e-05	0.00879393617223	0.110331951285	0.00225233236852	0.0081678238963	0.0666285167389	0.247746794546	0.386835840407	0.112860635148	0.00860433713413	0.0077475207174
a39	6.21029805803e-05	0.000259596294306	0.000205076516076	0.000464664571037	0.00517676308453	0.00743963910667	1.76130695822e-05	0.00299524536074	0.037127467795	0.000884798514507	0.00555260651543	0.029245716113	0.173643514849	0.657985013469	0.0734502560493	0.00288308881904	0.0026068847318
a29	2.52487351934e-05	0.000267234988435	6.84089564253e-05	0.00337774611701	0.0173034556015	0.0188579714822	1.28011959341e-05	0.00133857953358	0.013398552665	0.00108673542984	0.00423207048848	0.0146882972377	0.16053853495	0.678379017823	0.0843515996831	0.00100065881068	0.00107313001327
a11	1.50668257311e-05	0.00183543774281	2.35578643418e-05	0.0327408207057	0.163039624534	0.0887128004941	4.06402773114e-05	0.00205307981119	0.006847401455	0.00206667844328	0.00656097492949	0.0115606584126	0.135476320983	0.430874470608	0.111498233228	0.00131315407023	0.00534112372442
a24	8.8581312437e-06	0.00360608401427	8.9738599806e-06	0.0487849569019	0.206433147511	0.0969518469647	6.32103014371e-05	0.0022272319504	0.00425614561833	0.00256048014776	0.00749911664316	0.0076458629042	0.0683658109943	0.204475838203	0.338151924409	0.00180696375674	0.00715357064147
a31	5.35625208123e-06	0.00268159071142	3.43116797687e-06	0.025829943324	0.0795275306703	0.0336174942216	4.2215832079e-05	0.0010239284668	0.00216724848611	0.00205176303259	0.00560702098105	0.0085215474014	0.0587733783314	0.196791169401	0.579044574803	0.00121913089558	0.00309269954716
a28	1.08861893604e-05	0.00120149772381	2.13618667562e-06	0.00922239783133	0.0281400556568	0.0114748153739	4.0984933293e-05	0.000468009742267	0.00116095312537	0.00105292411086	0.00297556504035	0.00917910280047	0.0533208241105	0.183087574467	0.696566044934	0.000887173108527	0.00120906251239
a31	2.38940584535e-05	0.00076904082127	1.28234683919e-05	0.00443413664378	0.0113064049523	0.00445063525797	4.2516343431e-05	0.00108770209742	0.00211639332512	0.000681826620287	0.00182010206012	0.0125490492668	0.0503807280368	0.134641876156	0.764144868311	0.00412658533618	0.00741138356746
a0	8.32719678178e-05	0.00120769184042	0.000306027399464	0.00690253921459	0.00721642745077	0.00337375168599	0.00014514193681	0.00298206659914	0.00352151147504	0.00138115560676	0.00220122578671	0.0144040737556	0.0536783680123	0.151496928719	0.699002856104	0.0238492754454	0.0282476341892
a20	9.42481252726e-05	0.00139241490681	0.000398273793155	0.00841192207153	0.00796494481692	0.00369315042866	0.00020591010727	0.00379085819971	0.00279295552501	0.00147969313559	0.0020877942489	0.0079055675852	0.0397619923374	0.132068019573	0.731710268701	0.0276559196151	0.0285860087964
a31	0.000121705797758	0.00141176282894	0.000218589547718	0.00600892669051	0.00612935503897	0.00257242245289	0.00014482203409	0.0031829192999	0.002463664875	0.0014268773452	0.00196440836963	0.0103206198617	0.0321487524458	0.105687736524	0.790726726234	0.015071909505	0.0203987663321
a13	0.000225236235919	0.00221442217631	0.000486908772573	0.00829041523017	0.00604381344632	0.0032782995943	0.000306209794697	0.0046079673333	0.003691620525	0.00230159778173	0.00292069718988	0.0119710307872	0.0284107834819	0.0935314388413	0.776413382078	0.0253772860017	0.029928855444
a31	0.00057490428864	0.00417655995877	0.000765157737524	0.0106390634101	0.00638377988211	0.00365594016477	0.000536432621566	0.00537078467777	0.00475107440833	0.00440966549391	0.00411382582996	0.0120755690957	0.023313972494	0.0810268696138	0.769295747359	0.0337888980006	0.0351217584813
a28	0.00078853098288	0.00537293581959	0.000860236959175	0.0117875098034	0.00664139102737	0.00404296635492	0.000755897830522	0.00660746212592	0.00618579853611	0.00599894766464	0.00514094827665	0.0138138913652	0.0225287081647	0.0682225998713	0.761551295786	0.0443787620002	0.0353221861604
a31	0.00106902328096	0.00604154843986	0.00102514221973	0.0123531629345	0.00683069114246	0.00431725115164	0.000975132110174	0.00738766070864	0.0072206547787	0.00782065155488	0.00601018322555	0.0135499764551	0.0212581540549	0.0610754026238	0.753140911929	0.0521558523334	0.0377686427201
a46	0.00168873649365	0.00965113947995	0.00203233860658	0.0161756256448	0.00984527818082	0.00740071741721	0.00170293703672	0.0129835182362	0.0123168400262	0.0109857910183	0.00854573520852	0.015071617485	0.0202014093516	0.0565457525413	0.69178573731	0.0742815591111	0.0487852529067
a8	0.00129798074122	0.00843931492665	0.00199330072686	0.0276102932149	0.0171000800603	0.0102323878057	0.00178650484557	0.0150018871787	0.0120922455754	0.00833545147277	0.00734974096951	0.0109120794283	0.0195286041172	0.0521967718471	0.69351614577	0.0730932583704	0.0395138909689
a24	0.00047090197374	0.00476291707555	0.000803839510287	0.0419762887383	0.0265873420201	0.00965475926857	0.00128963784852	0.0106818464929	0.00538547195847	0.00351308189092	0.00330477888984	0.0051090622761	0.0157834128724	0.047749413949	0.768234115257	0.0352969037901	0.019396147323
a31	0.00132771514125	0.00978105402518	0.00120808424676	0.0417455792461	0.02550005834	0.00872342692286	0.00167058714951	0.012420691831	0.00925607285282	0.0104597135636	0.00768122296328	0.0192389256254	0.0209045931241	0.0500006673163	0.721134938419	0.03381303093	0.0251336317743
a20	0.00246271784708	0.0150931006751	0.00303816901559	0.033501817082	0.0233669251133	0.0153427804743	0.00279593008317	0.023996346277	0.0211586129509	0.0172388215212	0.0133468276544	0.0263258162085	0.0233620730414	0.0543269924388	0.637219812806	0.0503814309767	0.0370418625914
a31	0.00552124641569	0.0193053885584	0.00541679633853	0.032431544694	0.0239240737044	0.0188764878248	0.00495100952772	0.0302722200923	0.0300707629836	0.0348903195071	0.0195782338848	0.0231113030695	0.0233649833471	0.0541988794796	0.553615304269	0.0732808903256	0.0471905698638
a24	0.00721362080523	0.0208942465195	0.00669588691284	0.0340596172313	0.0279535332348	0.0260789582749	0.00726602484257	0.0439214566974	0.0422224239945	0.0466134798357	0.0241263176283	0.0260851153565	0.0268642097824	0.0478523198265	0.44612025809	0.118425660109	0.0476068832879
a28	0.00424886726841	0.0148137815065	0.00484201023761	0.0325763704104	0.0293264024116	0.0281728897583	0.00629807654752	0.0452369055658	0.0376437049982	0.0287115136119	0.0171827590428	0.0208626667855	0.0235986225941	0.0425908099422	0.49900379603	0.128628246703	0.036262578096
a31	0.0047304344228	0.0153345561688	0.0053150098792	0.0276683858035	0.0218278968039	0.0199406229194	0.00647686844917	0.0360145685219	0.0316256816661	0.028278536204	0.0150627635143	0.0245913169285	0.0242339268647	0.0418452899807	0.489194868677	0.158425822234	0.049433429032
a20	0.00688279147427	0.0244379460563	0.0078295236264	0.0299859982678	0.024400033268	0.0229957189731	0.00900958748306	0.045254256174	0.041538549222	0.0383781727347	0.0180978461714	0.0306650853095	0.0270386956216	0.0421821466602	0.334138879559	0.227231167411	0.0699335976773
a31	0.00986418649142	0.0282191083521	0.0103133672088	0.0301618790893	0.0244972154227	0.0222822303244	0.011817653161	0.0436923853913	0.0455577167407	0.0617990169116	0.0190016423905	0.0291474544365	0.0273006625405	0.0421274635534	0.25906933652	0.253408209137	0.0817404658924
a20	0.0120057711638	0.0310671264507	0.0142133484029	0.0277542740298	0.0300468031409	0.0314418464415	0.016648969387	0.0606480817971	0.0602513645802	0.0744016516372	0.0184624951302	0.0286154898122	0.0260772305135	0.0364260685178	0.177625032173	0.274289096379	0.0800253386308
a31	0.0140774630546	0.0316058598169	0.0162788181343	0.0270441893433	0.031884235047	0.0344417371472	0.018896805129	0.0670600372657	0.0686921348601	0.0906591098791	0.0199790593767	0.0279681912707	0.0259141891712	0.0338957155059	0.143308857391	0.27109085546	0.0772027395436
a20	0.0150252335182	0.031937780939	0.0188015927114	0.0247582181144	0.0348724756823	0.0407072433824	0.0228214847097	0.0771839124219	0.07609904162	0.0953497166264	0.0197828201256	0.0262625174236	0.0241932173904	0.0313284091686	0.125601765797	0.262793335153	0.0724812298479
