 	non	ti	dimentichiamo	mai	</S>
a8	0.02347512535	0.504035903	0.009556124645	0.151598835486	0.311334082053
a31	0.13499330635	0.702479107667	0.00643634197833	0.051064099819	0.105027231186
a20	0.38655833545	0.502552179222	0.00628895499278	0.0180940159063	0.086506572862
a31	0.515422168483	0.344694539741	0.00314177000426	0.0342599936021	0.102481560954
a13	0.369890682828	0.49891878658	0.00152347344142	0.039332397034	0.0903346719847
a31	0.347962647609	0.552787962193	0.00163007308047	0.0319479225113	0.0656714029949
a13	0.368706362536	0.541409934064	0.00140209780349	0.0324281378371	0.0560534783316
a1	0.231999484179	0.688677911355	0.000781688661163	0.0224660919457	0.0560748294439
a31	0.264164284726	0.628025643785	0.0147144170037	0.0331239686486	0.059971691148
a41	0.243536913242	0.585668387928	0.0218755873346	0.0585025075495	0.0904165930493
a15	0.168477872747	0.674261829309	0.0115093621115	0.0591903545165	0.0865605656831
a13	0.152059224249	0.692031326436	0.00752321703717	0.0538916485055	0.0944945518944
a31	0.127374528083	0.637504002145	0.0286981090124	0.0727988878352	0.133624410631
a11	0.136377239361	0.537473037382	0.0596268296708	0.0998692859451	0.166653566877
a31	0.15793867312	0.501364705794	0.0777178198903	0.0998264386484	0.163152348959
a46	0.154787044373	0.466851901931	0.0887297882968	0.113906726216	0.175724532986
a31	0.149705961458	0.440504413977	0.0993358077656	0.131089160072	0.179364670995
a46	0.155615007153	0.397674517992	0.117774052589	0.150381881357	0.178554566998
a31	0.163677619051	0.342131019331	0.135449900863	0.173018987119	0.185722478999
</S>	0.182371029525	0.345414879665	0.143086485431	0.161036233559	0.168091359499
