 	il	lenzuolo	vuole	lavato	</S>
a31	0.251468525	0.434303202	0.050097425	0.079065475	0.185065406815
a7	0.1069680185	0.720839434	0.0268371693333	0.0834365816667	0.061918827715
a31	0.265534963	0.618235471333	0.0191803374444	0.0761500372222	0.020899213795
a0	0.325185544333	0.365028337111	0.0198385398148	0.281979345741	0.00796825258833
a17	0.121160678344	0.498130279037	0.0218544842716	0.353497151914	0.00535740109611
a13	0.0448710420147	0.762297916346	0.0262180284239	0.158059162971	0.00855383593204
a31	0.0646045330049	0.634426785449	0.0266222061413	0.265969216657	0.00837724004401
a17	0.069386749735	0.295616035816	0.0197425453804	0.610598325552	0.00465633201467
a8	0.027668852645	0.108562927605	0.0128925827935	0.846715391851	0.00416025417156
a31	0.066036858215	0.106537147535	0.0389701239312	0.75446382395	0.0339920279572
a24	0.148476549405	0.140410142512	0.0820594499771	0.52501008465	0.104043739319
a46	0.253598493135	0.127482377504	0.093900544659	0.381726814883	0.14329176644
a24	0.370685544378	0.153005302501	0.085160109553	0.269923481628	0.121225563813
a37	0.403041944793	0.169329020834	0.0769486565177	0.247925610543	0.102754762938
a31	0.326804731598	0.165039393611	0.108746945506	0.262598470181	0.136810454313
</S>	0.264897915799	0.170605246805	0.142072272753	0.25424854509	0.168176017156
