 	ancora	non	mi	sono	vestito	</S>
a8	0.27630174	0.045460235	0.2506385775	0.0381754349	0.05707372365	0.33235036605
a31	0.428532603333	0.066782453	0.3244051425	0.0143156437667	0.0530799883167	0.112884212383
a10	0.491036001111	0.086218051	0.2965686075	0.00648223465557	0.0668173637722	0.052877741461
a31	0.502564517037	0.142232273667	0.275890689167	0.00287379848519	0.0428507639241	0.0335879588203
a18	0.389418949012	0.201630854556	0.368430883056	0.0011649519884	0.0222521846414	0.0171021452734
a31	0.461251993004	0.147006978852	0.367632254352	0.00272686508947	0.0120496015471	0.0093322865578
a20	0.585293681001	0.0787888689507	0.303096944784	0.00673208069649	0.0122162515157	0.0138722186526
a31	0.625078860334	0.0498357729836	0.264533910595	0.0134014638988	0.0224258845052	0.0247241712175
a13	0.721570620111	0.0212803533612	0.114834594865	0.0373044669663	0.0686005728351	0.0364094334058
a35	0.722629906704	0.0169748381537	0.074067553955	0.0440115946554	0.096789830945	0.0455262744686
a39	0.539915925568	0.0350264453846	0.148899934652	0.0370165582185	0.139871406982	0.0992697101562
a46	0.324623381856	0.0640400267949	0.273804314884	0.0418929380728	0.156806972327	0.138832356719
a31	0.261642310619	0.096377007265	0.345886118295	0.0571701170243	0.116799900776	0.12212456224
a20	0.201453710206	0.117057272422	0.322693726098	0.0883942423414	0.127151433592	0.143249630747
a31	0.180443443402	0.134355440807	0.244458908699	0.12295086078	0.148481017864	0.169310326916
a39	0.166651084467	0.148504763602	0.194356549566	0.14741546026	0.163968352621	0.179103802305
a31	0.161466031489	0.152713224534	0.173877223189	0.15718419342	0.169653460874	0.185105880768
</S>	0.161839515745	0.156166697267	0.167290621595	0.16172276171	0.169033780437	0.183946635384
