 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a23	0.0052810575	0.0148216786	0.00818355445	0.00957102745	0.46716339455	0.004626271009	0.00294680162	0.0367103813125	0.315330851382	0.135364995715
a31	0.0156513095	0.0268973855333	0.0457708978167	0.0400406814833	0.691571031517	0.001773782259	0.0128197852867	0.0143538580792	0.105160258182	0.0459610140483
a13	0.0656145808333	0.0318090175111	0.0736267509389	0.181264263828	0.562017187172	0.000842318433	0.0213882274289	0.0118582841264	0.0351667710873	0.0164125728494
a37	0.0820669659444	0.065895480837	0.15101424198	0.311693654609	0.334312639057	0.000898818574333	0.015516024143	0.0144256590421	0.0121386452891	0.0120378367831
a31	0.0433417889815	0.071539861279	0.163897066327	0.299984411536	0.371315546352	0.000890017759311	0.0180610680477	0.0145558513474	0.00592440239637	0.0104899141944
a39	0.0231899289938	0.0490773647597	0.0817338977757	0.263420630512	0.480889048784	0.000421507194304	0.0569992886826	0.0176891021158	0.00647361506546	0.0201055639981
a20	0.0193139743313	0.0843878282532	0.0848181525919	0.288270443504	0.387328216261	0.000275517411435	0.0662165582275	0.0299436417053	0.00954081635515	0.0299048759994
a31	0.0219278191104	0.0956072394177	0.0840900575306	0.231704113168	0.473333372087	0.000124561027145	0.0287417735425	0.0321545772351	0.0127077911184	0.0196087259998
a0	0.0217210483701	0.0632998051392	0.0617611505102	0.140202083056	0.530433790696	9.11229790483e-05	0.0105431786142	0.0604000044117	0.0792395850395	0.0323082179999
a31	0.0970012804567	0.0748278070464	0.0728174681701	0.111957089685	0.357360420232	0.00733042204635	0.0080895741714	0.0721177888039	0.141045895013	0.0574522273333
a20	0.131269855819	0.100469379015	0.0912144827234	0.0829083032283	0.216963964744	0.0118325185488	0.0077704918238	0.0535741429346	0.213385351671	0.0906114871111
a24	0.0696238269397	0.0996928796717	0.102240294241	0.104937372409	0.162670296248	0.00877588771627	0.0048914978746	0.0500341149782	0.285785180557	0.11134862737
a31	0.0840564549799	0.0994910432239	0.107295656414	0.11274684747	0.143076213416	0.0352223882388	0.0114308127915	0.0387566729927	0.256960133519	0.110963734123
a10	0.102179814993	0.095572336408	0.101444140471	0.10456958449	0.122190930805	0.0489454114129	0.0141298973638	0.0392524196642	0.268274901173	0.103440511374
a27	0.0772455649977	0.100610417469	0.125376036824	0.15114014683	0.151963718602	0.0281936633043	0.00821825622127	0.0363940345547	0.248231613724	0.0726265537913
a37	0.0538359663326	0.128876445823	0.161672708941	0.201286968943	0.183110472867	0.0152340666014	0.00577452917376	0.0272513551849	0.171845901241	0.0511116012638
a31	0.0779221367775	0.147334995274	0.161857836314	0.185995616314	0.168701584289	0.0388167468671	0.00883651415792	0.024150367395	0.129414393747	0.0569697904213
a18	0.109184856926	0.151912451758	0.149990645438	0.158475795438	0.151462238096	0.0484511659557	0.00985504138597	0.0274744637983	0.131973811249	0.0612195488071
a11	0.0769536169753	0.150256283919	0.162635495146	0.181575371813	0.164807306032	0.0209863466519	0.00629414612866	0.0299495499328	0.153193717083	0.0533481849357
a31	0.0886022623251	0.149072451306	0.168118328382	0.186566563938	0.169077885344	0.036800019884	0.00890971737622	0.0249442359776	0.117024057361	0.0508844676452
a28	0.116061347442	0.174001037102	0.154502122794	0.157856961313	0.148749471781	0.0434781274613	0.0102169137921	0.0292218816592	0.11056965412	0.0553424885484
a31	0.123995899147	0.176927589034	0.152165724265	0.146421117104	0.141320030594	0.0390615599871	0.0199446395974	0.0322742538864	0.10972788304	0.0581613075161
a20	0.116802479716	0.177157686345	0.143320498088	0.143947615701	0.136035840198	0.040598429329	0.0264715505325	0.0393454756288	0.101135159347	0.0751852655054
a3	0.082536176572	0.198629212115	0.132853492696	0.1641248519	0.136171140066	0.0303893891097	0.0260825268442	0.0473905718763	0.100104399782	0.0817182635018
a28	0.0628307988573	0.192737667372	0.137761200899	0.209838450633	0.158741313355	0.0278944863699	0.0280480659481	0.0404261739588	0.0746678422607	0.0670540225006
a20	0.0471181762858	0.161801595791	0.137241166966	0.240744466878	0.177587597785	0.0257976891233	0.030026785316	0.0391785393196	0.0677629477536	0.0727410521669
a31	0.0583707987619	0.17150501193	0.146259242322	0.232659368959	0.177413795928	0.0290045800411	0.0339495824387	0.0350823494399	0.0528321665845	0.0629231540556
a46	0.0665463545873	0.18440308731	0.132516715774	0.18137527632	0.144746271976	0.0283160810137	0.0297754594796	0.0519125881466	0.0912164948615	0.0891917346852
a23	0.0662952685291	0.153747589103	0.104943914925	0.13549809744	0.112128343992	0.0429529513379	0.0433946034932	0.0804666327155	0.134575059621	0.125997574895
</S>	0.0747839372646	0.139098824551	0.102897259463	0.12688622172	0.107591331996	0.059845925669	0.0602063467466	0.0857472713578	0.124899531811	0.118043367447
