 	non	ho	cosa	è	da	mangiare	</S>
a31	0.086186015	0.07321386	0.0081191445	0.23989316	0.1433827775	0.043885598	0.4053194578
a8	0.0859986466667	0.1122706	0.0531998048333	0.319587773333	0.1473108225	0.14510205	0.136530327233
a31	0.133356453889	0.123500901667	0.163122721611	0.287627777778	0.0703347128333	0.176315901	0.0457415802577
a37	0.151618347963	0.0933815535557	0.170632322537	0.401612925926	0.0561417496111	0.103432363333	0.0231808078326
a20	0.079766443321	0.0688413168519	0.0903418578457	0.433217508642	0.122705483204	0.176922253111	0.0282051832775
a31	0.0783283217737	0.303770899951	0.0594920799486	0.241188302881	0.129598291735	0.16524355737	0.0223785455925
a17	0.0761132289246	0.404944083317	0.0693148689829	0.125069817627	0.121324897912	0.181521395457	0.0217116863642
a20	0.0385450429749	0.283821777772	0.0681668319943	0.0943541248757	0.228531382637	0.256050655152	0.0305301764547
a31	0.0710604059916	0.315435585924	0.0586434163314	0.0570815126252	0.252342394212	0.197941228384	0.0474954551516
a39	0.0835542853305	0.276520858641	0.0510966437771	0.0420983675417	0.248438431404	0.188150392795	0.110141038384
a35	0.0503963101102	0.21711057288	0.0325975329257	0.0506933638472	0.265902070468	0.208834827598	0.174465362795
a39	0.0467911803701	0.215281407627	0.0334025376419	0.0665556279491	0.226222363489	0.235510002533	0.176236920932
a46	0.0530800854567	0.247177369209	0.0311688458806	0.0534295073164	0.170862804496	0.254259734178	0.190021683644
a35	0.0684695318189	0.250689336403	0.0378651946269	0.0486795171055	0.130401364832	0.239924741393	0.223970327881
a31	0.0832086256063	0.192824505468	0.0629078358756	0.0799643477018	0.132202434944	0.238704053798	0.21018818596
</S>	0.0877707553032	0.158431572734	0.0784591354378	0.101760171851	0.141259047472	0.237956216899	0.19436307298
