 	non	ci	dimentichiamo	mai	</S>
a31	0.1275693	0.396440035	0.00883782425	0.093409093935	0.3737436638
a20	0.119305294	0.721354095	0.00308596702	0.0313977737007	0.124856787767
a31	0.306556122	0.633378881667	0.00140404641	0.015392112666	0.043268803089
a11	0.463437250667	0.484456493889	0.000868008426667	0.013554954222	0.0376832708963
a20	0.314892520222	0.602646297963	0.00108422153222	0.00908801180733	0.0722889249654
a31	0.420657843407	0.507765695988	0.00150435217741	0.00651627333578	0.0635558359885
a11	0.462290657802	0.418952541996	0.000959733735803	0.00885493727859	0.108942124996
a31	0.359224495934	0.498524093999	0.00338599632193	0.0102831432595	0.128582234332
a18	0.367608871978	0.547028631333	0.00555823344064	0.0131887360865	0.0666155227773
a42	0.256638063993	0.684922890444	0.00345482694688	0.0117885998622	0.0431956115924
a31	0.279747521331	0.627519056815	0.0269868541156	0.0176888047874	0.0480577191975
a18	0.301353680444	0.458016755605	0.0618864297052	0.0630045282625	0.115738556399
a31	0.283162946815	0.403195308535	0.0789613099017	0.0861572974208	0.148523085466
a39	0.278589400938	0.345340126178	0.0964530966339	0.112459563807	0.167157791822
a31	0.251205448979	0.342368482059	0.105441452211	0.129266021269	0.171718575941
a20	0.241775832993	0.288496867353	0.11987203407	0.159165740423	0.190689510647
a39	0.190315170998	0.231163512451	0.14934573469	0.204724496808	0.224451116882
a31	0.226520290333	0.230276210817	0.162189914897	0.185586458936	0.195427158961
a14	0.206000156778	0.263530933606	0.150205588299	0.181435706312	0.198827632987
a46	0.140389758926	0.242618567869	0.1430898161	0.223927588771	0.249974277662
a20	0.137195972975	0.191088732623	0.1604805687	0.24645578959	0.264778969221
a31	0.188897850992	0.192136474208	0.177937596233	0.21666696653	0.224361146407
</S>	0.222923575496	0.197747167104	0.182005218117	0.197104378265	0.200219668204
