 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
a31	0.003900348481	0.3124011872	0.01864555715	0.0013698142785	0.0013809274	0.0102515475	0.0305268285	0.072135578	0.023784487	0.00450199395	0.0044723403	0.21474304	0.0545561375	0.181969028	0.065361223
a10	0.0013084156047	0.104330178881	0.00685530621667	0.000527210711833	0.0017580061	0.0112502895	0.0222760188333	0.0499709083333	0.032826437	0.00755340631667	0.00559507736667	0.499330186667	0.03928777324	0.17276214761	0.0443686560767
a39	0.000442738925933	0.0352420762083	0.0122516774722	0.00204279380394	0.0353014496667	0.0122722795	0.0161905689444	0.0238957571111	0.072226289	0.0449087447722	0.0234157516556	0.564831468889	0.02593238082	0.0968454708133	0.0342005337689
a31	0.000154954542811	0.0122042625504	0.0134997814074	0.00247959174915	0.0453739239056	0.166203484833	0.0154138653148	0.0768163177037	0.0733880223	0.0546092972574	0.0281489717519	0.38229113963	0.0251888411067	0.0727105363711	0.031516966823
a21	5.3175637337e-05	0.00424508716447	0.00626027055247	0.00085842132755	0.0285987066519	0.290970808278	0.0433416737716	0.110308779235	0.0366975844	0.0400458714191	0.0227916101173	0.342146289877	0.0135023007689	0.047539431557	0.0126399861743
a31	1.92625103123e-05	0.00159457466149	0.00382982687082	0.00031866267985	0.022973217124	0.377571426093	0.0577801489239	0.168505423078	0.0242976273333	0.0347699975064	0.0207609444724	0.234731435626	0.0074091611563	0.0394722757857	0.0059660154581
a21	7.6590040741e-06	0.000587583900497	0.00148314007694	0.00011221900095	0.0121501702813	0.559862528698	0.0884683919746	0.201855301026	0.0091487723111	0.0126910250688	0.00823304532413	0.0794525184087	0.00439487298543	0.0190464275286	0.0025063378327
a31	7.93078802803e-06	0.000388125490166	0.00101804715898	4.485564665e-05	0.0086663664271	0.524198109566	0.108825717325	0.286703100342	0.00983162443703	0.0065886953896	0.00651937017471	0.0304866526696	0.00217664056181	0.0125828450095	0.00196191555757
a28	8.68885317601e-06	0.000365060796722	0.00127812138633	2.586217155e-05	0.00406868914237	0.510770216522	0.122004999108	0.317550540114	0.00979309547901	0.00404245269653	0.00674581905824	0.0142872444565	0.0011046874306	0.00629677221983	0.00165774752819
a31	1.83118112253e-05	0.000775617915574	0.00153257216211	2.36798641833e-05	0.00256497123746	0.469295308841	0.125195848703	0.336270886705	0.0226244658263	0.00513275179884	0.0102007290194	0.0143509113855	0.0012917634202	0.00763855512328	0.00308365318506
a37	2.25658068751e-05	0.000905108948525	0.00111718427737	1.97864803944e-05	0.00108531060249	0.311134382947	0.072273909901	0.539040828902	0.0284246978421	0.00542662939961	0.0114512006731	0.0159819499285	0.0014088971334	0.00805197804109	0.00365553266169
a31	0.000105903314758	0.00463191022618	0.00169234374912	3.15833354648e-05	0.00081367130083	0.203065396316	0.0464948303003	0.571285559634	0.0686073098474	0.0100955177665	0.021034541891	0.0342283107762	0.00613470937113	0.0179930230137	0.0137853394872
a6	0.000407204144919	0.0591317164087	0.00922437558304	0.000169923851822	0.00131122333361	0.087265716772	0.0362406314334	0.438699159878	0.107083743282	0.0181881455888	0.0485131606303	0.0819804002587	0.0275741237904	0.0543207596712	0.0298897248291
a31	0.00169135661497	0.0899280488029	0.014815356861	0.000442770990607	0.00278644624454	0.0418473935907	0.0638432794778	0.312530686626	0.0895585877607	0.0222762441963	0.0873407835434	0.101512160086	0.0569314812635	0.0756094785571	0.0388859526097
