 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
a8	0.0178563955	0.425453665	0.0114504585	0.00712031615	0.006251892265	0.031786537	0.0447480655	0.0085081567	0.01296756778	0.08421269225	0.1860579172	0.16358634229
a3	0.0349842305	0.449605301667	0.0416569488333	0.01949789205	0.00220040667363	0.123468273333	0.139603666167	0.0340628407	0.00806038744667	0.02944512215	0.062672519761	0.0547424215367
a31	0.0431687768333	0.178430072956	0.0466479712778	0.0205236020167	0.000733613857583	0.199939177778	0.354445268722	0.0927999602333	0.0134958604822	0.0105272651367	0.0209119988373	0.0183764489156
a7	0.0246657131444	0.0608144565853	0.0176953721159	0.00803893090557	0.000244571772494	0.289246159259	0.478230829574	0.0906578680778	0.0132695141607	0.00394113371223	0.0069884494651	0.0062070100752
a20	0.0138369282481	0.0243010770618	0.00787259606197	0.00856553620186	8.7363514058e-05	0.479141519753	0.398496243191	0.0478927706926	0.0078974543869	0.00388499471741	0.00254842668503	0.00547508230507
a24	0.0222642507494	0.0597606640206	0.00880934768732	0.0108510630673	3.93564843527e-05	0.516116066584	0.32380403773	0.0287201972309	0.0058539414623	0.00983242157247	0.00396551126168	0.00998314276836
a31	0.0327060919165	0.0835892056735	0.00854480649577	0.00628179615577	1.79883966509e-05	0.456678182195	0.322646429243	0.035470446077	0.0159019034874	0.0222735745242	0.00760029008723	0.00828934325612
a20	0.0238296366388	0.0461626615578	0.00484371796526	0.00267028048526	1.18342030836e-05	0.356507420732	0.384745409748	0.0629534320257	0.0347961464958	0.0552395748414	0.0243986640291	0.00384129198537
a31	0.14850130988	0.138197282519	0.0135322031884	0.00344024179509	0.000931477555361	0.179444367577	0.303113066583	0.0527086123419	0.0372749348319	0.0624808642805	0.0305320756764	0.0298436135618
a28	0.222665503293	0.264587554173	0.0304307750628	0.00821176659836	0.00281598318512	0.0783413631923	0.116738204861	0.023307538114	0.0294565782773	0.0720653840935	0.0874513362255	0.0639280578539
a31	0.230973641098	0.257063698058	0.0442460673543	0.0152207281995	0.00766255139504	0.0458210777308	0.0565875339537	0.014440343038	0.0232385100924	0.0755107813645	0.113098058742	0.116137019285
a3	0.263642823699	0.294181219353	0.0540697004514	0.0212609650665	0.012579499965	0.0258330739103	0.0285036989846	0.009744360446	0.0157325910308	0.0483520894548	0.0913737295807	0.134726223095
a31	0.256713411233	0.293727023118	0.0573744931505	0.0232007303555	0.0141095084883	0.0173283983034	0.0177061154949	0.00654491314867	0.0108109426769	0.0386593638183	0.0898546285269	0.173970434365
a35	0.237675653744	0.342256411039	0.0633721760502	0.0280300597852	0.0195981628294	0.0118619950011	0.0118790964983	0.00521087538289	0.00830610355897	0.0272954089394	0.066889267509	0.177624778788
a31	0.215894694581	0.368477217013	0.0873510320167	0.0392537079284	0.0286309132765	0.0093369572337	0.0095731146661	0.0046830016943	0.00764610901966	0.0208602636465	0.0568636271697	0.151429356929
a20	0.18660368986	0.379493845671	0.0945311606722	0.0456156929761	0.0408717160922	0.00946519574457	0.00971553655537	0.0061101046981	0.00902550417322	0.0199685858822	0.0484263657232	0.150172566976
a0	0.113249348287	0.414351575224	0.103469716891	0.0653725423254	0.0749834326974	0.0126176222482	0.0127976435185	0.00965784189937	0.0128525560577	0.0226258789607	0.0489533675744	0.109068453659
a31	0.092822199429	0.320736961741	0.137386108964	0.0937487641085	0.110608990899	0.0163770084161	0.0167378298395	0.0128694602998	0.0166096126859	0.0244137043202	0.0485131868581	0.109176184553
a38	0.0838127364763	0.25856720058	0.127539492988	0.0915304880362	0.111811556966	0.0257907511387	0.0259250282798	0.0229783550999	0.0263877272286	0.0359170291067	0.060086602286	0.129653024851
a8	0.0787602054921	0.186087161527	0.0970028876627	0.0802038210121	0.0972025989887	0.0479312570462	0.0474559577599	0.0460372903666	0.0500400197429	0.0589597263689	0.0772498874287	0.133069151617
a31	0.0811808738307	0.165470575176	0.115942662554	0.090140532004	0.11279239633	0.0507029300154	0.05023462792	0.0492906544555	0.054253469581	0.0576847887896	0.0656959914762	0.106610483872
a46	0.0753012899436	0.169425285059	0.113803897518	0.0847120693347	0.111159505443	0.0400140560051	0.0396885113067	0.0389502078185	0.043886349527	0.0550583195965	0.0770756828254	0.150924831291
a31	0.0930981933145	0.137155731686	0.0966653971727	0.0705025184449	0.085435198481	0.0420692570017	0.0414633531022	0.0426463046062	0.0507739981757	0.0624499598655	0.0849451569418	0.192794937097
</S>	0.118013911657	0.125286355843	0.107528615586	0.0721125692225	0.0830271592405	0.0440429235008	0.0433304405511	0.0461550673031	0.0577702190878	0.0600340199327	0.0661576874709	0.176541038549
