 	voglio	un	forno	che	vende	rustici	</S>
a31	0.262341055	0.177674375	0.029254525	0.2256230105	0.0267170335	0.043482987	0.23490699725
a37	0.179932023667	0.134863680333	0.220586585	0.3264841235	0.0224451926	0.0314912483333	0.0841971515833
a31	0.131824923222	0.0717118267777	0.335902991667	0.3841059245	0.0112058943	0.0229242251111	0.0423242438611
a17	0.117149271841	0.0280595122592	0.231129893889	0.4647476315	0.0109691897667	0.0864543417037	0.061490200287
a20	0.042202951947	0.0215896974197	0.20849902463	0.3613930405	0.00982811502223	0.122856133901	0.233631080096
a31	0.070453624549	0.225309200473	0.19335768821	0.1694708545	0.0219028951074	0.066146717967	0.253359058065
a41	0.0814692245163	0.307579716824	0.272724749403	0.112323645833	0.0284502233691	0.0330341626557	0.164418317388
a24	0.0439497931721	0.389914188941	0.267961864468	0.090131578611	0.0327543647897	0.0286902175519	0.146598068129
a31	0.0375923473907	0.584960096314	0.112049476156	0.059396589537	0.0847418882632	0.0509684308506	0.070291235043
a39	0.0271436061302	0.583911865438	0.0536642783853	0.0549468205123	0.168280896088	0.0600586952835	0.051993822681
a31	0.0443330380434	0.415603335146	0.0465383771284	0.0758422008374	0.229125748696	0.104801928428	0.083755335227
a8	0.0835958293478	0.232982298382	0.0731399570428	0.108470353612	0.210603636232	0.148110216143	0.143097708409
a26	0.0996543831159	0.226103672794	0.0868276523476	0.0967006145373	0.155513163744	0.131232378714	0.203968152803
a23	0.109704951039	0.279043884265	0.0785260474492	0.0731543461791	0.113095089581	0.108344324905	0.238131350934
a31	0.12021333168	0.260506554755	0.0860386791497	0.0836863100597	0.124846913194	0.111652150302	0.213056046978
a20	0.119112161893	0.207665078252	0.0994162930499	0.101341915353	0.142830574398	0.125511290101	0.204122698993
a39	0.125557047298	0.196729062751	0.11020902435	0.107423297118	0.131898188133	0.126718160034	0.201465256331
a11	0.138002682433	0.175470187584	0.12361305145	0.121329562373	0.135524859378	0.137287626678	0.168772078777
a37	0.141667437478	0.239921785861	0.117831175817	0.109227125791	0.119472126459	0.125176638893	0.146703748259
a14	0.138181782493	0.28805922862	0.112165733939	0.0990344069303	0.10983663882	0.113922232964	0.13880000142
a24	0.136936120831	0.255747886207	0.117850284646	0.106775727643	0.11719742294	0.120176057655	0.14531651714
a28	0.138920880277	0.209383732069	0.126063361549	0.119064107881	0.12717113098	0.129164979218	0.150231809047
a20	0.140031776759	0.17332082069	0.132232650516	0.128929539294	0.13603416366	0.136736473073	0.152714586349
a8	0.139328402253	0.15687811023	0.135726933505	0.134364426431	0.140964717887	0.140557661024	0.152179762116
</S>	0.139150246127	0.149754135115	0.137177426752	0.136729778216	0.143230363943	0.142282215512	0.151675836058
