 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.437614743	0.0157400285	0.00312071105	0.00877847735	0.012495753	0.04458877	0.21401872	0.2636427984
a31	0.715945391	0.00646987394557	0.00516714768333	0.0237644307833	0.00612620376667	0.0153677838267	0.124998242	0.102160926067
a37	0.524687811333	0.00215759622459	0.00438137952778	0.0464991899278	0.00973778202222	0.00539561200223	0.359484282667	0.0476563236907
a20	0.208977008111	0.000742949525363	0.00381885104259	0.0717597353093	0.0136445616741	0.00297687840074	0.680654240889	0.0174257530986
a29	0.142918966037	0.000290162943788	0.00426836064753	0.0765401631031	0.00915475135803	0.00229898693358	0.754203126963	0.0103254475662
a14	0.237737585346	0.000116919808029	0.00508241094918	0.0694812990344	0.011916743586	0.00562166827786	0.659076342321	0.0109669758554
a21	0.329402255115	4.2361028443e-05	0.00573264814973	0.0686412396781	0.0594782945287	0.0430659720926	0.47802902744	0.0156081436185
a31	0.220307865038	2.32482788143e-05	0.00324471844991	0.047621792226	0.12159347151	0.0569108263642	0.535957255813	0.0143407727728
a20	0.0810115826793	6.33630812714e-05	0.0012211386633	0.022993081242	0.10451435617	0.0269670663214	0.752394685271	0.0108347314909
a6	0.0300594283264	0.00040757812709	0.000546198074433	0.0103235752473	0.0501369310567	0.0136181256405	0.87832169509	0.016586444497
a31	0.0143786068755	0.0015180203757	0.00131280413148	0.00834718541577	0.0379678470189	0.0454510402135	0.867600931697	0.0234235168323
a8	0.0148585312918	0.0114942191252	0.00404137101049	0.00878040147192	0.036186407673	0.0861364034045	0.713283587232	0.125219076277
a20	0.0159163550973	0.0195335023751	0.00459185983683	0.00783705015731	0.0308640945577	0.0823924128015	0.653862639077	0.185002098759
a31	0.0490828383658	0.037107995125	0.0229340196789	0.0176175750524	0.0371280271859	0.0913807959338	0.582527669692	0.16222108292
a37	0.102156416122	0.0730756100417	0.0424198805596	0.0250581903508	0.037190678062	0.0967655773113	0.382390786564	0.240942870973
a31	0.177880262041	0.148372856681	0.0675816661865	0.0253263887836	0.0305976460207	0.0679855577704	0.220580335521	0.261675293658
a24	0.206093427347	0.175612090227	0.0778010453955	0.0253636185945	0.0257318003402	0.0484510672568	0.150882138507	0.290064791219
a31	0.217721229116	0.152825884742	0.0676221417985	0.0213949051982	0.0203679204467	0.0377279597523	0.123129798836	0.35921014374
a20	0.231848299705	0.154581571581	0.0578868539328	0.0190884020661	0.0175867501489	0.0280344192508	0.114148745612	0.376824951247
a31	0.270711936568	0.17517499386	0.0393678146443	0.018445981022	0.018881846383	0.0261961797503	0.106863309537	0.344357917082
a7	0.258230765523	0.17677763462	0.0453259082148	0.0325024933407	0.033778994461	0.0397183565834	0.078577734179	0.335088092361
a35	0.164296038508	0.150351938207	0.0621828127383	0.0547366127802	0.0559866588203	0.0631632771945	0.0964232780597	0.352859407454
</S>	0.148718234254	0.149169229104	0.0691972363691	0.0634552663901	0.0650569694102	0.0740909560972	0.10065650403	0.329655653727
