 	prima	di	andare	alla	scuola	</S>
a7	0.172842625	0.365281575	0.0187838102	0.0809085849	0.2058126475	0.156370762
a11	0.239509145	0.575389938333	0.0237716398667	0.0325663192333	0.0692074092467	0.0595555395333
a43	0.201714501667	0.596492312778	0.0623716606222	0.0416063060778	0.0243600606289	0.0734551340444
a20	0.167987370556	0.590997324259	0.109974313541	0.0440530593593	0.00989086134297	0.0770970806148
a31	0.133711423519	0.685190374753	0.117360614514	0.0295479917864	0.00395402400432	0.0302355828049
a20	0.117277664506	0.776335514918	0.0704599601713	0.0203360752288	0.00154199722477	0.0140487835866
a31	0.121782004835	0.838619081639	0.0268607158904	0.0073548156096	0.000644485778257	0.00473891818387
a20	0.137619061612	0.846823727213	0.0102614173968	0.00280058711987	0.000475048929419	0.00202020699796
a31	0.209987117204	0.670829259071	0.0149716487323	0.0201832817233	0.0474462976098	0.0365824455993
a20	0.252573305735	0.405106216357	0.0247190479108	0.0402594905744	0.12490031587	0.1524416452
a31	0.192647888578	0.230854532119	0.0463991863036	0.0552850601915	0.133243963623	0.341569381733
</S>	0.135773764289	0.16725113606	0.0673646081518	0.0688024150957	0.111020699311	0.449787390866
