 	possono	essere	ancora	svegli	</S>
a31	0.15485807	0.103906453	0.4540883425	0.0781836825	0.20896342185
a20	0.0686160341767	0.0475074159123	0.608891880833	0.1975611725	0.0774234575167
a23	0.0229469943666	0.0158512079298	0.609073326944	0.312983314167	0.0391451208389
a31	0.00773196212987	0.00532029766327	0.711961375648	0.254568161389	0.020418136413
a20	0.00286052225329	0.00188822738442	0.732717225216	0.251006790463	0.0115271546043
a11	0.00127402428443	0.000719904861473	0.686984241739	0.289252013488	0.0217697678681
a20	0.00078123700481	0.000285930893824	0.589485297246	0.368810664496	0.040636831956
a31	0.00330781837827	0.00109537636127	0.459818515749	0.442883988165	0.092894252652
a37	0.0418570104594	0.0252123117871	0.372665731916	0.340872036055	0.219392897551
a31	0.253254550153	0.0840515072624	0.231737070639	0.190885632018	0.240071239184
a11	0.443031376718	0.167715565754	0.120658730213	0.115825147339	0.152769146395
a46	0.466786188906	0.228167665251	0.0796965934043	0.0865806904463	0.138768828798
a31	0.448579086302	0.213242735084	0.0730465911348	0.103761348149	0.161370222933
a46	0.329853888767	0.160256965028	0.159972560378	0.17252251605	0.177394040978
a31	0.222290502922	0.149883151676	0.217204996793	0.214754248683	0.195867096993
a20	0.157647458974	0.138321465892	0.254072085598	0.240397239561	0.209561752331
a28	0.104023940991	0.0998518306307	0.236954201866	0.28433631652	0.274833700777
</S>	0.0986237854955	0.0882221403154	0.169126275933	0.30295599326	0.341071810388
