 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.190109588	0.1341708225	0.0575702995	0.0675728475	0.248762912	0.0119855239	0.289827987
a18	0.205720279333	0.0607220202923	0.0602421968333	0.03310409912	0.534322210667	0.00436125662383	0.101527898197
a31	0.114930883111	0.0204450989098	0.0283771407778	0.0122249879933	0.787365770222	0.00147512180844	0.0351809772623
a20	0.13640091437	0.0074083327566	0.0878400684259	0.0256395953311	0.717677290074	0.000654815052813	0.0243789890874
a31	0.265211971457	0.00293261125887	0.126002162809	0.036104650777	0.514596030025	0.00147771452427	0.0536748630291
a37	0.405554177152	0.00116685108296	0.087630827603	0.037348228259	0.374326130008	0.00173697652476	0.0922368376764
a18	0.596376779051	0.000658473307653	0.0624178348677	0.0441608910863	0.213843160003	0.000743463098253	0.0817994825588
a46	0.75436822635	0.00141839925922	0.0349954189559	0.0421091256954	0.124646960001	0.000369660646084	0.0420922838529
a31	0.664955092117	0.0121639763864	0.0296545123186	0.118071433898	0.101182784667	0.0165110006554	0.0574612276176
a46	0.487048047372	0.0396670644621	0.0460604001062	0.144159644633	0.114372412889	0.0488780382185	0.119814409206
a31	0.359758649124	0.062818950154	0.0623326017021	0.190401968211	0.114090932296	0.0802812260728	0.130315689735
a46	0.297588593041	0.108979642051	0.108288903901	0.209974361404	0.0840461667653	0.0907499453576	0.100372401578
a31	0.283909204347	0.136761234017	0.1330610013	0.202439242468	0.0692764385884	0.0920584551192	0.0824944741927
a46	0.255889508116	0.170335764672	0.161066863767	0.197152118823	0.0596991711961	0.0853378500397	0.0705188033976
a31	0.256421479372	0.192417941557	0.178374896589	0.178120140941	0.0530041250654	0.0779771583466	0.0636842967992
a18	0.263600819791	0.181062003852	0.169253124196	0.180323800314	0.0562432736885	0.0846044361155	0.0649125429331
a31	0.257343973264	0.168140611284	0.160874678065	0.180881983438	0.0626765285628	0.0936391120385	0.0764431259777
a37	0.270385081088	0.155614197095	0.152860516022	0.171551911146	0.0649689461876	0.0961192893462	0.0885000786592
a13	0.293891597029	0.172982649032	0.175211845341	0.106499863715	0.0642608553959	0.0910462684487	0.0961069145531
a31	0.273785362343	0.182305776344	0.179634948447	0.109218603238	0.0650876284653	0.0928816411496	0.0970860511844
a20	0.239590250781	0.204236728781	0.194568402816	0.0882708864127	0.0671413928218	0.0880194673832	0.118172898395
a31	0.197978906927	0.22250687626	0.190641520939	0.126755595471	0.0653695629406	0.0769073344611	0.119840216132
a20	0.160831652309	0.215708432087	0.17347263698	0.160782311824	0.0798519529802	0.087147811487	0.122205205377
a31	0.13802962577	0.190869234029	0.150140272327	0.205620383941	0.0908055743267	0.0963155104957	0.128219397126
a20	0.13125625359	0.171652654676	0.136450504109	0.22778725798	0.0994389514422	0.104216780165	0.129197607709
</S>	0.131942401795	0.168808157338	0.144216092055	0.17519530899	0.115184955721	0.117894560083	0.146758538854
