 	mi	si	gonfiò	il	dito	</S>
a31	0.698175065	0.207603225	0.00977363873	0.056479339	0.0075999873	0.020368714785
a11	0.615981988333	0.103003435993	0.00333278759767	0.0240801022	0.2392518283	0.0143498294517
a31	0.597767886111	0.0347294958577	0.00113568767689	0.0273566562667	0.326783130433	0.0122271416306
a15	0.561196788704	0.0120172381626	0.00050394308563	0.0352613760889	0.335553964478	0.0554666850235
a31	0.566641566235	0.0053841502642	0.000311327441877	0.026709828363	0.330963527993	0.0699895317745
a0	0.783412135412	0.0035469791214	0.00133252021063	0.0193705254543	0.149687869164	0.0426499006915
a46	0.700435625137	0.00549965354047	0.00166694982021	0.158861137818	0.0984379817213	0.0350986522305
a31	0.640014558379	0.0131610321802	0.00138227105674	0.253221925939	0.0587644869071	0.0334557527435
a18	0.482434192793	0.0139004790601	0.00186503275225	0.415351898646	0.051348104969	0.0351003169145
a31	0.277875454264	0.0180099003534	0.0113896790508	0.568056839549	0.0594626119897	0.0652055549715
a24	0.209240054755	0.0195862839511	0.0158795220836	0.59176749985	0.0727568509966	0.0907698006572
a28	0.174283751585	0.0603448474837	0.0330270877612	0.523722833283	0.112387328666	0.0962341358857
a13	0.183918200528	0.140973235828	0.0550996072537	0.308157871094	0.193561416222	0.118289658629
a20	0.245357730176	0.207058985276	0.0501141670846	0.196043155031	0.198301775407	0.103124199543
a17	0.368451630059	0.216421765092	0.0432709523615	0.133742539677	0.151936058469	0.0861770948477
a39	0.397424473353	0.167428381697	0.0407207607872	0.123009636559	0.17928837949	0.0921284132826
a20	0.421466364451	0.126727800566	0.0441868335957	0.11573176552	0.18947294983	0.102414324428
a31	0.351742091484	0.137181310189	0.0672411978652	0.12451306184	0.19859148661	0.120730858143
a41	0.217589010495	0.15103912673	0.0857100792884	0.149623073947	0.25341097887	0.142627722714
a8	0.178248800165	0.137812852243	0.0930090197628	0.157864061316	0.27650948629	0.156555784238
a37	0.154092250055	0.133904040748	0.104345496588	0.164189947105	0.277974958763	0.165493298079
a8	0.143547473352	0.135027706916	0.115858712196	0.168456522368	0.268177162921	0.168932396026
</S>	0.144268846676	0.138417063458	0.123897386098	0.169123096184	0.25355583146	0.170737748013
