 	io	voglio	che	Maria	venga	qui	</S>
a31	0.23827304	0.0372274155	0.126393302	0.0269522845	0.13061396	0.195502633	0.24503732
a39	0.29842725	0.0583576118333	0.331405010667	0.0135492225762	0.0664094653264	0.0706201491343	0.161231271133
a31	0.423601406667	0.0928671786111	0.342706378222	0.0045726940349	0.0257034677685	0.023776905689	0.086772011511
a37	0.432564888889	0.0965768118704	0.368920824074	0.0015958172883	0.0121939555795	0.008196799443	0.079950939837
a31	0.482376766296	0.0861975129568	0.364747579691	0.0005652986111	0.00627581844983	0.002824608471	0.057012430279
a11	0.661614282099	0.115231594319	0.17384328823	0.000226785721033	0.00601647908328	0.00104374705033	0.0420238077597
a20	0.732217537366	0.121463408106	0.107391946743	0.000130007452678	0.00745277136109	0.000480180973443	0.0308640999199
a4	0.701443912455	0.128304902702	0.140471826248	0.000112070355893	0.0078028084537	0.000427806361148	0.0214366283066
a24	0.590746670818	0.151287630901	0.148708580416	0.00281485862363	0.0231836018179	0.00332892497372	0.0799296771022
a31	0.642099656939	0.1194112323	0.0680499151387	0.0155872342079	0.035074045606	0.0140333131579	0.105744518034
a11	0.590184552313	0.0879847514333	0.0620274383796	0.029100327736	0.0384901055353	0.0249994697193	0.167213285011
a24	0.501624450771	0.114398575811	0.0767952227932	0.041175397912	0.0422491045118	0.0300916035731	0.193665638337
a31	0.405942870257	0.178309628604	0.141735117598	0.0841003159707	0.0409609021706	0.0442399555244	0.104711202779
a46	0.238263706752	0.200932696201	0.186113602533	0.118761785324	0.0669965027235	0.0815775218415	0.107354157593
a8	0.189172445584	0.163091768734	0.156624250844	0.120734620108	0.108089672241	0.119416023947	0.142871202531
</S>	0.172803392792	0.145669834367	0.142898705422	0.122343407554	0.12644200612	0.132080471974	0.157762161265
