 	ha	che	sono	usciti	</S>
a31	0.481455605	0.193751515	0.1902317085	0.076844325	0.05771688115
a13	0.411507747333	0.133056729833	0.0686646454	0.349697011667	0.0370739204833
a8	0.139474655811	0.050900004111	0.02310765222	0.692707900556	0.0938098128278
a24	0.0571826329703	0.133203194037	0.00898083092667	0.674645316852	0.125988040943
a31	0.141527054323	0.311227184679	0.00792519164222	0.466268725617	0.0730518448143
a0	0.225229921441	0.357705628226	0.0375094265474	0.348582161872	0.0309728494381
a31	0.170980997147	0.256367352742	0.0973795368491	0.344143940624	0.131128143146
a8	0.093453299049	0.128247884247	0.100277295616	0.420206720208	0.257814767715
a23	0.0407916490163	0.0524131734157	0.060879681872	0.556783813403	0.289131662572
a8	0.0280618733388	0.0328876624719	0.051435090624	0.626458014468	0.261157337524
a23	0.0510308621129	0.054556326824	0.0723195735413	0.602753638156	0.219339595841
</S>	0.0715061410564	0.075226698412	0.0922688667706	0.544576034078	0.216422267921
