 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.0689123566	0.0994565028	0.0334644894	0.03822918152	0.072072716	0.075879528	0.0977991684	0.2202973938	0.2938886687
a13	0.0071361821172	0.1642779371	0.1817773452	0.141243609	0.2530598908	0.11242755822	0.021693378434	0.047326947796	0.0710571348582
a20	0.045369287706	0.20521898418	0.0696236778	0.0598036188	0.09737876962	0.1332529458	0.1318738286	0.1579420096	0.099536872036
a7	0.01390707418	0.1564266281	0.1122659572	0.1008000288	0.1510194372	0.189480734	0.1128089062	0.12522454212	0.03806671708
a36	0.01195612372	0.1624143717	0.1664656808	0.1124215302	0.1448897986	0.1747220272	0.06758870646	0.134103776	0.0254379522492
a7	0.04761468625	0.19984022056	0.175210344	0.1291744244	0.15647269	0.1251962796	0.06168891012	0.0870347124	0.0177677468092
a31	0.02873835086	0.18186852994	0.193164652	0.12193589	0.095789442	0.0961651958	0.0970045032	0.1646265498	0.02070691098
a37	0.01140954844	0.134065881082	0.09434928658	0.06069551558	0.1015634242	0.17885340788	0.1913296614	0.205693236	0.022039990358
a31	0.013319245552	0.15831746282	0.1633855622	0.0498312548	0.084760443	0.2613174294	0.0513929126	0.10961091674	0.108064751884
a37	0.008282931944	0.13949715478	0.11602592136	0.02107442394	0.0745691648	0.2417615665	0.0744839392	0.2867379262	0.0375669832
a41	0.01110991219	0.22417959768	0.1323344826	0.0506943856	0.108517815	0.3592255888	0.0398853308	0.0468677306	0.02718519439
a21	0.02014810886	0.1351379209	0.1298162482	0.0675229218	0.159782454	0.310304409	0.0983996592	0.047737546	0.031150722164
a31	0.01639716754	0.1672139872	0.1372872076	0.0649034112	0.1952133248	0.2877981306	0.0590540098	0.0527093674	0.01942339902
a39	0.0116093506	0.2018588484	0.088009272	0.0475795486	0.1607795356	0.2050518154	0.123245475	0.1397756616	0.0220904683
a13	0.01184192052	0.2740426378	0.11874494	0.1114552408	0.1623560484	0.1812266282	0.0343508536	0.08052939672	0.0254523302
a31	0.01319506178	0.1782167156	0.1070149238	0.12180704	0.185496275	0.17945637684	0.092447165	0.0773369352	0.045029519442
a20	0.01534945754	0.2522258578	0.0745649994	0.0600587922	0.1513232912	0.1611850168	0.1379696054	0.126543665	0.02077930814
a31	0.0127919508	0.2894507352	0.091704153	0.130342272	0.1343286774	0.1066240018	0.06495590538	0.12970328632	0.040099013684
a35	0.03488518144	0.238825582	0.0610632216	0.0595297404	0.095693454	0.138314702	0.182968168	0.144412082	0.04430791928
a31	0.01384205772	0.2557922416	0.111042687	0.13661062446	0.1448321924	0.0950352026	0.12938318564	0.07460388172	0.0388579214752
a26	0.05926006988	0.273681746	0.068286516	0.06704291368	0.0795597686	0.105490388	0.141690063	0.1479624634	0.0570260883
a9	0.017874943928	0.23660392	0.1138140512	0.13409825924	0.1589083269	0.0869694712	0.1422480861	0.06427448682	0.04520844443
a33	0.03362151578	0.423807394	0.132856078	0.1221855612	0.05706084908	0.0740280924	0.0882161698	0.04734835522	0.020876017092
a31	0.03181728386	0.411523002	0.1282110092	0.12538563876	0.1447314822	0.05123246366	0.0411430586	0.03639056186	0.02956553696
a39	0.0592338967	0.20560139	0.07020944508	0.07146738654	0.0910611026	0.1373788866	0.120930386	0.1733546514	0.07076286774
a24	0.03840524327	0.310979844	0.0795975396	0.10159643476	0.14968716964	0.0804850848	0.0990981819	0.06845006714	0.071700394362
a37	0.04058153483	0.387581462	0.0863371696	0.0761188657	0.1086770709	0.0770345624	0.07026158496	0.05158056588	0.101827158468
a7	0.043046926946	0.437359755	0.0748978224	0.09961624308	0.1040979345	0.0555178064	0.073572998	0.0459093578	0.06598110197
a17	0.051986361874	0.432941052	0.0853983384	0.0967978604	0.0990290864	0.0522169924	0.07377878632	0.0375164576	0.07033505626
a24	0.052827974196	0.456682072	0.0940898616	0.093851956712	0.0751827419	0.05600374666	0.07544768124	0.0344478786	0.061466091688
a34	0.055667545814	0.457911042	0.0740046434	0.07739370702	0.06956573576	0.07221933834	0.0869288354	0.0368740979	0.06943506097
a37	0.045596772768	0.333362678	0.0710643064	0.06601046154	0.06149361764	0.12005515634	0.16207331088	0.0674564834	0.07288722698
a31	0.037287812988	0.394693932	0.057152388	0.06714457824	0.0887308722	0.1225343758	0.0952837725	0.055916313	0.081255976468
a37	0.07078721696	0.347867374	0.0942725288	0.07912227656	0.06491012742	0.0719440522	0.1096792954	0.087836372	0.07358075803
a41	0.04936206792	0.3989282032	0.08953266266	0.077114965374	0.05273160334	0.0863901746	0.09428343594	0.0529618152	0.0986951037
a31	0.09272183032	0.378816216	0.0851341504	0.06904044264	0.0621783642	0.1061830536	0.0786830509	0.0396061218	0.08763680434
a28	0.108066356748	0.3115016392	0.1169555448	0.085643122	0.06504902608	0.06659570514	0.0828236224	0.0900482924	0.073316685984
a20	0.066721093808	0.3812632368	0.07958161886	0.061923210034	0.04584957466	0.094951733	0.11204678274	0.0723405006	0.08532225394
a17	0.106693011626	0.352383232	0.1067164064	0.05641624662	0.0482396406	0.08172963126	0.09487688452	0.0578501538	0.09509480488
a31	0.088567067526	0.359238172	0.1071053144	0.057102603174	0.0518635356	0.085951245	0.09971846464	0.053683504	0.09677006
a24	0.11113137674	0.2842815572	0.110604898	0.09152373498	0.0791647629	0.0702158124	0.0788124579	0.075405151	0.098860225564
a20	0.076119296476	0.3705657528	0.0733430244	0.056053450472	0.0411702458	0.08543710804	0.1252857922	0.0682339648	0.103791404906
</S>	0.1164237871	0.32907571	0.0714705802	0.05153565852	0.0498198018	0.0819716082	0.11750113126	0.0723428954	0.10985882877
