 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
a10	0.21352720914	0.02009227876	0.02826051437	0.210443709412	0.02002343986	0.025724702952	0.04222904556	0.15550209172	0.09618595115	0.18801102692
a31	0.018238499476	0.014397185768	0.21810370968	0.22507494596	0.272212159	0.07135515954	0.0838377539678	0.0813825926	0.010652266256	0.00474569427
a1	0.0222643857634	0.036936193526	0.083658335878	0.065234227501	0.1352693366	0.34655259244	0.16616437566	0.1032071146	0.035318135644	0.0053952826216
a28	0.00857237334	0.017310394486	0.084050146528	0.05696070334	0.2242190728	0.19083881324	0.125351663156	0.2407986274	0.030608592198	0.02128962645
a24	0.0105105866952	0.0284711875344	0.0736800398	0.1565459458	0.298018096	0.08259555176	0.06622845452	0.23707352428	0.02514684148	0.02172973318
a31	0.0857251467	0.030559649832	0.0890643919	0.2102543072	0.240537512	0.13978161818	0.05939320004	0.0870164134	0.02875038363	0.0289173636704
a18	0.08947860912	0.027330539668	0.07308622888	0.05933433734	0.124738138	0.11481609982	0.2361040642	0.226101766	0.018589931072	0.03042027555
a24	0.2010850936	0.022496586982	0.05715286146	0.1004595438	0.11131610914	0.06724799576	0.203860352	0.19757087374	0.02160961916	0.01720096985
a13	0.29945369748	0.035924537	0.11677846806	0.06433698	0.08196012116	0.04653819236	0.0746752448	0.2266132212	0.028928230776	0.02479131256
a18	0.2612949286	0.03362647538	0.06497543596	0.0864414852	0.08783388748	0.0434409764	0.07168120448	0.30424017916	0.031921131128	0.01454426934
a31	0.24207419056	0.0300134297	0.0761748416	0.0867706418	0.0782307324	0.0394995811	0.0582113617	0.32214402804	0.049900662454	0.01698054556
a24	0.15759377406	0.10002992666	0.03796657552	0.0802581538	0.090273986	0.1466367802	0.15296256648	0.1671896914	0.0354622131	0.03162633542
a11	0.17496804752	0.0484200976	0.0528265112	0.1056252548	0.1574610002	0.0893456594	0.11971165532	0.14723235294	0.06138568104	0.04302375032
a31	0.19314076286	0.06990245812	0.064307986	0.1608138708	0.153957473	0.0614106894	0.07443319386	0.13049058686	0.05494723644	0.03659575659
a39	0.07894879623	0.10062350652	0.0325097476	0.120908596	0.1349809844	0.1532610572	0.1016736842	0.177475346	0.0458438789	0.05377440982
a20	0.1229870289	0.0625680582	0.0484372782	0.220860067	0.1816094808	0.1159735076	0.05226773534	0.0938340564	0.05494932946	0.046513445548
a31	0.10867557442	0.07431917388	0.0603745546	0.2232016128	0.19604797	0.0772758636	0.0638235286	0.11276964248	0.04477461232	0.038737474708
a17	0.045644142826	0.079135853004	0.028245759	0.1290014318	0.1097580968	0.1167679956	0.1609095336	0.2159798018	0.0477694182	0.06678796606
a20	0.104041994588	0.04464445982	0.0451044282	0.257668032	0.1916049542	0.1385107002	0.0440998222	0.1184378518	0.0250969772	0.0307907965
a31	0.08047938072	0.07525110462	0.0478701186	0.302079884	0.15352806	0.1014191085	0.0416502476	0.12486439854	0.02774406432	0.04511361598
a24	0.057287129236	0.076804585196	0.0311748384	0.1347070572	0.08134489874	0.08813879352	0.1734420054	0.2344174154	0.0447700328	0.077913229988
a20	0.10080119236	0.03673700074	0.0611253444	0.2347319374	0.1603188946	0.1361315386	0.0514238314	0.1324752561	0.0310434604	0.05521154594
a8	0.0961002575	0.0605640794	0.0402502148	0.2387969708	0.1353183388	0.13807212852	0.0392206274	0.14104471594	0.023921235	0.08671144406
a20	0.10000434602	0.0376219578	0.0536553958	0.27885783	0.135872622	0.1253979668	0.037364198	0.1561702588	0.0301681337	0.0448872988
a31	0.0744742397	0.0930938908	0.049124005	0.169985668	0.1308350782	0.11951844726	0.0450415686	0.151645699	0.03842678712	0.1278546032
a24	0.05191486734	0.07236229006	0.03454764366	0.137492674	0.08157008826	0.1411453544	0.1046254565	0.1948736202	0.0559975638	0.12547045627
a37	0.09434631006	0.0866711048	0.0452435214	0.1352720104	0.139389881	0.1529441123	0.0564326378	0.13469832248	0.0432055366	0.1117965772
a46	0.095682549	0.1010570694	0.0421982254	0.1638747868	0.1259221676	0.12233797792	0.0510370546	0.1468754822	0.04081113128	0.1102035246
a31	0.12161559604	0.1005316034	0.0553561458	0.159402934	0.1145144388	0.097906852	0.0554476522	0.1479767473	0.0400818726	0.10716615974
a28	0.0643086881	0.08253486284	0.0475914546	0.1175043692	0.078963039	0.08750839716	0.1083507094	0.2367972428	0.0524372676	0.124003981154
a24	0.07941777628	0.1199511612	0.049840719	0.1004421452	0.1245080788	0.1331147176	0.0685227126	0.1427291394	0.0471996644	0.134273898
a31	0.11334675748	0.1508606414	0.0585012098	0.0981003368	0.113469029	0.09656988066	0.0540904671	0.1512796878	0.0435673782	0.12021464278
a17	0.09037788612	0.1001073507	0.0622877473	0.11135998	0.082045143	0.07941535274	0.0763507478	0.1750454492	0.061625167	0.161385189972
a31	0.08931641768	0.114930217	0.0606906074	0.0863767518	0.0948533852	0.0838206964	0.072421001	0.1655722946	0.0622720558	0.16974659968
a46	0.10260957262	0.1147088718	0.0597421226	0.0872776028	0.0706363318	0.0729757399	0.0908225008	0.1683910074	0.0766205636	0.156215689212
a8	0.09889266014	0.07869836	0.0759535266	0.107116732	0.093106844	0.078421782	0.0738269082	0.1608321516	0.067555968	0.16559507976
a31	0.1230026164	0.0902073964	0.085118367	0.114336186	0.0774380722	0.0705935642	0.0764972412	0.1760701792	0.057875301	0.12886107005
a8	0.10774666726	0.1227809084	0.068952623	0.0817637982	0.0827567192	0.07402822234	0.0853432424	0.150523778	0.0824176326	0.143686418588
</S>	0.10967748182	0.0896740332	0.0870650172	0.105728538	0.090111092	0.073813262	0.074035905	0.1681335124	0.062331353	0.13942979178
