 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.235798238532	0.1622707972	0.08944858464	0.1386723108	0.0695143328	0.1251647076	0.1791310522
a39	0.0873263314504	0.085666876094	0.1352079644	0.0373058648	0.220048317	0.3985826664	0.03586197612
a31	0.129627309125	0.0439917790633	0.09264824038	0.05658424906	0.2369337754	0.38879683278	0.05141780172
a0	0.1649466101	0.104995153456	0.08803735226	0.1102289905	0.1511025904	0.3456218896	0.03506746826
a31	0.02685092415	0.0696986416632	0.16200876606	0.13840814256	0.2883221952	0.273963730516	0.040747551762
a13	0.14156679052	0.03753347466	0.1250696632	0.158546214367	0.2276439332	0.2364073954	0.073232489408
a31	0.086952009534	0.051004106138	0.1281563398	0.173055584904	0.303604648	0.1852496678	0.07197762961
a37	0.02455684152	0.027680925844	0.1356179036	0.17868349126	0.2754429672	0.281984716	0.0760331419
a31	0.0415732944	0.05181156874	0.11297679508	0.1783387459	0.298305276	0.2142713214	0.10272302586
a11	0.0342303608	0.083996773072	0.0998611812	0.2334032708	0.1798595458	0.1451257174	0.223523144
a39	0.11220339634	0.076736371178	0.0896092982	0.2118247746	0.1886587234	0.129167152	0.1918003296
a0	0.1103175108	0.088680687332	0.1056401108	0.2272323802	0.139293762	0.1173240308	0.2115114694
a41	0.1166272862	0.11656347566	0.0948051664	0.2185380038	0.126092828	0.121293666	0.2060795716
a0	0.1720082456	0.110282077174	0.0814845222	0.1921517244	0.113583923	0.107283168	0.2232063636
a20	0.1491725156	0.10796664928	0.0725591172	0.1734403654	0.125485598	0.14829126	0.223084484
a31	0.085549505	0.11814362908	0.1025465604	0.1639617032	0.128538051	0.171890112	0.2293704456
a30	0.0668440866	0.08395986244	0.07419612	0.357462782	0.097282293	0.1024132418	0.21784163988
a41	0.092630518	0.10895114806	0.0820116986	0.160333382	0.1320166148	0.195494344	0.228562286
a31	0.120345984	0.1303678984	0.138527288	0.2123067972	0.1255042242	0.140321325	0.1326264632
</S>	0.1140108698	0.1133750408	0.101100655	0.180169554	0.131212514	0.173675058	0.1864563282
