 	la	macchina	vuole	riparata	dal	meccanico	</S>
a8	0.059381819	0.2620586474	0.008303072588	0.048608764073	0.0798566983	0.258745839	0.28304514694
a46	0.0415918429856	0.356446454675	0.205940075409	0.160396753965	0.06038256398	0.14576376004	0.0294785133468
a35	0.042963050668	0.31920651888	0.255705126318	0.10028805727	0.107807860106	0.14797384416	0.026055542546
a3	0.04772474742	0.2400904124	0.213109959815	0.0888119259691	0.1002446837	0.2666770134	0.043341236
a31	0.2648673706	0.3019100808	0.160661861245	0.0839307547462	0.03757181358	0.112959542	0.03809854614
a18	0.218456258	0.3957037256	0.166326705271	0.0767264625144	0.019368754974	0.10615875708	0.01725933962
a31	0.35968112948	0.2350822458	0.03677939795	0.0976412233084	0.03566570166	0.1986395426	0.0365108312
a46	0.1855228818	0.4374737172	0.0932665578914	0.07762502171	0.0254819954	0.1384514828	0.0421783548
a31	0.315512702966	0.2472101682	0.014726627301	0.0637704601868	0.1246716498	0.190630442	0.0434779468
a46	0.1686675426	0.462782148	0.056578077192	0.035098111038	0.0675995014	0.151658196	0.057616437
a31	0.169421836568	0.1780763512	0.0297907724464	0.06954890098	0.1860782046	0.279036288	0.0880476634
a17	0.2846875336	0.245228976	0.040109114934	0.0208036744	0.0732290782	0.2031766028	0.1327650078
a20	0.12499829732	0.106341379	0.05605851718	0.0455415239	0.1852585464	0.32417853	0.1576232236
a31	0.2085088251	0.153139054	0.06890725962	0.0272832504	0.1102090532	0.2701880186	0.1617645346
a7	0.2319243592	0.159582834	0.0632525400572	0.047503262	0.132849486	0.180698784	0.184188766
a39	0.171543046614	0.1694676684	0.095903043352	0.0394964715	0.1093319832	0.2643302868	0.14992751
a31	0.1818596066	0.1788004568	0.0878928465	0.0611773212	0.129436897	0.2283341106	0.1324987548
</S>	0.18832608728	0.135280195	0.081364779322	0.0971947188	0.155945718	0.1731996538	0.1686888586
