 	sul	muro	vuole	uno	specchio	</S>
a33	0.1523603586	0.0784584786	0.0818977864	0.17209942	0.2077632088	0.3074207434
a31	0.248761423388	0.17176281216	0.143946395137	0.07148250696	0.239823248866	0.124223616329
a23	0.0542640648	0.33840961144	0.135461140461	0.088473429894	0.37595379948	0.0074379596529
a31	0.28470847312	0.016489418094	0.14320299178	0.143584472846	0.32340710628	0.08860756649
a28	0.37204880292	0.01788289387	0.0431173937248	0.1605480567	0.2972980549	0.109104812
a31	0.219148373046	0.018640263118	0.207434327755	0.085135234	0.35977889292	0.10986289508
a39	0.301379549892	0.03724820432	0.16606224742	0.0795687916	0.271749891	0.14399130606
a31	0.185060747071	0.093827797504	0.126485584518	0.1005108504	0.2698224866	0.224292536
a41	0.23559563	0.06101928026	0.209826775888	0.1112700092	0.2549588232	0.1273294786
a37	0.1536129533	0.07266825283	0.168683462979	0.246934061	0.225105208	0.1329960534
a41	0.21355001984	0.057995091452	0.12482225542	0.2012550668	0.245720231	0.1566573574
a31	0.11398854408	0.0692959352	0.15503283594	0.29261997	0.2546429088	0.1144198094
a37	0.14100236	0.1164683766	0.14166171692	0.209652272	0.228731812	0.1624834406
a18	0.1787710076	0.10712745072	0.15374363776	0.189942907	0.2446203248	0.1257946928
a31	0.1242422116	0.20815527632	0.13245010294	0.171165838	0.238093419	0.12589319
</S>	0.10813314	0.147089566	0.11330863334	0.20361371	0.222915312	0.204939657
