 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
a39	0.0405357774	0.095259909514	0.0202906534654	0.0104803119932	0.0346571144501	0.1096388727	0.05460027124	0.0258657144	0.024885845566	0.02171135196	0.0395484414	0.05726254904	0.1594513955	0.08537857955	0.050244163768	0.022533742262	0.1476553364
a31	0.0191967557411	0.0070705633663	0.009147407786	0.00321134346092	0.0094479852366	0.0282975489014	0.13145167282	0.22859884826	0.03093903524	0.1042537038	0.21447540792	0.05276827878	0.02365613134	0.108905780844	0.0081995970266	0.013981413994	0.00639856374648
a20	0.0724911496566	0.120994216451	0.0261041875542	0.006415460208	0.00702217399531	0.0417020096192	0.205651279332	0.07193843672	0.040727536152	0.0475532731992	0.107317040872	0.08275663279	0.018231487288	0.105320014119	0.0218184463292	0.0153670075043	0.008589636343
a31	0.0234720810312	0.0217978938182	0.0166635621922	0.0115342345824	0.00435663698965	0.0222738401609	0.01813911104	0.0653593132392	0.13363109646	0.1345937316	0.1313836796	0.1858832484	0.08280842264	0.0947263411536	0.013027265149	0.0246643820286	0.015685168568
a21	0.00422537815467	0.004714380635	0.00380786685714	0.00812252997315	0.00103688224641	0.0169143351648	0.035457740806	0.06970759028	0.03322208956	0.0849124166	0.0412539029	0.1121886515	0.138848406108	0.0896504888	0.0971596408266	0.233762323116	0.025015384526
a31	0.0114423699071	0.0107284888372	0.016137998852	0.015231443854	0.0176560080727	0.030199673385	0.04699866386	0.0573110816	0.09689637684	0.0955246262	0.1062333712	0.1197825594	0.07209284448	0.069710359354	0.0769209631696	0.104745360554	0.052387851391
a13	0.00137553538846	0.000471211851184	0.00105263755895	0.0114154999328	0.000104323452275	0.0131072961072	0.0172968452	0.05111207152	0.166955415094	0.0994784113	0.0955070723	0.081303551	0.04977285564	0.04637414924	0.203360056858	0.124048469354	0.0372646233362
a8	0.00248176547791	0.001883244115	0.0037910978852	0.00631330001	0.00670371063039	0.0143493661276	0.0404925979	0.04634991482	0.09710430576	0.08427139072	0.13610395076	0.085190822	0.02589810482	0.022497776056	0.179203291463	0.206242883352	0.0411225024554
a24	0.0168387567965	0.005256793776	0.00942148505	0.01239141994	0.030056289334	0.0828794690079	0.095198356528	0.058092196628	0.097351809454	0.0512537818	0.08320910654	0.0214755847	0.019752529	0.145478731089	0.0893854669252	0.15244579174	0.0295124930392
a8	0.0122643628197	0.007040834	0.021958566714	0.021670165309	0.029285534605	0.056734281602	0.056067025354	0.0894501615288	0.07017501186	0.04301509402	0.06863553016	0.020024346348	0.02424295552	0.0175606419	0.2942795563	0.116516436186	0.051079483229
a31	0.0122653137754	0.003916279412	0.01018856196	0.0156855842828	0.0303684503415	0.0655812943046	0.080802014636	0.0956890743	0.045358939248	0.0504337681	0.07582917862	0.03482463748	0.0403170533	0.13109147002	0.14242819988	0.10781323884	0.05740696202
a29	0.0218417947546	0.004374799014	0.019127283792	0.06049714608	0.0224798637206	0.0288795297096	0.0852390691	0.0469705591	0.06294342704	0.08287848256	0.072403204	0.04934705344	0.0498283566	0.08661222296	0.2271035596	0.04510517448	0.034368465306
a31	0.0066623508	0.005679559658	0.0108599084954	0.017324028894	0.00624980533422	0.019183237122	0.024537823048	0.0715594046	0.1029028754	0.119251718	0.1356253072	0.05380264314	0.06398438568	0.1151399381	0.188196546	0.03005331944	0.02898714385
