 	sicuramente	stanno	ancora	svegli	</S>
a17	0.258374745874	0.220625959	0.1242946298	0.16040153194	0.23630317574
a24	0.10940464014	0.19141103216	0.426761274	0.1344320896	0.13799097111
a28	0.0722301895	0.21487091446	0.461241348	0.1856432696	0.066014258076
a37	0.09414366548	0.135795156	0.4471958232	0.24445819662	0.0784071428
a18	0.15189122668	0.1957002322	0.428297557	0.186179718107	0.0379312265936
a39	0.173937536	0.2002247924	0.416668728	0.146885193016	0.062283726116
a31	0.095339692	0.204554172	0.450267242	0.1550889724	0.0947499362
a39	0.1179267688	0.30989247368	0.405585019	0.109963375	0.05663237246
a31	0.10035305852	0.1521361895	0.3812504466	0.1751817916	0.1910784948
a46	0.1237130454	0.345909394	0.26127638	0.1694210002	0.0996801978
a31	0.1057965042	0.1801004972	0.2869377852	0.1865381966	0.2406270352
a18	0.216307666	0.214289044	0.211580618	0.190647862	0.167174818
a31	0.1400519514	0.180705024	0.218457117	0.2622489332	0.1985369654
a39	0.231424148	0.24351606	0.2232762292	0.191055649	0.1107279254
a31	0.1302955832	0.1849898194	0.220629219	0.285263842	0.17882152
a41	0.21778862952	0.2327674918	0.2144869226	0.231293693	0.1036632334
a39	0.12906136308	0.17002708	0.20734424	0.303120724	0.190446612
a28	0.1142344496	0.235106958	0.183805318	0.274756248	0.192097044
a20	0.1090902272	0.2308263896	0.186812482	0.289430662	0.183840228
a31	0.1166543502	0.213759294	0.181757246	0.293544794	0.194284318
a39	0.2051740714	0.2373098324	0.206388046	0.213470849	0.1376572084
a35	0.1164352674	0.2161603068	0.19190133	0.26712726	0.208375854
a31	0.1177065654	0.248777384	0.178646504	0.256577462	0.198292088
a11	0.2101371574	0.284680066	0.196016638	0.174826858	0.1343392886
a18	0.122720942	0.219603402	0.192517746	0.256313868	0.208844012
a24	0.1156758808	0.238319817	0.18804512	0.253735608	0.204223538
a31	0.1070822274	0.2300380596	0.1951142848	0.254391116	0.2133742928
a18	0.2289252748	0.2867297628	0.169272952	0.171461156	0.1436108234
a31	0.092526572	0.2119320868	0.190947286	0.237513054	0.267080988
a18	0.230991211	0.296454408	0.1742981332	0.165187054	0.1330691558
a15	0.1631350744	0.2230107596	0.177922126	0.229800316	0.2061317596
a8	0.1384098506	0.251757108	0.187967196	0.220225192	0.2016406406
a39	0.1335164654	0.268197079	0.189710888	0.21479676	0.1937788032
a31	0.1329404104	0.27842008	0.194494276	0.197218688	0.196926573
</S>	0.1778446414	0.309855024	0.186414438	0.184108736	0.141777157
