 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
a31	0.0275615171604	0.0753998854	0.03598850432	0.052024500674	0.1055729938	0.06166237876	0.1274320906	0.06233111	0.122841222	0.3291858058
a1	0.0111258436722	0.0403996014584	0.02863260036	0.25464119072	0.1087262476	0.241252891	0.1417107476	0.118527294176	0.042431776734	0.012551806762
a31	0.00187608188803	0.0337637750686	0.05187951836	0.210698813	0.1494565706	0.2717362102	0.114717768203	0.01225475432	0.115984848826	0.0376316881592
a24	0.0023759042924	0.0463909343074	0.0141069111208	0.2770926637	0.07038382116	0.19856909246	0.10404797738	0.0387144082	0.208970999704	0.03934729004
a31	0.0462799327271	0.0385472967754	0.11617146861	0.2674685656	0.0584942736	0.1240891288	0.161806923885	0.05321193838	0.044016052128	0.0899144296468
a37	0.0422732671924	0.0550728746594	0.10761826406	0.305615054	0.0966311136	0.128411842	0.11332922192	0.06087744924	0.0445134524	0.04565747664
a31	0.0340138200912	0.044655753952	0.07896188597	0.2874905408	0.069667378	0.07141189354	0.221236440354	0.07455037494	0.04264962848	0.07536229146
a17	0.0274892619926	0.05489751636	0.06513199214	0.3724182304	0.1655781408	0.0863253266	0.0740737088	0.09230443106	0.0460916532	0.0156897224
a31	0.01567964108	0.0599385299	0.033693141208	0.2566455764	0.0815511136	0.093378013	0.221271629048	0.1045626359	0.0678616407	0.06541807926
a20	0.0102155703106	0.1690524348	0.03479060037	0.2209037115	0.1588606884	0.08476165384	0.10004100584	0.16128831372	0.03630349126	0.0237825057
a17	0.0269229128178	0.17789979634	0.026121154344	0.1740560348	0.0766237442	0.10805377994	0.23468688658	0.10364862	0.03242345882	0.0395635974
a20	0.011123511825	0.16391972406	0.026349053128	0.183040421	0.0778840582	0.104439612	0.22576828648	0.09932884932	0.04862768884	0.05951879688
a8	0.0191879521858	0.1629911158	0.046425517798	0.1983953494	0.0749751476	0.07037242868	0.205259772	0.1030315424	0.03504025672	0.084320904
a31	0.0266500533995	0.1879016988	0.05872659022	0.23970434	0.0629407168	0.060556873	0.1983759756	0.0647993482	0.03833753684	0.0620068545
a37	0.035419498039	0.125761322	0.065182653116	0.172081928	0.218067964	0.06880457108	0.073466344	0.1481209252	0.03664618794	0.0564486286
a13	0.031462911488	0.11769997606	0.055843452166	0.2072706972	0.0882972328	0.04776682352	0.1784122698	0.0839234044	0.0622717846	0.12705145366
a31	0.0418999768466	0.0848806454	0.080358447614	0.193416734	0.0871267318	0.0426398214	0.1966214668	0.060842397	0.0641808292	0.1480329583
a20	0.0482472952412	0.1177085494	0.084747638786	0.2109570612	0.1714836864	0.06907293514	0.0583645892	0.1318424276	0.031071305	0.07650448326
a31	0.0339409253662	0.15780828	0.066957451528	0.188092159	0.0662464653	0.03137814124	0.2584245518	0.0607509068	0.0501981662	0.08620293164
a28	0.0393940456982	0.0900400692	0.077857214466	0.2528301324	0.143590279	0.04974396488	0.068866071	0.1372398628	0.046594862	0.09384352186
a31	0.0451806703296	0.1360787042	0.094030170666	0.16517632	0.0728046958	0.02794414384	0.255473681	0.0463376498	0.0493506262	0.10762332912
a17	0.0386567155256	0.0916108338	0.075611463496	0.2480198958	0.1069918898	0.05747049712	0.084053159	0.1202023776	0.0494857714	0.12789742424
a31	0.0422545875864	0.1112876544	0.103677376432	0.164505214	0.0827998496	0.03261678964	0.2671880578	0.0453571972	0.0336214424	0.11669182828
a8	0.037338594246	0.0935033008	0.08292851208	0.245715363	0.080117431	0.06058381044	0.108809352	0.1037662978	0.0500343755	0.1372029691
a31	0.04068715619	0.0937366424	0.103772554042	0.151453544	0.0913796532	0.0371169498	0.2474416428	0.0470045398	0.03686295452	0.15054439394
a46	0.03776403486	0.0943093832	0.08836960814	0.2182455302	0.0763322584	0.06372340114	0.14000737	0.0998578702	0.0592885262	0.12210198264
a28	0.042306578968	0.0903605184	0.10078305144	0.146983988	0.1007390976	0.04048943186	0.232492185	0.052033308	0.0422407174	0.1515711338
a31	0.050609978079	0.1357487216	0.130406527398	0.1430434346	0.103989694	0.05646036	0.1788119376	0.059321263	0.0493616724	0.09224640766
a37	0.04042435466	0.094183338	0.084187412288	0.2023522986	0.083732614	0.0625226004	0.149749771	0.0991731966	0.0714347404	0.11223967892
a24	0.045777464782	0.1129864876	0.143307556588	0.151958289	0.0939512728	0.0447932064	0.1744004748	0.0500762092	0.0419919346	0.1407570936
a20	0.053972061514	0.13422876	0.124074530626	0.1185570308	0.0664832212	0.05829563094	0.1738903296	0.0645390442	0.0495781064	0.1563812822
</S>	0.047772352146	0.1089664446	0.11153900338	0.1093343256	0.0738609992	0.05296941128	0.1655500638	0.0662071434	0.064143246	0.1996569856
