 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a46	0.033159921	0.0360236354	0.08846307642	0.0738402034566	0.09063850028	0.0972021896	0.1275648468	0.1369834478	0.02753082746	0.04464056824	0.00302842242	0.0133591264	0.02804847424	0.199516748644
a31	0.0215777211043	0.0599070588014	0.04764076754	0.06721582378	0.090453761552	0.0346356712	0.1031599746	0.19626190244	0.0564922042	0.26805049032	0.01589582382	0.00400034504	0.032476948024	0.0022314883844
a27	0.0048375653101	0.0057870423274	0.01681860548	0.082026047166	0.09351354184	0.1060451646	0.111907719474	0.080352156946	0.103691005732	0.121793913949	0.0360018557677	0.054073408352	0.176982993568	0.006168977496
a17	0.019971443184	0.1270626084	0.0630675444	0.0351535886	0.11851071902	0.07034272174	0.199938032246	0.1058201144	0.04555572072	0.05871522295	0.052076871276	0.0346865709	0.04222609085	0.026872759722
a31	0.0233671709762	0.112842999552	0.1241975212	0.10432467568	0.12468630458	0.0609607542	0.1088471618	0.12271668178	0.0844394434	0.0358119235	0.0311159993392	0.026667925974	0.02451541	0.015506009034
a24	0.0284444107644	0.0833856042511	0.044179127492	0.032314082232	0.10744871506	0.03494749144	0.07934360274	0.16569237953	0.0943249878	0.0838176294	0.121101368984	0.0874197373608	0.0277700954484	0.009810805852
a29	0.0711348105504	0.046889001828	0.02536465312	0.023038002016	0.0986842186	0.10242131452	0.187302163214	0.12307206088	0.0771131892	0.08768415468	0.06822855295	0.023581032574	0.058385456786	0.0071013736326
a38	0.04470119367	0.038152397615	0.0345912397	0.0394151097	0.157628125	0.1543621056	0.16776770892	0.096214797	0.0670861598	0.043991096	0.039538410776	0.01983227582	0.08971910444	0.00700029555
a31	0.0473100349	0.042265524996	0.0744717722	0.0559960332	0.1566984016	0.1610949566	0.1541210926	0.067863623	0.0472437314	0.0280120772	0.0423866916992	0.03635907514	0.0763953519	0.009781611272
a37	0.01579435078	0.01037737888	0.03155556204	0.02282737994	0.12659908846	0.0817466484	0.1195519308	0.2256974786	0.1160513844	0.0523012592	0.0322709820072	0.10319681642	0.04871373134	0.01331604058
a28	0.03620738594	0.02897509962	0.0513954817	0.05372678814	0.138818564	0.127324624	0.1583750244	0.2387297406	0.03467744032	0.02899502558	0.005338084868	0.038009842628	0.051350975646	0.0080759611
a39	0.028165855	0.03108548864	0.03787489854	0.04148664058	0.0962217254	0.1594178579	0.1272489284	0.1117544718	0.1117692062	0.0754009556	0.011227889218	0.05971498224	0.0805326808	0.02809838442
a18	0.035346526	0.03070801064	0.02054686168	0.01982629956	0.08292164116	0.13003705096	0.2241413042	0.0766166072	0.0879038626	0.0679713152	0.014572581312	0.080991730144	0.102670566548	0.02574562876
a46	0.0382789965	0.03356304026	0.0232799026	0.02616364594	0.08959828394	0.11776671392	0.2373039408	0.08425017976	0.0836546168	0.06592053836	0.00474802902	0.06172080304	0.117305586546	0.01644570262
a31	0.04698584928	0.03897580564	0.01609203566	0.0150320122	0.0671739004	0.0887582006	0.2652504674	0.1204000086	0.0783498472	0.0888722236	0.0143658830806	0.04205899168	0.090097329914	0.02758743764
a13	0.0284370028	0.02694062486	0.01153663986	0.0127382881	0.0631461248	0.089734486	0.2409551402	0.14399761584	0.0929446566	0.0881820814	0.0231420677912	0.0802977091	0.0779284129	0.02001908706
a39	0.049522427	0.032490146	0.027819537	0.0299124668	0.068546932	0.1223423636	0.2232804264	0.15639036748	0.0343873927	0.06679471496	0.0059362341062	0.0392075868	0.11585675532	0.02751266712
a31	0.03330537054	0.03280894388	0.01741677662	0.0209716745	0.0895623234	0.0994103756	0.294492313	0.1605358892	0.038551842	0.06335891714	0.0071303195042	0.034914998134	0.08891180578	0.01862844708
a13	0.0202020472	0.0241259982	0.016999913	0.0211300654	0.0844688608	0.0975380312	0.2729185036	0.16706205568	0.0523326876	0.0510822304	0.025182621348	0.0866740114	0.0625125663	0.01777040554
a11	0.0348213204	0.02941976328	0.0359110954	0.0384355412	0.0892553774	0.1338474384	0.2374433866	0.1800702205	0.02243928786	0.02886339674	0.01016273176	0.05244325326	0.08241509054	0.0244720555
a28	0.03507478592	0.0351149595	0.0281180711	0.036585118	0.092155428	0.1150109314	0.2963573168	0.1688685516	0.0248549716	0.04296551518	0.0165136883466	0.051919727324	0.042998651226	0.013462294
a24	0.0352988576	0.0294145861	0.0226368239	0.03082888	0.1029277984	0.1096413604	0.2731925652	0.1842304746	0.02690543876	0.04296327826	0.0129228512866	0.0607059286	0.05057301618	0.01775809852
