 	questo	muro	vuole	uno	specchio	</S>
a31	0.33587466108	0.187569494	0.076303536192	0.0717122136	0.1099547414	0.21858538504
a24	0.34916053834	0.04909107354	0.25797407601	0.0332231679	0.11872812456	0.191822964144
a31	0.264263975406	0.02455028544	0.0954615610268	0.106311272914	0.19268382074	0.316729086454
a41	0.558476811011	0.03383967778	0.105247455084	0.028681269	0.08430252036	0.189452305926
a39	0.4051813853	0.02383581004	0.0843886249646	0.054291578	0.168523906264	0.263778688872
a43	0.41319756426	0.03879203442	0.10856771928	0.0694953888	0.1850875954	0.184859713291
a24	0.43340881088	0.04930499468	0.104808255041	0.0989482625	0.15065171374	0.16287794353
a37	0.447694904	0.1108859453	0.100218431548	0.1367323584	0.0834988706	0.1209694924
a20	0.496171332	0.0886005528	0.103537353744	0.0774248394	0.0677450746	0.16652085222
a41	0.5898613	0.0924335638	0.127739171694	0.03541442004	0.0582109154	0.09634064368
a18	0.68799288	0.0816454132	0.099413067124	0.03266379808	0.0421240792	0.056160724796
a31	0.678384726	0.0825138688	0.088164995926	0.039315958908	0.0482384788	0.063382017732
a11	0.640304336	0.03508544864	0.049743984084	0.0699821315	0.086766536	0.1181176042
a31	0.446576178	0.1134252172	0.085285348276	0.08021775044	0.0961901428	0.1783053843
a29	0.545394244	0.06169223428	0.0568768697178	0.0769151562	0.0879534704	0.1711680252
a7	0.440816266	0.1476436652	0.095672788884	0.0894571254	0.0942431728	0.1321669918
a31	0.42745957	0.1351429844	0.09403165716	0.08891992536	0.090336764	0.16410911392
a37	0.37699783	0.09461445674	0.093604013026	0.107686306	0.1066202308	0.220477164
a31	0.43555405	0.1613211366	0.0877855664	0.08865938974	0.088223426	0.1384564468
a20	0.3222884602	0.1067227274	0.101770711319	0.1186827194	0.1299886342	0.22054675086
</S>	0.394822278	0.1586486218	0.0961713136	0.1037238212	0.098526992	0.1481069623
