 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
a31	0.099644276	0.01545028408	0.01359907852	0.01377083168	0.01895828142	0.00743672294	0.0361739833	0.04259684326	0.06210914466	0.166415638	0.1967914572	0.327053473
a24	0.101279811635	0.0057163389552	0.018110951455	0.088730694852	0.13438147154	0.0514631026	0.09920570818	0.3569900288	0.03310965584	0.05433670676	0.040148297638	0.0165272118448
a31	0.0154090244922	0.0175020502554	0.0219850290036	0.130812407982	0.1686808938	0.08851083748	0.186631507722	0.2724554184	0.0431876531906	0.0178128001522	0.02840986322	0.0086025202872
a8	0.010144192823	0.00583827306606	0.009624426707	0.137057656389	0.1405114472	0.09504485072	0.185455829264	0.19592419552	0.01939907564	0.036399757468	0.13627614802	0.028324180668
a20	0.0398699492948	0.013559460778	0.04353773853	0.14850118211	0.260922524	0.127632547	0.13217534174	0.0882083356	0.02668073084	0.0378932698	0.05420494216	0.0268139459395
a31	0.0784753570505	0.014519406946	0.017076841212	0.050153575136	0.1836775148	0.1596730804	0.13273165976	0.079313244	0.025408970012	0.0943787626	0.108389722	0.056201872074
a8	0.0643986133862	0.01653885542	0.0229096307726	0.0945811083085	0.24691056	0.0549740988	0.20486679792	0.066696363	0.0281511408	0.113687603	0.0496829794	0.036602210084
a31	0.0954535052973	0.02256008674	0.0273871107	0.0716312621566	0.1891007254	0.0494104142	0.10487735734	0.1090488712	0.02979334204	0.0916141324	0.125337993	0.08378519223
a20	0.0551023813544	0.01772629726	0.02060633302	0.088783800854	0.1269447032	0.0396312876	0.0858275631	0.0746437316	0.061140091	0.2255743231	0.1459770348	0.0580424242
a31	0.0941768458226	0.028812646556	0.050832513634	0.03301929314	0.0446200082	0.0309029727	0.0549857252	0.1372031593	0.0195697992	0.1425513726	0.2399996108	0.1233260672
a20	0.051790192152	0.01647722288	0.02441023448	0.086405833606	0.1007708508	0.0297646832	0.0626385306	0.101238648	0.0612805344	0.2101817554	0.1454297336	0.109611796
a41	0.096505708608	0.032362830212	0.037270571826	0.037410641	0.0414144786	0.0419617472	0.048102688	0.1798019328	0.0186307686	0.0898738904	0.2556910932	0.1209736524
a11	0.108303046052	0.024884486096	0.02269896328	0.0326705526	0.037856471	0.0458112542	0.0559596488	0.1754670856	0.0343505654	0.1192944934	0.2364479974	0.1062554212
a6	0.096365195172	0.03004989596	0.03810021598	0.0699672144	0.0324545438	0.0394125664	0.0686526561	0.129393555	0.037029149	0.122912614	0.2238349716	0.1118274268
a31	0.12468076524	0.04360879074	0.10980839802	0.0716761658	0.04913530952	0.0556979022	0.0549240046	0.1007447858	0.03128925552	0.0801208304	0.1799142674	0.0983995492
a24	0.04210968806	0.03270390902	0.04810722298	0.111179157	0.08405659668	0.0407622962	0.0696207554	0.115091058	0.0569337402	0.11419523	0.1591697208	0.1260706278
a31	0.12423482518	0.06272359132	0.050256755452	0.0983625084	0.04011033492	0.04518193192	0.052713915	0.0865408222	0.0434202468	0.0809663926	0.192506751	0.1229819248
a8	0.03473808672	0.02244145452	0.04502853492	0.1152499846	0.08866845874	0.0548323542	0.0538823556	0.0775655114	0.05769228	0.1084398474	0.1414236286	0.2000375218
a31	0.091434924928	0.081004793004	0.0561806117492	0.1179133178	0.04927224334	0.04758880714	0.0635133596	0.05890336292	0.0304439374	0.0849388506	0.22859703	0.0902087404
a20	0.05295474924	0.0290729685	0.057294172388	0.1508834164	0.0980499489	0.0713868588	0.0618551538	0.0804569868	0.0409308532	0.0829985322	0.1173888984	0.1567274618
a13	0.07974769848	0.074351620316	0.0603703805876	0.1542998598	0.0516371512	0.0460004834	0.0724176048	0.0435297764	0.0379945563	0.0615059812	0.225122339	0.0930225506
a28	0.074373961732	0.06810276875	0.101393279835	0.1669099838	0.06954343476	0.059853982	0.0615737478	0.0442682464	0.03398933408	0.0422874746	0.196814719	0.0808890546
a29	0.07475134064	0.103411260292	0.116678668722	0.1547800772	0.05504421524	0.0487432956	0.0553052494	0.0474784982	0.034328174	0.0395935018	0.2014606804	0.0684250102
