 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
a31	0.0963840428	0.027904122448	0.0745547945314	0.065520124858	0.03878725766	0.05170805932	0.0346950972	0.08741662284	0.0883354874	0.2141324346	0.220561953
a28	0.0296576133953	0.0014321875428	0.0326408817	0.114698951056	0.1786761014	0.1231064202	0.17876491708	0.087789024	0.109835505054	0.134526979772	0.008871424212
a37	0.00865604753012	0.137703938316	0.0335898576369	0.104910662896	0.048097159584	0.0338740233	0.2623023548	0.0906961524	0.09815102606	0.153604295393	0.0284144676571
a31	0.02331846404	0.0503838224355	0.0673898157061	0.126550298128	0.2214170747	0.0657324226	0.11938609876	0.0809667142	0.11077936596	0.112889618826	0.02118634152
a17	0.019953160658	0.0278403617024	0.0418299024954	0.128781192683	0.0673886012	0.051930242	0.2385724282	0.0928239374	0.07157338874	0.237483690774	0.021823101534
a31	0.101763059497	0.0200059050579	0.0298746386254	0.0394192084606	0.1072426378	0.1440823178	0.14287938	0.1801855424	0.07053221034	0.11433075218	0.04968435925
a28	0.0428964471234	0.017140447339	0.00936613785	0.0858888609454	0.111625011086	0.06458152334	0.1469813326	0.1637182294	0.1356155252	0.18404442896	0.038142045
a17	0.0301828211048	0.00688213946506	0.018433265139	0.037215983608	0.0962938908	0.1357374081	0.20138488188	0.1960557404	0.1033761961	0.15502399436	0.019413671768
a20	0.063519687526	0.0393382151384	0.017626535044	0.031918467762	0.0902931982	0.1115612444	0.1977026334	0.1557675574	0.138351094	0.1390212257	0.014900134836
a31	0.0926861726	0.0299038494002	0.049101318058	0.012968410084	0.1501333588	0.114549863	0.190939171	0.1119485078	0.0895262748	0.1195892858	0.038653794498
a37	0.0459327062	0.029981903762	0.056992346	0.0191369568108	0.06255648328	0.07420487238	0.2009436552	0.204306136	0.1144195618	0.1348520746	0.05667332218
a31	0.04731035832	0.0210162087892	0.0566315986	0.017491053174	0.1440591334	0.1522492858	0.1480197318	0.126473294	0.0520422979	0.1791761534	0.05553086224
a18	0.0332265318	0.01313118247	0.0677915814	0.026309792399	0.07817029456	0.0905050385	0.1562904726	0.1776445248	0.1112532036	0.1487403928	0.096936969
a8	0.0504436096	0.0437948011304	0.065844683	0.0258529038212	0.1484086974	0.1310931786	0.1113944454	0.0999188234	0.0533624264	0.1968370544	0.07304937274
a31	0.05583444688	0.0261416353448	0.0803057516	0.0513112107588	0.1660723416	0.1629771846	0.0870389608	0.0891061748	0.035585353	0.185853813	0.059773124012
a24	0.0449811562	0.041520042352	0.139854446	0.0347447019144	0.1071572002	0.09294708204	0.0690009032	0.0691736388	0.096156989	0.206169669	0.098294169
a37	0.0500669531	0.0634982906814	0.05378537	0.02790910698	0.1159951208	0.120973755	0.0594835108	0.0734380592	0.0912955758	0.2513477192	0.0922065434
a31	0.05753693106	0.0666978028194	0.1111254716	0.0320272433448	0.0831185522	0.0970823069	0.0551268512	0.0730560976	0.0764276124	0.23917265	0.1086284936
a30	0.052828903	0.06154882469	0.1008432794	0.029200408702	0.06035835532	0.05958700552	0.0545641482	0.0666056378	0.0973686302	0.2736339526	0.1434608716
a24	0.0803579977	0.085864203641	0.1068212116	0.0323806114114	0.0940477326	0.09205441328	0.0959019034	0.052830211	0.0409533279	0.2304654486	0.0883229478
a46	0.08159828956	0.097507715011	0.136234841	0.0362598598774	0.0543292114	0.06729842866	0.0503316192	0.0537311444	0.0693539692	0.234159622	0.1191953338
a31	0.07794943926	0.0765468666334	0.12361145	0.0440014619661	0.0877398036	0.08156898276	0.0404158298	0.042025974	0.0494774322	0.2438510302	0.132811745
a8	0.0681884866	0.118842908632	0.0908775262	0.0348556638748	0.04097739506	0.04358950844	0.0535975848	0.0514289023	0.0877450634	0.2729295462	0.13696742966
a31	0.0653077716	0.0814132525652	0.116554122	0.0508899638524	0.07302683988	0.06793111062	0.0570107764	0.0478270264	0.0486698148	0.2326893972	0.1586799342
a3	0.0702967412	0.125346617184	0.0909878476	0.03223284881	0.03311681188	0.0339431908	0.0620521389	0.0625824844	0.1058584976	0.2586273094	0.12495552024
a39	0.09451972864	0.102281809555	0.099204682	0.0460603404188	0.04926348552	0.05493857414	0.0542169826	0.0509029392	0.0586060312	0.2200885252	0.1699169142
a31	0.0815015246	0.109980258258	0.15407942	0.0410587117734	0.0434709058	0.04578674456	0.0493604198	0.048984823	0.0637870528	0.2119578424	0.1500323424
a28	0.072410812	0.13143026818	0.0832359096	0.027963647672	0.02926406118	0.031954989944	0.04950497072	0.0499656078	0.10478865692	0.261854416	0.1576266327
a31	0.09514718404	0.116942338956	0.1152611748	0.037844268648	0.04020322544	0.04213523588	0.0477270646	0.0473186996	0.05432569	0.213423643	0.1896714862
a17	0.0861212236	0.123348206868	0.0743823088	0.025870673288	0.02458161675	0.026704267608	0.05576594606	0.0561549902	0.10294549606	0.2529717872	0.1711534702
</S>	0.1035430483	0.070678798074	0.0882041582	0.043855197323	0.04413510266	0.04571841542	0.052241078	0.050446415	0.0556756726	0.232225248	0.2132768546
