 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.1688701498	0.044469429108	0.026841058284	0.1374773282	0.1396441378	0.183478777	0.2992191012
a31	0.0775510738485	0.100957741514	0.095375736	0.2086973716	0.2618224471	0.07183808554	0.183757554436
a17	0.10453447542	0.1616358912	0.23005848612	0.1745390752	0.2422375888	0.047927547831	0.0390669253028
a11	0.24349481128	0.154305164268	0.1840041936	0.248818886	0.102733135	0.0410075607608	0.02563625894
a31	0.123317797926	0.052502044312	0.2344620364	0.226282214	0.1397184326	0.0940165638	0.12970090188
a20	0.1569055056	0.160136484437	0.168656522	0.27857756	0.117660039	0.05452984832	0.0635340517
a31	0.170583306224	0.04016840342	0.1057059098	0.2567864908	0.211211764	0.0940943325	0.12144979006
a37	0.07123704898	0.080704396674	0.103303584	0.2627552202	0.3153986292	0.10121386032	0.06538725236
a24	0.0435146215	0.0278407298112	0.0683657174	0.156499013386	0.450225416	0.12017788604	0.13337658254
a28	0.0596075346	0.101424492332	0.0482330804	0.15524156696	0.3878850906	0.13175278472	0.11585544592
a31	0.04262708292	0.05543791804	0.0398169439	0.150047321732	0.370686352	0.222299505828	0.11908485742
a24	0.08872648732	0.132622942222	0.0390619764	0.2377017818	0.199957554	0.1876514906	0.1142777806
a35	0.14290661548	0.07646325114	0.0480988284	0.1624179613	0.1729637338	0.191293618	0.2058560232
a31	0.1025437544	0.06950163696	0.078068293	0.1690928004	0.154956562	0.211842788	0.213994164
a20	0.0775289486	0.088502341996	0.0504119942	0.196203126	0.18772947	0.177561974	0.2220621468
</S>	0.1091466348	0.0821926222	0.0867716138	0.15290898	0.158331884	0.173712288	0.2369359902
