 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.14076506575	0.131276870135	0.018772632368	0.0551275826026	0.0383260455684	0.0596170577478	0.128330983018	0.0120739088192	0.0731088406	0.0960830266	0.246518011346
a37	0.0714043314436	0.111679643191	0.0208015284128	0.0471027653241	0.0499147282362	0.049917709636	0.23819293388	0.139438946	0.16142299106	0.10083278654	0.009291667192
a31	0.111073210555	0.0342847014739	0.0655823097911	0.17341465083	0.07853036432	0.0726487398116	0.1578265312	0.19629814914	0.029823724736	0.071155942174	0.00936170764
a20	0.0419566666585	0.00441267779647	0.0277061670742	0.107774451576	0.053545640424	0.097845274017	0.23334045716	0.24251708304	0.0354784039556	0.133614942254	0.02180822126
a31	0.0542986957188	0.017309463123	0.0764173108626	0.125508949426	0.07556491034	0.12084600092	0.1629472828	0.25781786772	0.049033964076	0.0501066500774	0.0101488464198
a20	0.0619417158328	0.0878435399885	0.0529511602636	0.124283247824	0.120071562564	0.113966257952	0.134695943	0.236106773486	0.04684111128	0.013583448666	0.0077152545102
a31	0.0467537707422	0.033508754886	0.0278013940906	0.081638483896	0.068485263746	0.122003340464	0.2504640524	0.22285528854	0.07510476626	0.05544638	0.0159384859848
a11	0.1096978076	0.140418532977	0.02546138736	0.07252752446	0.079535223914	0.061815138366	0.18775217846	0.12972625348	0.0716810638	0.07458646486	0.046798406556
a31	0.03968387908	0.110271826939	0.0435387538	0.08528837464	0.04730007331	0.081301393623	0.26889119332	0.0962601808	0.10253305168	0.08516600564	0.03976529689
a20	0.0612981872	0.096132838034	0.041847489	0.07068044452	0.07033831214	0.046665896652	0.2147464525	0.03267928038	0.18918208	0.11872693106	0.05770214528
a31	0.05878619213	0.102413880853	0.03522058624	0.06228851752	0.04341460174	0.094837222164	0.2237174974	0.05907461812	0.1371891397	0.11973055294	0.0633271958
a29	0.0293624453	0.0767700735418	0.0817319334	0.1049169948	0.092250028	0.0560131482	0.1285910296	0.02554486482	0.1665912726	0.16784609656	0.07038210084
a46	0.11280457684	0.0658187087404	0.0472238878	0.0774266512	0.0500207498	0.0629750826	0.12064011752	0.05191952468	0.14798278804	0.15379550854	0.1093924028
a18	0.051743621966	0.0672574556096	0.06572482592	0.1100489144	0.100796906	0.0793186656	0.103873929	0.03194700846	0.12084928336	0.1197710388	0.1486683436
a31	0.0583621998	0.072432355286	0.0763370908	0.1214821344	0.142993396	0.0694869156	0.1274969092	0.032309059	0.0737811472	0.0819746248	0.1433441482
a28	0.0441108332	0.0798692766306	0.1335838302	0.1829480134	0.0853318678	0.0455538432	0.09932762776	0.023314272784	0.07587418648	0.0701370146	0.159949252188
a20	0.12708261906	0.056027004232	0.06010515	0.1066536488	0.0949400796	0.0762098978	0.151077494	0.024638055	0.058461575	0.0798764526	0.164928028
a41	0.10139924	0.046650715972	0.065571808	0.112366962	0.12149124	0.0831058344	0.1417957234	0.0356738753	0.051739321	0.0727552164	0.1674500778
a28	0.0783914696	0.041835606886	0.0630257104	0.1187381134	0.15827216	0.0978470048	0.156935718	0.03740182548	0.0442228064	0.0589013438	0.1444282568
a8	0.0726502074	0.048602019496	0.06577532	0.123423098	0.164151999	0.0937511458	0.163964456	0.03900940046	0.0450614324	0.0604728544	0.1231380602
a23	0.0700289698	0.043079627834	0.05426126132	0.1113205416	0.136251412	0.099699735	0.1986544192	0.041359037208	0.0483272972	0.0606128898	0.1364048138
a31	0.05713096434	0.04366547385	0.054442673	0.1091131722	0.13414303	0.1061394642	0.1802611222	0.04283610582	0.0541209382	0.0726440228	0.1455030416
a39	0.0601275496	0.06276001966	0.09491125	0.166709107	0.1075972346	0.0472319536	0.1239347594	0.07508858605	0.07609952568	0.0789332133	0.10660681534
a20	0.1129258056	0.06081925064	0.0617528365	0.111752981	0.129715712	0.0992304988	0.1842110328	0.032186452	0.040599751	0.054521195	0.1122845441
a39	0.0577876486	0.05833062096	0.0851735136	0.1426257352	0.141494852	0.079801554	0.1309574214	0.05361329546	0.0473201058	0.0656047298	0.1372905449
a8	0.0608460756	0.05878205286	0.0849968758	0.1550899724	0.1736108668	0.0875558124	0.1085555358	0.04972761152	0.0474394726	0.053317132	0.12007861754
a31	0.061083816	0.0507191292	0.07667465	0.155524356	0.1791220892	0.1043451772	0.1249841044	0.0591983469	0.0430240633	0.047994454	0.09732981196
a28	0.074510632	0.066136900188	0.0921057732	0.164717864	0.1167086848	0.0635912992	0.1416197284	0.05875308046	0.0628645618	0.0636363612	0.09535512668
a20	0.0822503918	0.06781907076	0.081776736	0.152116	0.174086412	0.092584193	0.115702905	0.04035704188	0.0443210728	0.0520611048	0.0969251094
a8	0.0664586226	0.07141133773	0.1073207044	0.1591102574	0.1509398328	0.0733759778	0.0783110506	0.0585441189	0.0467478612	0.0566255438	0.1311547352
a23	0.077559346	0.05289960034	0.0767384412	0.155655606	0.153724542	0.1039266568	0.1105191024	0.0515386838	0.0503024918	0.0535295612	0.11360597688
a8	0.062876001	0.05000745448	0.071542349	0.1439757152	0.155312092	0.1141539882	0.133424823	0.05589247596	0.0490616552	0.0543101256	0.10944333936
</S>	0.0581738962	0.048690482892	0.069771934	0.140682585	0.1663534672	0.117911935	0.1640111112	0.0761780694	0.04273336686	0.0471890224	0.06830412016
