 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
a31	0.19593951564	0.07253577994	0.012381152016	0.03861849824	0.02106573912	0.01783544556	0.02210765778	0.0199028477	0.065603963	0.13708255038	0.13403545	0.2628914368
a10	0.002083130624	0.0077936227264	0.00156230909	0.018569614142	0.03172084496	0.05288815702	0.068105376	0.005011807892	0.569141303	0.1865203868	0.0418454404144	0.014758020122
a20	0.0045806625625	0.12063540731	0.0090113891836	0.048765081212	0.077199313396	0.18165780398	0.12418531842	0.0056268500144	0.1611024488	0.142233862254	0.0493210493756	0.0756808164974
a31	0.00475777525054	0.0375813259864	0.010367218724	0.0660495748	0.1068790216	0.2285883838	0.1621674336	0.0138383383832	0.1404193912	0.145832830744	0.0366237779363	0.0468949231581
a20	0.0139412992143	0.042600777545	0.0176922260186	0.0489122269628	0.09776087	0.162900803	0.2160475546	0.01026200994	0.1940612074	0.113812824398	0.0447118092605	0.0372963915125
a31	0.0420809319142	0.0511747845328	0.035207167162	0.05805174212	0.1032630966	0.2127549608	0.1690714006	0.01783229283	0.100110634	0.078367176004	0.0606277646008	0.071458032639
a17	0.0211778335854	0.0548538577495	0.022979784694	0.09023336066	0.136274628	0.2516149914	0.106497556	0.0179807485	0.058569792	0.1589627928	0.03253501487	0.048319630302
a31	0.0163895258986	0.039495533502	0.028502772534	0.06046424942	0.1148621424	0.248191846	0.1216205474	0.02932398972	0.0758606392	0.1340408261	0.0589220705724	0.07232584701
a26	0.0214510735	0.08324295479	0.03863774648	0.09323377834	0.0953811798	0.1866757978	0.0483200812	0.01631969074	0.0507453096	0.280563508	0.030294076044	0.05513481468
a23	0.0138208555	0.0265196016	0.020514542594	0.0570974762	0.105424206	0.2595844558	0.1164561032	0.054235167	0.0852816324	0.14149748182	0.0518409133874	0.06772758954
a31	0.03975400416	0.04741570768	0.04107336913	0.0932826216	0.0623051928	0.1992142814	0.0822619096	0.05327791168	0.1460584519	0.14006113718	0.04442154394	0.050873869032
a20	0.0407097558	0.11073960052	0.0576454996	0.0835749318	0.0893496122	0.0658647384	0.0569997866	0.02645837242	0.1962082108	0.154795119	0.0487532846	0.068901073
a31	0.018007637126	0.03334000294	0.03082082959	0.0602400968	0.1526195878	0.1874273148	0.0868121462	0.05958317826	0.1384172126	0.1185690494	0.05735508692	0.05680786686
