 	la	donna	pulisce	la	casa	l'	uomo	no	</S>
a23	0.050385461	0.00932585539	0.0943344046	0.064168331	0.05684272925	0.05341788742	0.341353958	0.1280360301	0.2021353446
a31	0.0416605179905	0.004386443396	0.22548798092	0.29178363236	0.01767783342	0.1120897266	0.0980342496	0.114308837988	0.0945707861602
a24	0.03114362292	0.0518649804218	0.458506258	0.1153787004	0.03006873344	0.03245176524	0.0855946172	0.0763290523	0.11866230404
a31	0.024451482208	0.016416524148	0.30139970914	0.1025887176	0.05615677704	0.13358436584	0.08542405838	0.1849250179	0.09505332858
a35	0.0584836619228	0.00894839748	0.318064503	0.1180294896	0.05228204924	0.16271506	0.07874130428	0.15183934992	0.050896167748
a28	0.183087621664	0.019214152133	0.11056035496	0.0731313687	0.050027618664	0.1454380254	0.0778629968	0.28701061974	0.053667259647
a37	0.155209327652	0.007647826462	0.0796942442	0.0757158878	0.04866515868	0.0992209331	0.10794087696	0.3828796172	0.04302617828
a39	0.23705475588	0.00459665015	0.0835731926	0.0887567624	0.05249334274	0.04980020202	0.1344934261	0.3255170484	0.02371465612
a20	0.2334129973	0.018038257094	0.1395188626	0.1412174212	0.04080587718	0.05024262586	0.0861642074	0.253895838	0.0367039366
a31	0.2210530206	0.02596261736	0.3167208984	0.103126042	0.027099095712	0.03487042036	0.11185337002	0.1145462178	0.04476832186
a44	0.05350095272	0.026683003484	0.2483182572	0.07908655204	0.02955772436	0.035985250094	0.13528589171	0.3333872608	0.0581951283
a31	0.098994854128	0.04157734276	0.402658506	0.1091384894	0.043765963466	0.082127666738	0.162570294799	0.046667165606	0.01249973016
a34	0.042985913126	0.011209637814	0.262974081	0.0801009478	0.030870472166	0.042358955444	0.118772909622	0.383357892488	0.027369202226
a31	0.0856202468	0.02793562642	0.302998256	0.1240921586	0.0497935368	0.0731791335	0.16931661418	0.08438073882	0.0826836975
a18	0.09288007512	0.06009140612	0.205600658	0.171861994	0.080933284	0.0668077998	0.0559919476	0.1941610144	0.071671838
a31	0.103101769274	0.101842220426	0.265420664	0.13145177	0.0536948338	0.0550665622	0.1650218222	0.0742851666	0.0501151944
a18	0.1871926492	0.054700322952	0.200332175	0.13345138	0.070456447	0.0485210836	0.0504517138	0.130975151	0.1239190868
a7	0.133347318398	0.125317789247	0.239075746	0.101119122	0.0535552972	0.0526852426	0.149966058	0.0860926198	0.0588407954
a17	0.21106279914	0.06473593635	0.1801510666	0.103469554	0.0529229098	0.0514440376	0.1912616242	0.081940628	0.06301141728
a31	0.182377880596	0.06855472941	0.2408300948	0.1053690814	0.0460680694	0.0474105998	0.1978439776	0.0641680008	0.0473775961
a24	0.17833299696	0.06245568126	0.2068007592	0.1188484774	0.0584302822	0.0541823602	0.087366664	0.113470444	0.1201122898
a31	0.21088083564	0.078381740538	0.1921453412	0.0989551746	0.0512247532	0.0532857156	0.1430975072	0.0836357668	0.0883931696
a43	0.17947513856	0.062592710832	0.1969570972	0.1137737524	0.0549138822	0.0524224292	0.0814891012	0.1180070372	0.1403688636
a39	0.12544634902	0.121787593008	0.174777764	0.1058600148	0.0592995356	0.0596685674	0.150672845	0.077255791	0.1252315187
a31	0.19518222182	0.06236736196	0.1570854788	0.0952350442	0.0664195046	0.067232996	0.177838803	0.0833900014	0.09524857328
</S>	0.16342540574	0.059454278804	0.181396973	0.1119271188	0.0607815688	0.0592193006	0.0829012536	0.1371280828	0.14376602212
