 	che	consuma	poco	benzina	</S>
a31	0.08356085772	0.24407579	0.07576033138	0.340574516557	0.256028523256
a41	0.370733549836	0.2084460783	0.184054080558	0.214391838018	0.022374470374
a31	0.2810985606	0.318139772	0.0941349674373	0.230728946802	0.075897751492
a28	0.4682210902	0.1459275402	0.061416696724	0.225103324644	0.09933130699
a24	0.381380952992	0.219133201	0.009610753548	0.187500102826	0.2023749812
a31	0.37558120562	0.2781430374	0.034499295534	0.170394831375	0.141381651
a11	0.4552342066	0.1416521312	0.0617674715	0.2286639962	0.1126822114
a31	0.255833637506	0.306680378	0.03925398222	0.27048505358	0.12774698
a46	0.209006885	0.1447644	0.09950784016	0.3791389984	0.1675818752
a31	0.13966176186	0.1544523908	0.0764312046	0.380357225	0.2490974104
</S>	0.175585144	0.1743143232	0.1248549166	0.3111042532	0.21414138
