 	sul	muro	vuole	uno	specchio	</S>
a31	0.1523603586	0.0784584786	0.0818977864	0.17209942	0.2077632088	0.3074207434
a39	0.3547946979	0.047817931948	0.190421453406	0.03506166792	0.1961173616	0.17578692008
a35	0.5061189766	0.009794533354	0.0372458758734	0.04210648446	0.20318235652	0.2015518171
a31	0.348348248988	0.01282886392	0.079975723758	0.09183749508	0.3810457117	0.085963953608
a2	0.468201407434	0.0202513019	0.06439980706	0.05436291042	0.20830214822	0.18448244496
a0	0.41398301768	0.0394307704	0.072257131906	0.0970585558	0.2592904758	0.11798005548
a20	0.274016883317	0.063056217886	0.101070745164	0.09093131414	0.2828677561	0.18805713512
a18	0.3983686571	0.052821621136	0.146370219909	0.0894423424	0.2072975708	0.1056995905
a31	0.2454223226	0.05485704212	0.15766997902	0.1513152916	0.2031846828	0.1875506541
a0	0.2784316628	0.0881860946	0.10477521718	0.136730115	0.2474775	0.1443994134
a31	0.19105328612	0.076581273996	0.186633197772	0.223840442	0.2194678818	0.1024239344
a46	0.1283710852	0.1348231736	0.09645647306	0.2013345628	0.254143962	0.1848707082
a33	0.11393329906	0.08337104604	0.18793141185	0.214298536	0.2876414932	0.112824211
a8	0.1264357988	0.1797481714	0.12800011428	0.1631035734	0.2443317252	0.158380615
a31	0.1339823002	0.2217119518	0.12394246708	0.1585772928	0.2171447572	0.1446412176
</S>	0.1558430392	0.1391546662	0.100556408	0.174173809	0.215258128	0.215013904
