 	voglio	che	Maria	venga	domani	</S>
a31	0.2456763042	0.0954980409	0.038920820662	0.10436303312	0.169110159	0.34643167116
a35	0.263778199535	0.20984825438	0.209874543032	0.17059827298	0.11724728072	0.028653457186
a31	0.09570602803	0.24252861814	0.269481510568	0.199867164032	0.176514798958	0.0159018886656
a37	0.26258753915	0.2107801819	0.268805630833	0.12847269464	0.1068812029	0.02247275044
a31	0.26443168778	0.2475792928	0.182197964992	0.13552652472	0.10866668772	0.0615978296
a11	0.442915724	0.1611008064	0.216421971904	0.06551395308	0.0425951494	0.0714523732
a31	0.36439986462	0.1262488286	0.072732417832	0.1057414046	0.1176674502	0.2132100722
a20	0.25213286794	0.100770244	0.118158504266	0.19786208	0.1993287792	0.1317475526
a13	0.16863982304	0.2018795012	0.047852849796	0.20624839588	0.172051642	0.20332781984
a20	0.088248834	0.154089118	0.057129339424	0.181001	0.2909466172	0.22858508
a31	0.062446016	0.1001869712	0.07279605842	0.185955326	0.379233368	0.199382277
a18	0.229872338	0.1507210604	0.101764978006	0.1920681126	0.2012095888	0.124363907
a31	0.0923363268	0.2190779401	0.06854493782	0.1356521218	0.337402792	0.146985886
a36	0.2488660756	0.1507915094	0.13509704182	0.135064689	0.156292858	0.17388779408
a31	0.0880889512	0.2673316924	0.10700596852	0.1036743282	0.2945326732	0.1393663552
a20	0.2605851116	0.119412138	0.1395376876	0.1348193778	0.1583953372	0.18725036956
a31	0.105475364	0.2402639134	0.0891051478	0.1114263182	0.264771938	0.1889573052
a20	0.2706657754	0.120683776	0.1439927318	0.1306182698	0.156760842	0.1772785874
a31	0.1235600026	0.2236255114	0.0933009706	0.1154394552	0.24877184	0.195302222
</S>	0.2833162552	0.130643278	0.14062879134	0.1278608574	0.1564257746	0.16112506748
