 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.187289918	0.04387017866	0.02290310429	0.0561086624	0.00757798956	0.05805024568	0.0254960812	0.04938924856	0.145934696	0.1450850919	0.25829478528
a10	0.0085381414934	0.002559365446	0.0111719372806	0.05651620227	0.014298868452	0.0571646354	0.1551125598	0.033254375208	0.634833834	0.022012996396	0.00453705068334
a31	0.0373026594566	0.0676351661616	0.0361814275548	0.366400745627	0.059386866004	0.08930758414	0.1817954234	0.031039743932	0.1129216824	0.0140873838918	0.0039413049164
a10	0.0047744414689	0.005227631757	0.0096454655176	0.163937115013	0.006631957328	0.09809179156	0.1902982462	0.06476300723	0.4398974008	0.0131146047	0.003618350288
a28	0.0075190346144	0.01921644331	0.00712956805	0.165657397992	0.0079255978	0.082464991912	0.152977548692	0.13054048541	0.373435272	0.028670073198	0.024463618536
a10	0.0110695463427	0.018515754481	0.0062197663222	0.08780062849	0.0097322902	0.065713767672	0.11951831962	0.092552481474	0.549510992	0.02711587978	0.0122505580084
a21	0.031519294454	0.028982205952	0.014467385954	0.078628346	0.01265569552	0.0518490273	0.1163324236	0.06755306854	0.505838976	0.06961536082	0.02255823335
a38	0.0644227888	0.064684747	0.01598705198	0.0957959526	0.026386768	0.0749219458	0.142578782	0.07555367244	0.32630691	0.05708520134	0.05627617894
a41	0.0887195914	0.05930052102	0.015902827196	0.064430642	0.02453757468	0.1983465018	0.0817643446	0.0567942013	0.2661929566	0.07896046636	0.0650503477
a31	0.0912543906	0.0917994499	0.0229294277	0.06688591706	0.03471368306	0.2265692772	0.06886201	0.05337769356	0.217520879	0.07285269032	0.05323461947
a18	0.0477879862	0.04486598148	0.02060160388	0.0811875754	0.0158939763	0.1873990385	0.08512239804	0.07896760482	0.2726705816	0.116387341	0.0491159064
a31	0.074514958	0.04964198172	0.01643596224	0.1245393682	0.03712230346	0.2196628786	0.09320890394	0.0672015804	0.219199084	0.05078667694	0.04768633731
a21	0.055683197	0.04059875908	0.0247341008	0.1942197366	0.0378960334	0.1370028853	0.05143485426	0.0699649405	0.2610383564	0.0777557838	0.0496713533
a31	0.0349186734	0.03884333254	0.03067469332	0.1697565092	0.0777331391	0.2112712017	0.0541619611	0.0465413198	0.1987030752	0.06512983422	0.07226625842
a18	0.0688254914	0.05349093788	0.0373171742	0.1427294614	0.0700870862	0.120033293	0.0649929578	0.0847726254	0.180342674	0.078490779	0.09891753056
a17	0.027156605	0.046009190718	0.03874844356	0.187567674	0.12699187298	0.1948547156	0.06143317016	0.0351980402	0.2296404642	0.03018108564	0.02221874906
a20	0.0383279582	0.06963944188	0.086928388234	0.237978268	0.10581430906	0.136884734	0.0638531138	0.0518557202	0.1556073694	0.0307654026	0.02234531736
a3	0.03945323588	0.06208910186	0.05560929588	0.280108614	0.14325264078	0.0929246268	0.0677744402	0.0473092938	0.1696210358	0.0215768716	0.020280837614
a35	0.0357207732	0.055605591052	0.0609007915	0.329007176	0.138064736	0.0733789614	0.0478071306	0.0491633042	0.155998812	0.027588592	0.02676414528
a37	0.0386883463	0.06214931884	0.08013486768	0.328063022	0.124738079	0.0715744544	0.0375780674	0.0420507242	0.1645536912	0.0263865852	0.02408280526
a38	0.0422614396	0.065475030716	0.06565454478	0.33000719	0.12675960242	0.0572288852	0.02765742206	0.040891595	0.171782694	0.0320803793	0.040201212224
a31	0.04541710968	0.070189392086	0.06679035514	0.299956042	0.132584514048	0.0603378562	0.0304896364	0.038627732	0.1824666064	0.033835278	0.0393054777
a37	0.05327962752	0.073211899628	0.063590240798	0.2691521788	0.09092555748	0.0520341065	0.03200979754	0.0424340658	0.2390642226	0.0378151722	0.046483147308
a21	0.03482281762	0.065559889118	0.07506437474	0.22902402	0.142805041692	0.0675497806	0.02680782812	0.0379005304	0.2126081088	0.0379168102	0.069940833094
a31	0.047209819404	0.091336251721	0.0811649941	0.277450422	0.11844956128	0.0670408772	0.0279339858	0.0352881774	0.166341506	0.0339125626	0.053871843152
a29	0.048042258406	0.089067833514	0.0588647657508	0.18995027	0.078503894278	0.0438925034	0.0346518617	0.04019121326	0.3040675224	0.0467477767	0.0660200870294
a31	0.037163088028	0.094610514026	0.073928348594	0.174095566	0.11553613357	0.0647082544	0.02616645394	0.033609412	0.2241598246	0.0476549034	0.108367524056
a33	0.052798326134	0.109984712081	0.059828249918	0.095904949	0.059846881072	0.0522923744	0.03992102315	0.05014782594	0.252236928	0.0808713986	0.14616734679
a20	0.040780022932	0.078343372158	0.080233744106	0.1568650394	0.058761256584	0.0730144426	0.03266087266	0.0344626955	0.2211660364	0.07541696552	0.148295539592
a31	0.05911771898	0.076338518588	0.07889385626	0.154406372	0.094724520232	0.0845702024	0.04613074196	0.0500086052	0.160591243	0.0598260812	0.135392142398
</S>	0.05057947946	0.093671028963	0.060844811984	0.0801485388	0.0614438958	0.0596079664	0.043458348214	0.0533577738	0.2496220706	0.09413009434	0.15313601949
