 	non	so	cosa	stai	scrivendo	</S>
a31	0.163153912348	0.251439405418	0.0279989872712	0.04633704482	0.2561455166	0.2549251334
a21	0.0089232569	0.025513802626	0.0257984001394	0.335061746	0.578155614	0.02654719528
a31	0.01392419754	0.113300692038	0.133429363642	0.2072820084	0.38776368	0.14430006578
a10	0.013999859306	0.02881341618	0.0275488711615	0.23062243172	0.541721994	0.1572934348
a7	0.015883064158	0.0209308538228	0.0533705821701	0.2458224612	0.4586402414	0.20535281078
a41	0.177148885693	0.0793418994312	0.159357277472	0.12365941364	0.2365920744	0.22390044958
a31	0.174309360434	0.06737137771	0.097369036784	0.1045147414	0.28472680248	0.27170869542
a8	0.07306007405	0.039393840546	0.118897125952	0.2555882484	0.4248499466	0.0882107606
a31	0.029494153796	0.064126815746	0.0167021218018	0.21544447432	0.4639695344	0.2102629347
a8	0.077024698716	0.042684182462	0.0653323449573	0.2645328382	0.4360800634	0.114345865
a23	0.056378099479	0.024747715132	0.0606956683817	0.1425784444	0.57585164	0.1397484568
a8	0.0489710100928	0.0555035007588	0.108763020414	0.1395673738	0.474015386	0.1731797188
a31	0.06869886838	0.091861389362	0.0953931598789	0.1354826468	0.4547999248	0.153764021812
a21	0.0811598134912	0.093317756884	0.0669130264168	0.134666958	0.4875855984	0.1363568834
a31	0.0788699529394	0.070767736419	0.0988717718649	0.1607138218	0.476947902	0.1138288046
a24	0.137992152326	0.0983758462864	0.104597999962	0.1464902364	0.3659196598	0.14662410494
a21	0.10976883729	0.101320363958	0.087490443081	0.1541539282	0.418046562	0.129219889
a31	0.141987534834	0.0936390900936	0.060054574726	0.1655103006	0.4022772552	0.136531258
a17	0.125508437396	0.0918455173224	0.0994086704426	0.1321236128	0.3742257172	0.17688805506
a20	0.119876891918	0.090441066136	0.088051812298	0.1213197396	0.3853217348	0.194988788
a0	0.161085423168	0.096619493332	0.072001319653	0.137671704	0.299553376	0.2330687086
a31	0.16261682077	0.115121499884	0.07682727512	0.1624451868	0.300896262	0.1820929846
a8	0.11387373236	0.0923336261528	0.0975039959794	0.12996856078	0.379070261	0.18724980306
a37	0.141507390976	0.093671020476	0.081939543078	0.134070578	0.3359587174	0.212852734
</S>	0.12846541374	0.10188236441	0.09454704759	0.1522696548	0.30429923	0.218536292
