 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.39184420094	0.0675709902	0.039879599448	0.15028177332	0.17168241906	0.17874100046
a31	0.1555390744	0.0838255262832	0.279361718669	0.1994365034	0.14960735654	0.132229821648
a8	0.0468180348	0.198680664341	0.135407649519	0.306497879472	0.298556481032	0.0140393197127
a31	0.1890559487	0.164985843154	0.18228295056	0.267192043603	0.1152023324	0.0812808871748
a15	0.50762108312	0.0286909915514	0.018914523334	0.11122444408	0.11915694274	0.21439202926
a13	0.5037168134	0.00613076202	0.02009817864	0.10955432676	0.073110257414	0.287389669794
a24	0.33288659594	0.0262275374656	0.05163178292	0.13453700294	0.06896425816	0.38575282996
a31	0.4649825648	0.158023280192	0.04949202064	0.09664087834	0.06114406304	0.16971721052
a18	0.4065140668	0.179371148294	0.0346839294	0.165818133626	0.17657346906	0.0370392708
a31	0.1984406312	0.1508807175	0.0735710758	0.229701444	0.153142104	0.194264055
a20	0.1590916274	0.16379438558	0.0857233716	0.203616205557	0.184494518	0.2032799166
a11	0.3179770522	0.11329904412	0.0515841902	0.1861447958	0.178844487	0.1521504378
a8	0.1712138044	0.15176203128	0.096707511	0.1863560084	0.23108866428	0.162871974
a31	0.227901502	0.13432952218	0.1162586394	0.19258555	0.1901825416	0.1387422574
a8	0.2251517378	0.0920056418	0.15541269	0.1762943218	0.1344188416	0.2167167832
a31	0.1738643888	0.09384017826	0.1752389714	0.206443922	0.1718088892	0.1788036466
</S>	0.2169268676	0.0679094686	0.121138502	0.1988026558	0.1793927678	0.215829748
