 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.084045412048	0.04948788034	0.0948184348	0.1587855544	0.0831891266	0.1798305524	0.3498430168
a13	0.088841474228	0.0642896871	0.227368496	0.34464440542	0.1113761746	0.1472144676	0.0162653023312
a24	0.22092690803	0.12715299274	0.16805832792	0.128153276192	0.04666971832	0.24103779302	0.06800097772
a41	0.2064995495	0.133935840344	0.17865938944	0.2361769858	0.0966453068	0.1126965374	0.035386346888
a31	0.07306908178	0.137987973208	0.2191553754	0.34773379908	0.1098452728	0.0823469901	0.02986147097
a41	0.15071994188	0.086099954498	0.1274296002	0.34978818974	0.0866165658	0.17662195946	0.02272377398
a46	0.20097115382	0.07587220104	0.140774899	0.293931794676	0.127207558	0.1034655748	0.057776853
a31	0.137442482774	0.0897508711	0.203178157	0.24694657406	0.1844744062	0.1121106848	0.026096815
a20	0.1299165485	0.06305671466	0.1450241703	0.200755985	0.1575832074	0.26335852	0.0403048878
a15	0.1047606126	0.05739604106	0.1259259908	0.2625667362	0.2128245414	0.1885987374	0.047927329
a31	0.1112137178	0.0801065178	0.1925465276	0.255231858	0.1704927088	0.1543328616	0.0360757789
a20	0.110163813972	0.069144920926	0.1161652572	0.1685743926	0.1681792968	0.252978868	0.1147934082
a31	0.13966018944	0.072643258	0.1035718296	0.2083299248	0.1956485524	0.2186426256	0.0615036224
a23	0.065878081444	0.080670070944	0.115969017	0.1518505872	0.1450680664	0.2126907386	0.2278734427
a31	0.13966258956	0.09730939146	0.138304763	0.18818073	0.14827795	0.1895553664	0.0987092342
a27	0.087741807862	0.103580776324	0.1420944438	0.1580456822	0.1109797864	0.2033603212	0.1941971748
a35	0.15444645492	0.120476423268	0.138423109	0.156818258	0.1341062028	0.157742813	0.137986716
a31	0.180863509	0.13273654012	0.130646945	0.1535258748	0.1184117392	0.157501832	0.1263135456
a39	0.146442298572	0.148752763256	0.1319208486	0.1548506746	0.0949264024	0.17809093	0.14501607042
a41	0.168118168	0.15535289934	0.132273606	0.1474144952	0.11058906	0.1491512864	0.1371004684
a24	0.2201891873	0.15647014296	0.112022806	0.1285648872	0.1135772542	0.144637226	0.1245385102
a41	0.19684449508	0.163387575	0.1260780436	0.134336782	0.103784586	0.14206485	0.1335036634
a3	0.21410628798	0.14285393426	0.1244496326	0.1289603776	0.1077838558	0.158441472	0.1234044598
a31	0.2311419504	0.14719793428	0.1300353834	0.122741328	0.0982198864	0.154825596	0.1158379032
a0	0.12890004536	0.11918785954	0.1508748214	0.1796667528	0.1159230818	0.1629534212	0.1424940316
a20	0.14060633348	0.18627816516	0.1267020462	0.1305204482	0.11825905	0.1415542872	0.1560796348
a31	0.1503554303	0.15003183426	0.14595928	0.1409434632	0.116251186	0.151773782	0.144685012
a20	0.12826587052	0.09732342523	0.128245604	0.193638688	0.116497552	0.155047288	0.18098155714
a31	0.12894065962	0.18243331446	0.12881137	0.1333734586	0.121158564	0.1436913128	0.161591338
a37	0.135880815	0.09548672974	0.11161861	0.19010427	0.1042663588	0.176187352	0.18645587972
a46	0.15230803936	0.16678277394	0.109146887	0.139671215	0.115640434	0.1590654908	0.1573851676
a31	0.14437464804	0.1621053433	0.1355262432	0.14266929	0.117785454	0.1442136734	0.1533253468
</S>	0.1243906309	0.0954748714	0.110870512	0.188714029	0.1038691868	0.179863568	0.19681724176
