 	i	genitori	non	li	dimentichiamo	mai	</S>
a33	0.3232399924	0.0942529033	0.05804041274	0.03106816856	0.0465773526	0.19647933126	0.25034184594
a31	0.385754017854	0.0173403184	0.12863489864	0.133172355742	0.170300606252	0.06780785481	0.096989935006
a8	0.23669159495	0.15135338958	0.098914235784	0.287468024102	0.201427216724	0.006712970604	0.0174326214153
a31	0.228949640022	0.087967237128	0.2010406464	0.311913369884	0.11519632884	0.0209998635474	0.0339329325628
a8	0.330697939186	0.10237882239	0.10885698808	0.213167452922	0.20564333096	0.014554154572	0.02470133264
a31	0.281436516198	0.130295738356	0.16631324188	0.196967305164	0.12877085502	0.046486470694	0.04972984186
a46	0.433206108761	0.14280000424	0.14222437746	0.139745018448	0.060132963268	0.021826069	0.06006545072
a31	0.218045222552	0.06322262787	0.1572285293	0.21157048872	0.13948975748	0.115759411626	0.0946839688
a39	0.43132876518	0.15520368008	0.1335093578	0.09136193584	0.0744307556	0.0453801464	0.0687853524
a31	0.227771801554	0.052250310532	0.1460698032	0.140407032114	0.1140482206	0.19993650081	0.1195163272
a24	0.356623617	0.10841096274	0.1362555126	0.107248571	0.1233129174	0.10441992078	0.0637285076
a15	0.21990749514	0.056765308326	0.14046131548	0.06548586626	0.0670132752	0.26056853824	0.189798211
a31	0.219458750336	0.048760865644	0.13175954648	0.086084105678	0.1021950552	0.27143228972	0.1403093524
a28	0.2360219764	0.09524373	0.1619614451	0.12681975586	0.1139477252	0.164665841	0.1013395572
a31	0.1761302385	0.086657859624	0.15030271752	0.094502067468	0.0957891556	0.263912945	0.1327050124
a18	0.236386977	0.12349583106	0.1486523142	0.10783552908	0.1154488692	0.144503295	0.123677218
a31	0.1668304732	0.10059651316	0.16926773988	0.090379555868	0.0959360008	0.239519391	0.137470274
a20	0.249562871	0.13212522952	0.1473484536	0.10481283482	0.1055808998	0.118066659	0.142503067
a11	0.1561945604	0.10942329818	0.1644354959	0.09313999444	0.0959623954	0.2054255144	0.1754187892
a13	0.22794896	0.11828667868	0.12675028612	0.1050641886	0.104029462	0.1771986602	0.1407217852
a17	0.236125574	0.11912956032	0.1160756592	0.1134993754	0.1093553884	0.1580067472	0.147807686
a20	0.27472681	0.1053339488	0.11847780532	0.11239105806	0.1102658836	0.133177618	0.145626888
a39	0.257502474	0.1010762678	0.1131366688	0.109656081	0.1131402824	0.1471610752	0.158327132
</S>	0.300069412	0.110355395	0.113383574	0.106967472	0.1038217976	0.12439488	0.14100749
