 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	0.06613700892	0.14617514214	0.0375585726	0.02336915774	0.08167222284	0.119698993794	0.031156182166	0.05854693352	0.08645507686	0.18586073568	0.163370018
a31	0.0198273243022	0.055563303796	0.0614387611	0.1460924632	0.1030464568	0.1685799955	0.02981739992	0.02916256424	0.184373807018	0.086854575499	0.115243328223
a17	0.01180908754	0.04931484518	0.0259714532	0.06658421904	0.196844929933	0.18372431652	0.025065277828	0.0232493326652	0.20166571411	0.204809976727	0.010960841252
a41	0.0629484643709	0.200565442884	0.05550817264	0.0826454126	0.10611594288	0.1156390902	0.13385317988	0.02564774388	0.111943800851	0.0646835813446	0.0404491707824
a31	0.020712370224	0.124920760924	0.08425850304	0.094175839	0.08487510792	0.0887415792	0.160839933	0.03675917506	0.13615533006	0.104610065468	0.0639513098312
a38	0.0090965639656	0.0360397016192	0.041562637	0.080865581712	0.21374124725	0.0960368046	0.111346574957	0.0308551636275	0.0686036491228	0.266564138796	0.045287940362
a31	0.0380542366288	0.0538326925732	0.062203101614	0.1065748858	0.1830652915	0.0791335862	0.15985725634	0.023875957628	0.0660952595294	0.0881083029092	0.13919942792
a17	0.014665405554	0.023841131704	0.033790198786	0.0403690122	0.27262036392	0.08935007432	0.0862674762688	0.0151745821734	0.094811909166	0.230213199929	0.098896657082
a31	0.0331965458866	0.029437371944	0.066743368334	0.1488928176	0.2627855	0.065528329	0.0794104574534	0.0191101578504	0.0970334978228	0.0763945222518	0.121467438708
a39	0.03770709717	0.073727525692	0.06667278532	0.07542844	0.176967641	0.093104312	0.071319715	0.01560710376	0.11241677	0.1616195325	0.1154290878
a35	0.043580418156	0.078542468546	0.07603580686	0.1381145408	0.180494646	0.0698258914	0.05203584692	0.01563110144	0.13539362608	0.13837621444	0.07196941952
a31	0.05704037032	0.071019181548	0.1082775678	0.18015856066	0.1541592968	0.03239497	0.033047914564	0.013440775452	0.06674941868	0.2144339939	0.06927796898
a46	0.07198039088	0.09448430838	0.077093172	0.0620550991	0.12589218076	0.06731240856	0.1120865994	0.031370739	0.1334796012	0.1453502836	0.078895186
a38	0.070942352224	0.125607721223	0.1101989993	0.1157823054	0.1311274564	0.0379896472	0.04080340852	0.01940635406	0.08762142572	0.18571341468	0.0748068938
a13	0.070715670004	0.127530806539	0.1443124518	0.1432030728	0.09869789032	0.03068488742	0.03826785258	0.019939825864	0.05010521488	0.21058489576	0.06595746016
a11	0.072539142526	0.115789464398	0.1279828688	0.1046504298	0.1527488712	0.03727738866	0.054499607312	0.03037701447	0.03758669962	0.171121326888	0.095427175
a13	0.059446936444	0.11468024557	0.1224266008	0.100987604	0.1795305872	0.04232522314	0.057217886134	0.029981555384	0.03472525307	0.185217536204	0.07346056198
a31	0.0560920465	0.12592814	0.126099084	0.1162587278	0.1804304978	0.05724274136	0.03917965858	0.024130291634	0.02764081608	0.17703114184	0.06996683208
a49	0.02764104038	0.080951506894	0.06256443464	0.08688787818	0.16896082576	0.0474420744	0.04107396916	0.01452071626	0.07534472068	0.348389597	0.0462232756
a13	0.08383020897	0.16054066216	0.1355062298	0.09446559	0.0923380488	0.02186246898	0.01451478108	0.015535338408	0.02182602378	0.20852939766	0.1510512631
a20	0.07161040534	0.15094478318	0.1468212226	0.1053970582	0.1189007198	0.05814640666	0.03319556296	0.01997763132	0.0326211958	0.2014691968	0.060915842
a31	0.08009880906	0.15332123504	0.1427658752	0.1069592188	0.1228150036	0.06487620212	0.03596598142	0.0230267147	0.0331610232	0.184253336	0.0527565984
a8	0.05929397324	0.09964259644	0.06878429154	0.0758670385	0.1339048726	0.0478151026	0.03251588578	0.01877792636	0.0531341784	0.3476610778	0.06260304
a31	0.0553628711	0.1368952326	0.1506758858	0.109000498	0.1249165972	0.0571518018	0.0412079962	0.0312729054	0.034044592	0.1816259248	0.0778456968
a45	0.06765250892	0.12381958076	0.09299792	0.0681186058	0.1206298532	0.041395857	0.0504454046	0.0413658984	0.107573308	0.1964888052	0.0895122308
a31	0.05231662544	0.12385855088	0.135078957	0.131411388	0.177566194	0.058468828	0.0544743936	0.0341228548	0.0575554198	0.1366470174	0.03849976246
</S>	0.06172893364	0.12349593246	0.0865997394	0.0625076908	0.1194243986	0.0513902214	0.0905467646	0.0503494652	0.1034644024	0.1676603314	0.0828321494
