 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
a20	0.0693983046	0.02582648454	0.0154877948172	0.147751180132	0.0391524688	0.058383709616	0.11860440106	0.31630708332	0.209088607
a8	0.003298487963	0.0023740695678	0.001053848396	0.01434937414	0.20057551714	0.146634638435	0.2324191578	0.389734944	0.00955995855
a31	0.00342701116706	0.002677400234	0.0030248368374	0.02267951698	0.460569546	0.122065994559	0.088949014	0.26392824268	0.03267841296
a23	0.007958401412	0.0135119607004	0.00481836391213	0.01437151882	0.0913101222	0.219889754921	0.14939917	0.40102347596	0.0977172673093
a31	0.01957207737	0.139066680262	0.0144088126751	0.05729340824	0.1501246219	0.0727898784975	0.1239661156	0.3917835	0.030994907828
a10	0.022016490156	0.03406092732	0.00174877390048	0.006043382036	0.04686699559	0.0324309193299	0.0935669582	0.724215986	0.0390495572
a24	0.024551087134	0.0271952093202	0.0010476272164	0.02516439412	0.0939332474	0.02741851424	0.0744442912	0.699077552	0.02716803034
a31	0.05362595022	0.046421483328	0.00122203959478	0.026976137488	0.10347143576	0.0101065350976	0.077524692	0.640890188	0.0397615008
a41	0.09612947318	0.024150900812	0.0024412835052	0.0177360821255	0.0367782755092	0.0224844712867	0.0320793524	0.723721604	0.0444785866
a7	0.172032637206	0.034348317717	0.0041969057702	0.0389596770188	0.08123180548	0.02597756221	0.051805757	0.537338582	0.05410871956
a5	0.073143964312	0.050516469636	0.00367035646264	0.0272133382624	0.043478853504	0.028637851379	0.0294919333	0.71318767	0.0306595299
a37	0.08742649886	0.0394146207	0.014744947177	0.015908099292	0.01271630503	0.0134949184505	0.03582700202	0.737418078	0.04304956832
a31	0.0911053617	0.025190266936	0.0126384235744	0.081831223616	0.04886773253	0.0429537178668	0.11024243722	0.530346944	0.05682388296
a46	0.03472254118	0.01802025211	0.010231816122	0.16059962316	0.0433813302	0.042060439459	0.1457914388	0.447571824	0.0976206928
a8	0.107187400134	0.029883241258	0.01350245788	0.04310226762	0.1669521512	0.0382908157836	0.1579174337	0.39354745	0.04961683824
a31	0.04519634596	0.012292057232	0.01564881547	0.114828753844	0.10292518318	0.036402877851	0.20244528972	0.4306151388	0.03964557636
a29	0.06313331069	0.036918076626	0.0340301786716	0.14965338043	0.077057356	0.0566652069355	0.12820097492	0.2895051694	0.16483636814
a11	0.165497700062	0.0556240070288	0.028870812716	0.178805111848	0.083376418	0.0483441246654	0.0595113309	0.313492674	0.06647780228
a37	0.12114854105	0.0694551425192	0.052924020068	0.17068571616	0.0597508908	0.0372365834632	0.05895192094	0.3578623212	0.0719848806
a31	0.08240437566	0.061853175408	0.066637692626	0.12875020216	0.0590994586	0.04069412278	0.07856418584	0.3878115978	0.09418521396
a24	0.086984207266	0.101320187664	0.0427788798612	0.11197798354	0.057288845468	0.0547693396343	0.061269183114	0.3151229716	0.16848840909
a31	0.108300008	0.104271571122	0.047996716986	0.1241534654	0.0604240274	0.050997648174	0.0646623294	0.303780817	0.1354134612
a33	0.08530321266	0.113500241674	0.0392715096428	0.063311730054	0.04554914825	0.0437004429078	0.044777483586	0.3211608852	0.243425374288
a20	0.085984424674	0.128010805994	0.041491439944	0.103380810488	0.0919772692	0.0650959330308	0.07592739974	0.2781120392	0.13001987764
</S>	0.0906238353	0.15517175658	0.088754432	0.07944912222	0.0599146364	0.05661434122	0.06076846	0.24808452	0.160618901
