 	perché	aveva	lavorato	molto	</S>
a46	0.3674450069	0.2741550822	0.04114636312	0.1204900566	0.196763507
a31	0.049791021536	0.20127019	0.19941495531	0.43231007007	0.117213780802
a17	0.04078945	0.35810221441	0.161115097944	0.416394345	0.0235988917006
a31	0.0459731729092	0.19760525622	0.170452281932	0.4276944688	0.1582748146
a37	0.0135773242	0.2629070526	0.33648912559	0.2758436076	0.11118290832
a31	0.02623371134	0.146909998	0.265364908	0.399648608	0.16184278008
a18	0.23898011926	0.304945559	0.16094685528	0.156199598	0.138927884
a10	0.040231696292	0.1138280794	0.214253201872	0.45507189	0.1766150816
a31	0.11212100924	0.1509038294	0.16569035912	0.4676918086	0.1035929992
a46	0.293650755	0.133550792	0.0427210704	0.349683302	0.180394083
a20	0.16104209926	0.0529311778	0.0521622569	0.47589273	0.257971732
a11	0.16865069374	0.117931814	0.06169896604	0.425347846	0.22637067
a18	0.1552415403	0.1641671866	0.0840352641	0.353943376	0.2426126108
a31	0.1361023128	0.1659902128	0.09137387984	0.331727474	0.2748061328
a0	0.1727272712	0.1608993072	0.1008942346	0.290522257	0.274956934
a31	0.20500061124	0.19739138	0.11420850144	0.225185036	0.2582144912
a8	0.1117099956	0.1410513122	0.1116492438	0.352531114	0.2830583248
a31	0.1176519132	0.2780933732	0.12666640886	0.233536448	0.2440518836
a7	0.1254551016	0.160772971	0.139050334	0.332050294	0.242671322
a31	0.1381086922	0.272788762	0.127516693	0.2392724628	0.2223134308
</S>	0.1258578086	0.1617472008	0.14039246486	0.35301713	0.2189854
