 	io	non	ho	cosa	da	mangiare	</S>
a31	0.26430721864	0.06548054396	0.0849672208	0.06323324058	0.116953611572	0.16927162234	0.235786533558
a37	0.286381524619	0.1067511006	0.2018801768	0.16891289306	0.067864568948	0.14106027592	0.02714943366
a31	0.281789200034	0.080485272244	0.158271631	0.228720146706	0.026307978132	0.1350542638	0.08937154232
a18	0.233157997001	0.0636030149028	0.24177421734	0.23333707158	0.021162196296	0.1220375704	0.08492794652
a31	0.248529179156	0.04540033465	0.2006329644	0.378090047038	0.033563409108	0.0767663749	0.017017696572
a11	0.457643881218	0.057509935506	0.1635673636	0.23203306708	0.023812257088	0.04381346292	0.02162005976
a37	0.420773981928	0.0677044347632	0.113371702	0.20483221791	0.07459188196	0.0814376168	0.037288171
a15	0.498079298024	0.0550828757	0.1546763866	0.097324211672	0.04826918778	0.0608864306	0.08568154444
a39	0.547648327232	0.04034474818	0.1001396226	0.074972157354	0.0752420496	0.0926861294	0.06896696424
a31	0.4075878338	0.0710153238	0.0874404596	0.04819941276	0.1238013476	0.153392566	0.1085630759
a39	0.403524158	0.09739603686	0.0894380248	0.051622722508	0.11338421542	0.1223836464	0.12225117632
a20	0.3532047528	0.06747583312	0.0897018444	0.048798307666	0.16043772773	0.152643896	0.1277376346
a24	0.339953568	0.13951111378	0.0980334222	0.051255912	0.0850741893	0.127353523	0.1588182854
a31	0.345438938	0.15172970078	0.1057387856	0.05419156032	0.08162004826	0.1123667264	0.1489142458
a46	0.275258372	0.08182403704	0.092702423	0.150520512962	0.09257053144	0.1235260272	0.18359809668
a31	0.2671419448	0.16080323348	0.145344488	0.0649151864	0.07057469928	0.13833987	0.1528805748
a3	0.288112086	0.11355285044	0.075276752	0.108899341856	0.09316498472	0.1210764508	0.199917546072
a31	0.213931539	0.1769214334	0.138160022	0.07353263664	0.07368778834	0.1535905192	0.1701760438
</S>	0.3168719884	0.12098929644	0.0757848338	0.08561092999	0.096510194686	0.1091365794	0.19509616986
