 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.14959552204	0.11962528054	0.04337569729	0.165739814795	0.1547656466	0.1186242138	0.2482737954
a31	0.0467752750253	0.212438335912	0.02734144502	0.007310341062	0.40626445994	0.21547465376	0.084395526734
a29	0.12289214354	0.1240822694	0.19060064508	0.063690747908	0.327502456414	0.13454337568	0.0366884204048
a24	0.10929567916	0.14356105722	0.155008128456	0.0350010466	0.26432464494	0.23171021872	0.0610992376
a18	0.054114628086	0.096754812562	0.205309774912	0.05639114854	0.25371352378	0.2563232104	0.077392916746
a31	0.206022056912	0.102983114311	0.069682725054	0.05177547314	0.23131891308	0.25620818936	0.0820095364
a13	0.287883390802	0.060481805239	0.03546896551	0.00908792318	0.18911050668	0.356040376422	0.06192702086
a11	0.25461930562	0.085150591724	0.0173615327	0.01720908168	0.3135826416	0.196563220737	0.1155136168
a8	0.17221033808	0.11518683508	0.0273184458	0.027153986334	0.333441755	0.192187827328	0.1325007986
a31	0.186838837666	0.13701378722	0.02866637306	0.0310607588	0.35120826	0.153417619236	0.11179437776
a24	0.12332488988	0.0786698192	0.04930638754	0.01123376584	0.3388669606	0.26499980964	0.1335983948
a31	0.14442752026	0.14243451	0.046349281	0.04649010574	0.269280528	0.1761146608	0.1749034382
a39	0.0859631695	0.1271049328	0.0391381615	0.027753169	0.318960047	0.192156668	0.2089238552
a20	0.1152570223	0.1150739172	0.04899730334	0.0884877708	0.305842229	0.193560986	0.1327807532
a31	0.10772243224	0.1573683568	0.1123378426	0.0709108424	0.239566584	0.145092862	0.1670010652
a20	0.1176470714	0.2189060568	0.06098134582	0.0518617814	0.1977929012	0.133076952	0.2197338882
a31	0.11142359886	0.143390229	0.1196059704	0.0999170282	0.2074576962	0.1208057416	0.1973997412
a46	0.134829148	0.247524666	0.0801558466	0.0634688138	0.164074334	0.13262827	0.1773189156
a31	0.0983883006	0.1133009564	0.0987347278	0.150742194	0.21875675	0.1203161952	0.1997608864
a23	0.134228188	0.226089358	0.09311838752	0.0731261652	0.163228366	0.1336368934	0.1765726596
a31	0.1023968814	0.106447585	0.1292733782	0.128084078	0.225007748	0.123783704	0.1850066184
a46	0.143376338	0.2055206902	0.0966792086	0.0772838414	0.1637789368	0.136188776	0.1771722006
a8	0.113102565	0.1042911582	0.1312823252	0.121186723	0.233746787	0.1210318024	0.175358586
a31	0.1132101822	0.154822288	0.1441426704	0.097063071	0.2137311126	0.1172022534	0.1598284524
a38	0.167845328	0.1789867434	0.0872883666	0.0814435468	0.17154479	0.118875668	0.1940155862
a20	0.1185652838	0.1552636156	0.1279655654	0.082899086	0.2260883064	0.1190367	0.1701814552
a31	0.1352875538	0.1710451692	0.1156950068	0.092170175	0.2075629702	0.1105661464	0.1676730278
a20	0.1718029032	0.141200649	0.096450088	0.09311278	0.19281289	0.1254189416	0.179201766
a31	0.1266289234	0.1653914412	0.123451948	0.0829606812	0.2202050914	0.1094671562	0.1718947512
</S>	0.168088902	0.120120246	0.1166163454	0.0939781054	0.2047691932	0.137407968	0.1590192696
