 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.25424969444	0.12437554286	0.15073859748	0.05923636006	0.1343209692	0.08445247704	0.192626326498
a31	0.0631457763184	0.312578628853	0.223868856	0.06095715366	0.1914128844	0.106954605039	0.041082087832
a7	0.190218965984	0.1001010984	0.4676531946	0.0476920000044	0.12555558904	0.066226826962	0.0025523317624
a31	0.02016953228	0.182707658	0.328954906	0.16110132646	0.1656430875	0.0946325231	0.046790972932
a20	0.1336376786	0.1899242284	0.409842142	0.02430403666	0.04228665596	0.019800927743	0.180204302826
a2	0.06255045606	0.146696328276	0.23067174	0.13084811664	0.2072529588	0.1081523449	0.11382806624
a41	0.2200914528	0.2255543744	0.2425857376	0.02430537778	0.150969248	0.0675747127	0.06891911612
a20	0.183824173966	0.1441532782	0.2021307308	0.03421766366	0.3303243746	0.0580646238	0.0472851732
a46	0.26857944462	0.2052973676	0.09928496066	0.03889187216	0.28251383398	0.0589135686	0.04651899691
a31	0.14376180938	0.141156544	0.113267169	0.06977396792	0.2330379624	0.2096728992	0.0893296292
a11	0.1092865314	0.194275291	0.127159891	0.06855540386	0.2452363828	0.138192462	0.11729404134
a35	0.20393474924	0.1066076674	0.0728260422	0.0549684017	0.2143908132	0.212132879	0.1351394436
a31	0.167420513	0.157662518	0.1768938916	0.0868028907	0.1700046888	0.1277171466	0.113498327
a11	0.10255522554	0.163601615	0.109017609	0.07936321852	0.252725924	0.1204864	0.17224999394
a28	0.1387601356	0.138186618	0.1151725742	0.0683548941	0.1883448596	0.1462043066	0.2049766286
a20	0.1146746833	0.197948476	0.201178407	0.0681045194	0.155636698	0.1128889224	0.1495683152
a10	0.1130849466	0.18874936	0.164960964	0.0648247982	0.135845678	0.1449090692	0.1876251968
a31	0.1190762222	0.181076985	0.186379514	0.0744527292	0.1342098858	0.129799138	0.1750055364
</S>	0.1044522536	0.1460682412	0.145187522	0.0915498778	0.1995104488	0.1047785908	0.2084530676
