 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.1009198252	0.12220982968	0.11045475096	0.0826977254	0.039770384668	0.1697602548	0.1794929548	0.194694296
a31	0.05960954964	0.1077519872	0.22454372032	0.303972098	0.040884945492	0.130558965804	0.0989105096288	0.0337682318108
a21	0.01135816277	0.0144873659	0.24758555818	0.3252260254	0.01221612464	0.050125189408	0.317493938573	0.0215076199048
a28	0.01355493162	0.127146477574	0.424962032488	0.1334399664	0.020462894354	0.0308230865434	0.200614082102	0.0489965399558
a35	0.071666179062	0.1393344952	0.34868928614	0.0445389322	0.02189057098	0.0321307432	0.201938259965	0.139811549957
a24	0.08864589032	0.19181211266	0.2653249278	0.1092166828	0.025989900868	0.029276257088	0.16427385536	0.125460370816
a46	0.07643704568	0.3020400062	0.19272639288	0.1024145414	0.0257070005712	0.05673315833	0.15519576848	0.08874607608
a31	0.1148330552	0.2530958982	0.1209283265	0.19965875428	0.083147181278	0.109829886794	0.08456672872	0.0339401538
a24	0.1078402612	0.3597414678	0.09070629926	0.1242948954	0.045591916788	0.092832867324	0.1367999312	0.04219236566
a46	0.1425737344	0.1315795716	0.0715725448	0.2221525452	0.06148010114	0.1404570968	0.1652393762	0.0649449946
a20	0.121588516	0.0468883543	0.07818516552	0.212493043	0.094668793	0.164639393	0.1791314	0.1024053147
a31	0.1004501326	0.0763060572	0.0547091454	0.2966069702	0.0758095508	0.1290861358	0.136618178	0.13041383
a6	0.08937986956	0.1157790832	0.0355328214	0.2942983752	0.07774045588	0.11693471194	0.1666889136	0.10364577606
a20	0.09477208156	0.14022839994	0.0378711808	0.25761223	0.087015773	0.1008258004	0.133880369	0.1477941466
a31	0.06521022168	0.113388282	0.0601808908	0.1982184532	0.0896748272	0.144135209	0.152196506	0.1769956334
a45	0.05729629998	0.0715893128	0.0313405698	0.3219822716	0.1450018094	0.1523610226	0.0942865284	0.1261422312
a20	0.0835894022	0.1109040283	0.0732592682	0.3699093616	0.1100636026	0.0999140106	0.103540618	0.0488197597
a31	0.08728890846	0.1391448648	0.0703152784	0.1922274608	0.0823170274	0.1006318322	0.131317914	0.1967566796
a46	0.06913301298	0.09398953812	0.0391726156	0.285862899	0.1426676264	0.1243287488	0.08890665	0.15593887754
a31	0.09763921328	0.131507806	0.0807965462	0.234156982	0.0779192388	0.071022961	0.1231299862	0.183827233
</S>	0.12370468886	0.13508721307	0.05748446546	0.2409743616	0.1057488472	0.082055616	0.079376217	0.17556861134
