 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.140299997548	0.0331923981	0.1038511964	0.03267328638	0.0360784196	0.074865186	0.04605863554	0.04004084076	0.0462024307	0.0961963816	0.0659048412	0.053655409258	0.097675103752	0.13330589164
a23	0.00176221382	0.022422168013	0.042906639804	0.02593641842	0.01118479032	0.019385221484	0.008802365912	0.05434983364	0.3401507766	0.1532901608	0.2337009406	0.05916961758	0.02224062506	0.00469822554
a31	0.0114444825568	0.120082652955	0.184632972333	0.0978182739151	0.096708814846	0.04091315598	0.0919104392	0.019325585852	0.050997124886	0.1079837008	0.051375358566	0.01873903516	0.080419655336	0.0276487531383
a7	0.002363042369	0.0675380416818	0.11317401128	0.0322937265	0.133059187356	0.018852206928	0.04562496142	0.02793583006	0.0605616406688	0.14536037568	0.1586091626	0.07828741808	0.0666393510792	0.049701055952
a10	0.00753420802646	0.0538948452015	0.186237513655	0.06487603116	0.04874306073	0.02171746469	0.03699180346	0.0313722508	0.11150758056	0.18982007	0.1859428518	0.04266122004	0.010814964894	0.00788613011228
a38	0.0031426539	0.0131261874026	0.09994856251	0.04177204044	0.06484458044	0.02835082044	0.03653645982	0.0755554636	0.1084043376	0.1885637988	0.2155748829	0.0693360372	0.03318347542	0.0216607096776
a10	0.0071008028406	0.021518296791	0.0650822905628	0.04247925134	0.12783670684	0.0326947974	0.07144342208	0.0793359736	0.1029613748	0.14261553286	0.18311738072	0.0718085167	0.03711623112	0.014889407165
a11	0.013614153592	0.1366398106	0.08828467428	0.0476586696	0.14049249	0.07567187144	0.11691380748	0.054801496	0.0583263776	0.0638779378	0.07322254992	0.0384709535	0.0729572598	0.0190679651
a31	0.0106487196356	0.072566865612	0.09642537526	0.0594063524	0.171541814	0.04679941606	0.126381736	0.052443632	0.0621459552	0.0591653024	0.0755502756	0.0285397388	0.11977112412	0.018613705288
a13	0.017417659452	0.151314451238	0.11720060224	0.0318809141	0.08018335308	0.03303547814	0.12100279138	0.03448194486	0.08113674104	0.05827746648	0.0610410706	0.05177398612	0.1301313968	0.03112213628
a31	0.0113598814144	0.06142682718	0.088510984452	0.0447894711	0.092130305	0.03608916198	0.17837405946	0.0462765462	0.0667682784	0.097477058	0.0838731016	0.0363580743	0.12173456566	0.034831711026
a0	0.012690687076	0.183505896306	0.11891430466	0.02945835254	0.06177654082	0.0345233931	0.14624112856	0.02802540734	0.03501555082	0.05848124232	0.05688322932	0.060446819932	0.149862322102	0.024175133254
a31	0.0047944576676	0.0548353650334	0.14064948912	0.0417735753	0.02296525672	0.024888366664	0.22815773868	0.05006307384	0.04075666982	0.0970443	0.0965364572	0.041456672046	0.12564088796	0.03043766362
a39	0.0166876189144	0.0739826665	0.1247770754	0.0383620722	0.04381397064	0.03835902492	0.08488165668	0.0407157848	0.0557419722	0.0987562554	0.0911522439	0.102356933	0.1702893332	0.0201233818
a31	0.0096247681474	0.047933633863	0.10776421316	0.0493593144	0.0166950236	0.02395115188	0.16502277442	0.0477821946	0.051327277	0.132042699	0.127518804	0.05629413974	0.14004409916	0.02463991646
a17	0.02059586226	0.047846807	0.0875197754	0.0631107072	0.0302996864	0.0397059208	0.06722608502	0.0367158208	0.0578919194	0.130463414	0.1098096378	0.141352344	0.1358559544	0.031606064148
a20	0.0132822890713	0.046034913894	0.0710815744	0.0607548936	0.02146394008	0.02880608168	0.09670373628	0.0359308688	0.04421213574	0.1583500628	0.1358679652	0.07080750626	0.189830636	0.026873388612
a21	0.0205442187982	0.05352859672	0.0921525098	0.1182456886	0.05248958146	0.03485132624	0.09060921415	0.0547075561	0.0424669306	0.12952725248	0.18066967088	0.0344178606	0.0616587714	0.03413081264
a31	0.0152812333246	0.06453753716	0.089522625114	0.0648794446	0.05503017356	0.03097322594	0.06109419136	0.0457072694	0.0361625549	0.16800976886	0.17787723472	0.026918655	0.09142216186	0.072583935574
a18	0.0210303305636	0.0987127066	0.0858005546	0.0830655344	0.0281175822	0.036285536	0.05159117645	0.0457742008	0.0497337524	0.11718786	0.113517571	0.1059317502	0.102717918	0.0605335303
a46	0.0305779006985	0.07967718468	0.0495211166	0.0635871966	0.0604210322	0.03667678708	0.085807136468	0.0347031038	0.031696405	0.1149335016	0.1467244168	0.05568381848	0.142820673	0.06716971509
a31	0.0154081331471	0.07486151252	0.05345755841	0.0578784738	0.06239029132	0.0341208051	0.0497798648	0.0351360428	0.0344940814	0.12907498888	0.2430699152	0.0338017962	0.1007713202	0.075755216606
a38	0.0275248116712	0.10263197708	0.069938031	0.0866892846	0.0401372984	0.039490709	0.0557445001	0.0457140366	0.0521078142	0.1081675832	0.1081342494	0.111744739	0.085579933	0.066395015486
