 	tutto	il	cibo	vuole	girato	</S>
a31	0.2262302926	0.03179636986	0.1560816418	0.09009175626	0.1332777372	0.362522178
a8	0.030483990902	0.0142360791	0.490824558	0.14396044924	0.20616229707	0.114332616161
a31	0.18572028044	0.0302753051	0.2504249984	0.1366391269	0.186500300772	0.210439957356
a29	0.0342373038	0.12347384268	0.2668644758	0.17151628632	0.19670220892	0.20720589406
a20	0.1185018636	0.10606352262	0.347256832	0.14237401912	0.0990888332	0.18671493694
a39	0.15430747494	0.18517359646	0.268947419	0.07104129438	0.143172253906	0.17735796117
a31	0.2110441086	0.1826196342	0.1870071072	0.0959677982	0.14272684774	0.18063449061
a0	0.32578683	0.0686476158	0.1972112886	0.110305869074	0.235066615266	0.062981810564
a31	0.2187904332	0.11581088824	0.192636159	0.05221769058	0.2311663426	0.18937851272
a24	0.2175385252	0.06862280006	0.1671960758	0.120980178	0.3548034684	0.07085890084
a36	0.3527404318	0.03959471034	0.14728156384	0.02919616892	0.2580367068	0.17315044616
a11	0.3677932214	0.04279397024	0.1754252636	0.05492342274	0.2362442118	0.12281994268
a17	0.3408965522	0.03050729372	0.1416676136	0.05291513844	0.2851427891	0.148870643548
a31	0.3775531494	0.0378818639	0.120298619	0.0489883642	0.2380852522	0.177192729168
a6	0.2454369058	0.04056081884	0.1938406	0.07736619274	0.3101851616	0.1326103118
a31	0.1926915268	0.07410521088	0.2231384728	0.1088516104	0.250000062	0.1512131428
a24	0.1760348812	0.06662816746	0.1762291518	0.10171798888	0.294981354	0.1844084718
a6	0.1983785584	0.12792561864	0.2062544206	0.1076309126	0.239870414	0.1199400404
a31	0.2169042028	0.10313981208	0.2139963016	0.1280454526	0.204071186	0.1338430268
a46	0.1890490252	0.08088673198	0.1574301838	0.10005761446	0.224606926	0.2479695066
a39	0.196112916	0.12935804356	0.186604235	0.11553056914	0.234372572	0.138021664
a31	0.202535707	0.1146344214	0.183624758	0.1132047942	0.197181994	0.18881832
a41	0.171719736	0.09865418544	0.156515699	0.1115251664	0.227798074	0.2337871144
a8	0.205390576	0.13375829046	0.1667668334	0.1071658342	0.211399404	0.1755190532
</S>	0.250589838	0.13414875046	0.183752694	0.1146738814	0.204207958	0.1126268896
