 	può	che	sono	ancora	svegli	</S>
a31	0.19686561566	0.1343196892	0.113458111	0.075747165	0.21917032468	0.2604390928
a7	0.071818562581	0.21425145322	0.0212216998	0.2485974578	0.3095004428	0.1346103574
a31	0.0182857618023	0.1837305234	0.0242956089152	0.346087982	0.287903343436	0.13969676358
a7	0.030168662084	0.28571362802	0.01179203052	0.160542246	0.429554042634	0.082229402256
a31	0.0400954557304	0.29695922184	0.04259807488	0.2053870566	0.330777493144	0.0841826880064
a37	0.043318949532	0.1387254922	0.13446292772	0.223365928	0.347132823	0.11299386112
a31	0.0902502633814	0.0709966926	0.11140539074	0.271196519	0.3283180214	0.12783311508
a39	0.03335090232	0.1067257116	0.114607822388	0.290490014	0.348920478	0.1059050567
a31	0.0448813004	0.0703913056	0.14194036634	0.2501301086	0.3690624996	0.1235944572
a20	0.0397638268	0.1306923508	0.1863039112	0.1806154406	0.227027648	0.235596808
a31	0.1492086202	0.0755552221	0.1546831346	0.1661248566	0.283121609	0.171306568
a46	0.09207332746	0.1321211582	0.1772959926	0.1020934494	0.1586104792	0.3378055976
a8	0.0835541804	0.0780154238	0.1481553354	0.1381317168	0.296558282	0.255585066
a46	0.1035043098	0.1449123824	0.1020038918	0.1168389098	0.267780288	0.264960203
a8	0.0971895824	0.123549164	0.1068637642	0.140476208	0.286295466	0.245625788
a31	0.1156201673	0.1528578078	0.144170069	0.1376551568	0.2521507128	0.197546089
a20	0.12533572934	0.112532355	0.1973357204	0.129752037	0.208758388	0.2262857898
</S>	0.075940839	0.112062191	0.097700409	0.147476614	0.299850286	0.26696967
