 	voglio	un	forno	che	vende	rustici	</S>
a31	0.1277978296	0.20870429226	0.1527372466	0.1236968491	0.04380757066	0.09097742057	0.252278825991
a37	0.0978517347597	0.081126076378	0.25104569294	0.1741720514	0.03634437214	0.3507007318	0.008759314547
a31	0.0352192755644	0.07165508664	0.204023368	0.1302391357	0.01423242814	0.40561447696	0.13901620795
a17	0.0490325087642	0.044578991518	0.222584488	0.16789942808	0.03799451205	0.430080186	0.04782988344
a20	0.0312504901528	0.073597346968	0.3224464876	0.206114617	0.03556031528	0.23713258566	0.09389816765
a31	0.12558889356	0.098368965208	0.2398679636	0.1279114926	0.02990813496	0.195262594668	0.183091953436
a41	0.0893315262	0.2061762819	0.2570729892	0.1706261686	0.088606563	0.14483841094	0.043348043944
a24	0.14266658678	0.0873843801	0.297606187	0.1805264892	0.0602195787	0.12181023703	0.10978655053
a31	0.13760595906	0.2622377992	0.1601472728	0.1132075298	0.14481422788	0.07521122756	0.106775994034
a39	0.0906894086	0.1994005218	0.1658003028	0.1145719298	0.2613474452	0.0942537113	0.073936703088
a31	0.078625342678	0.20869385708	0.1978046358	0.1530883804	0.2103257676	0.07227199	0.079190002854
a8	0.0581576855	0.0844164132	0.1913927868	0.1290003676	0.309881212	0.10979012984	0.117361372858
a26	0.085264960316	0.1218928468	0.256492842	0.188042144	0.1309180358	0.133327582648	0.08406159416
a23	0.0771840514	0.130992346	0.29511116	0.168289202	0.119150265	0.08103969313	0.128233277804
a31	0.0702711544	0.194712512	0.256046837	0.1491438848	0.1289340942	0.066555385312	0.134336126672
a20	0.0823412428	0.119480188	0.2005577054	0.1447108894	0.222740744	0.094844858866	0.135324375494
a39	0.0750194366	0.1444939572	0.2858199	0.1461836712	0.102002892	0.12645453512	0.12002562998
a11	0.0779563096	0.1692413244	0.281191452	0.141334094	0.100150506	0.1221545986	0.107971720026
a37	0.0869805278	0.18313809	0.250922798	0.1296013388	0.114475294	0.114980359	0.11990159906
a14	0.089215696	0.20888038	0.2236493252	0.124205253	0.1207227052	0.1043539164	0.12897273452
a24	0.0936371222	0.17926964	0.1998308628	0.1306140708	0.146420436	0.1090780863	0.1411497983
a28	0.1238582946	0.181524024	0.2026731792	0.1266784324	0.126025868	0.0961918566	0.14304835808
a20	0.129230828	0.182450242	0.180309238	0.1312835132	0.149348574	0.0955331042	0.13184448786
a8	0.1302133373	0.2011632652	0.1646074972	0.126085019	0.143325358	0.089793499	0.14481204826
</S>	0.1392924454	0.2031377792	0.183432232	0.1327613532	0.140634158	0.0935249778	0.10721711446
