 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.35199780462	0.1072665392	0.0919338166	0.14520194242	0.0551171409	0.09314061	0.15534215652
a46	0.0319861915474	0.370325758947	0.112701698472	0.01793507488	0.191784639514	0.077496787306	0.197769855036
a31	0.18669642696	0.2521772504	0.157048805588	0.0394561888	0.06749409084	0.257532684927	0.0395945721
a35	0.25660471386	0.1815060238	0.16546653878	0.10801500364	0.060180889022	0.165937650737	0.0622892316147
a31	0.192831658112	0.34738291178	0.1625573652	0.029870935	0.0416897611	0.172585213216	0.053082157206
a20	0.17565378234	0.3603048609	0.13079453834	0.142492172364	0.044657691454	0.035799399148	0.11029757252
a31	0.289045163118	0.3227789502	0.0868726764	0.064241765	0.0273907985	0.089423972662	0.120246687686
a39	0.135013165932	0.42019426206	0.130704862076	0.16317320756	0.0319333632	0.023631365708	0.09534976674
a3	0.157994547566	0.464692065708	0.0520594576	0.04845402734	0.0464469186	0.113416888197	0.11693611672
a31	0.1456115477	0.3937632846	0.166010979	0.04397683894	0.0681113774	0.10270200657	0.07982402448
a7	0.141405989248	0.295300254	0.17767374423	0.15397112258	0.065812075	0.05258118714	0.11325564334
a10	0.17037058046	0.33183957028	0.0895550692	0.0490520544	0.0894980326	0.1062786414	0.1634060224
a31	0.06089077422	0.318953274	0.082927698948	0.12576490954	0.103307653	0.087719276774	0.2204364323
a11	0.1041541947	0.290288158	0.0966735922	0.1906068615	0.140459591	0.068923868	0.10889371702
a18	0.122317213628	0.2755443824	0.07626538942	0.0667479216	0.1039284174	0.1686897966	0.186506867
a28	0.16850761544	0.2814930308	0.10420225252	0.08843073164	0.0989076776	0.1341736889	0.124285003
a31	0.15370034524	0.26170212	0.0944542871	0.11302608428	0.1081937278	0.13888903252	0.13003444196
a11	0.12530192134	0.26320601	0.10126683014	0.1617358278	0.115949916	0.1244960036	0.10804350418
a13	0.13307317236	0.243521914	0.0911921926	0.117081167	0.113697754	0.1682421993	0.1331916064
a31	0.14414054582	0.26112014	0.1125496212	0.1370034044	0.0967137534	0.1154006164	0.1330719055
a20	0.1471183806	0.195537087	0.1022053682	0.151413798	0.1016727576	0.1318138048	0.1702388134
a31	0.1714883149	0.196601158	0.1162319722	0.1261239618	0.0808701208	0.130991682	0.177692788
a8	0.1559221434	0.2063840598	0.0999484976	0.16133683	0.09377266834	0.1125065652	0.1701292546
</S>	0.15592928212	0.167246758	0.120664016	0.1613509972	0.0801684622	0.1452424224	0.1693980374
