 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.0823134036	0.231798507828	0.06626907366	0.085651374752	0.013901787228	0.02124777287	0.041592130556	0.05001675524	0.126306750246	0.051882532786	0.048706572506	0.03286546316	0.1474478904
a28	0.114157577024	0.228317332338	0.03830609728	0.169174224574	0.02984412099	0.0207496258	0.019479631254	0.067095504	0.073104798068	0.14763995164	0.08886725244	0.002672180964	0.0005917037046
a15	0.07008041975	0.203830033588	0.010102580042	0.166138121436	0.01458732938	0.016500862986	0.0526524642616	0.05705813066	0.18392232868	0.19304374366	0.02016150526	0.0101144444442	0.001807986706
a31	0.0372532213239	0.0676752760106	0.0689245403546	0.136881181112	0.11695680566	0.06674089409	0.14360159175	0.0999875088	0.02563145504	0.2005633854	0.02202135936	0.010701916166	0.0030609102738
a20	0.0512700688296	0.172374389672	0.0214053947548	0.07804061768	0.0200402373624	0.104819127412	0.103121076635	0.04855799812	0.04860656338	0.200624938	0.12141999362	0.025757248376	0.0039623473085
a31	0.0522231630472	0.0779881858544	0.025146059268	0.060723311432	0.05846325338	0.1505803294	0.147942955296	0.167945899	0.016707423126	0.169375521042	0.04682134804	0.023491271356	0.0025913311506
a35	0.0335468093388	0.124864951952	0.0089471364548	0.03675804212	0.02108938245	0.0832839092	0.0666024967348	0.2296462144	0.0355790428	0.05597113776	0.16482497422	0.130715444046	0.0081704757168
a8	0.0236471766172	0.0417965046605	0.007025300554	0.01260874445	0.018877352252	0.09289869974	0.154600921028	0.38394636484	0.041786090456	0.040093380758	0.148660826716	0.026882930212	0.0071757093108
a31	0.0340378111122	0.132586612916	0.0235333761654	0.074365161054	0.06286335956	0.0889744064	0.10188538478	0.23004632152	0.053170973972	0.03475883258	0.14013146842	0.0185723251172	0.005073961476
a29	0.008552550852	0.04744336685	0.0197083851	0.07838712334	0.03196991368	0.06897989732	0.0940934944	0.2954107902	0.0138536168	0.03912344736	0.261935024034	0.027545699914	0.012996641682
a41	0.05489758216	0.132970162202	0.03279464786	0.05183634594	0.07053232954	0.0935917002	0.11468215126	0.22177450046	0.029146316892	0.007096810816	0.179968284294	0.00576825472	0.00494093976
a37	0.02860669289	0.181487235184	0.057311547912	0.04114511412	0.0540185202	0.0655593117	0.0531169219	0.2183749006	0.109724638174	0.016087750984	0.1442604125	0.0189887098404	0.0113182383
a24	0.03981886956	0.165505586947	0.039623630294	0.03193814354	0.04691596154	0.07893607848	0.0674729899	0.226706175	0.116027822696	0.011670515028	0.15933489788	0.0101772236394	0.005872131866
a28	0.06074126624	0.14858945186	0.0409942726	0.09153297248	0.05306437644	0.0706370472	0.0663745668	0.193984432	0.065898970768	0.01551196738	0.1653632015	0.01173326487	0.015574216026
a31	0.05953011936	0.1696228152	0.0428588578	0.13240574932	0.06608203428	0.0686966778	0.06361373292	0.1107437572	0.053512749922	0.02402191406	0.15255755252	0.02471407504	0.03163993892
a20	0.0576744504	0.1102549732	0.0716358412	0.2899987169	0.046160055972	0.0764710826	0.06377832474	0.07657723628	0.01448443068	0.0113444812432	0.135289985655	0.022420295226	0.023910076316
a24	0.07627453364	0.1665265108	0.0670662594	0.15809936594	0.0636015454	0.099378576	0.064344797	0.1181953852	0.01614781102	0.010493609	0.10136507944	0.02265781976	0.03584870166
a31	0.1052592178	0.2432491348	0.097482008	0.16352557228	0.039651469	0.0818480004	0.03190921412	0.034146502	0.011530739926	0.01240737722	0.0883471808	0.040072926848	0.05057067434
a13	0.1039209722	0.2014514344	0.0648331788	0.15988296912	0.0725404668	0.0803141788	0.0537064786	0.04884765056	0.020297225966	0.01677327376	0.062644604112	0.03571723244	0.07907035808
a18	0.0508574338	0.200665247	0.0658538948	0.1466049686	0.08657276896	0.073154948	0.0352842247	0.1023326385	0.02053445264	0.01833573622	0.1074272966	0.05973401634	0.03264235606
a31	0.1144893664	0.2753702308	0.1006186318	0.16081623	0.0537802958	0.0706324416	0.03208141792	0.0427078352	0.01489757462	0.00974072966	0.047641028	0.03378402694	0.0434401636
a11	0.1510099821	0.216334148	0.0692867129	0.13401701365	0.1097007278	0.066238577	0.03695696558	0.0289271972	0.01994898033	0.01745027658	0.03335495172	0.0341317363	0.082642732648
a31	0.0845472272	0.2159560808	0.0757405748	0.08288503886	0.0822241896	0.0730834154	0.0432229476	0.0738085054	0.03645526564	0.02667143054	0.0572010232	0.0343684916	0.113835827
a46	0.1496544418	0.183734488	0.0602658722	0.07648601792	0.1056688754	0.035856136	0.03100617306	0.036208139	0.034051457776	0.05130351022	0.058279858	0.056670795746	0.120814209288
a31	0.0508562148	0.1730295324	0.0734228236	0.08065121212	0.0986085636	0.0801919848	0.0624680184	0.0740838684	0.04542840466	0.03550833672	0.067647484	0.039550588	0.1185529978
a8	0.1338032646	0.154196164	0.0387983816	0.0295514395	0.0913856486	0.030743375	0.03479748996	0.0654773938	0.039117536692	0.09495499022	0.0981120922	0.060740193506	0.128322076488
</S>	0.0591839186	0.128097786	0.0671047074	0.06028305528	0.0882294064	0.0679486974	0.0813203102	0.1038662432	0.05511654236	0.0453261133	0.0717204778	0.043067042	0.1287356942
