 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.1101498132	0.0471562552	0.1570993304	0.19671149164	0.02212808844	0.0761860439	0.0288895686	0.0809797088	0.28069969144
a20	0.0284316941696	0.079998267806	0.2076260939	0.14133574636	0.0741842266	0.1343042994	0.1635715652	0.07801719704	0.0925309095252
a31	0.08573560832	0.0459235826	0.1562549002	0.1755848246	0.10099465936	0.137733628	0.100370947	0.16226052888	0.03514131608
a8	0.01813717862	0.0142923353	0.07242949472	0.12149170206	0.17520135054	0.2559155438	0.2125131474	0.07056136686	0.0594578778706
a20	0.0162260914066	0.0670429470728	0.09585550648	0.2082011386	0.151160025288	0.1063288027	0.185305539	0.12527082555	0.044609137026
a31	0.0284835	0.06581008926	0.0940378258	0.2355720066	0.087163120834	0.0570389686	0.21344789	0.169300026206	0.04914659694
a24	0.01592055642	0.016768377838	0.0360847172	0.2717603168	0.12582399758	0.1012194692	0.1841690834	0.19722177112	0.05103172698
a46	0.06507132004	0.0405794790472	0.05300927152	0.2182490764	0.074332465114	0.085677414	0.1909558716	0.2347458573	0.03737923287
a10	0.0531890333388	0.0388090490146	0.08007279377	0.2025837921	0.08571760588	0.076162786	0.1709194396	0.22362539	0.068920141572
a8	0.03203309248	0.03647909404	0.0903240258	0.25000697812	0.05318770922	0.0920850904	0.3120903446	0.10112664812	0.032667043006
a31	0.0496814712506	0.0450430704174	0.0712746507	0.2282014582	0.11054274046	0.1201222788	0.075169894	0.25740107616	0.042563344774
a46	0.026334437	0.07476262936	0.0604277556	0.2114229252	0.03930325204	0.126027278	0.208678022	0.19408311676	0.05896057896
a3	0.07969687346	0.072684648798	0.0736951388	0.2400205923	0.09286193938	0.0777464286	0.0877610472	0.20322845042	0.072304872692
a18	0.04507964404	0.0734091848	0.118327108	0.301823666	0.10282828094	0.0899706922	0.09137245	0.13264377628	0.044545197042
a31	0.0813380565	0.096041012	0.093946775	0.2834833208	0.10530924866	0.0978248626	0.085511369	0.12301667232	0.033528678842
a10	0.03636538002	0.136106616	0.075591616	0.255423096	0.10949619332	0.1040227342	0.1011015472	0.12922378854	0.05266902348
a20	0.0745653884	0.06218441146	0.0703161672	0.2712918208	0.14899683488	0.12259602226	0.0896185272	0.09989481826	0.060536046392
a35	0.091471216	0.102030795	0.091114708	0.2788892166	0.1036866995	0.106190056	0.08880065408	0.07357650668	0.0642401153
a8	0.0941436846	0.08258368392	0.0808705868	0.2911240698	0.11815277522	0.120890865	0.0820396872	0.058294301	0.071900333948
a31	0.08850335444	0.097849591	0.1005297382	0.293840642	0.11885614844	0.101634417	0.0739279625	0.05554475966	0.069313375326
a24	0.05290115884	0.18442523452	0.0758846504	0.25121415	0.0656804355	0.0717240484	0.0780509888	0.1100166393	0.110102714864
a8	0.09570133564	0.1248639518	0.0989057154	0.2621406544	0.0894380048	0.0836497051	0.0719684568	0.0675973872	0.10573478728
a0	0.0949790416	0.09934887366	0.1074530316	0.312614573	0.12232249698	0.082319087	0.05877538884	0.042113476	0.080074032434
a31	0.08385497122	0.1691696924	0.0966420142	0.2549799028	0.0837086436	0.076909776	0.064411479	0.054903777	0.1154197411
a18	0.0641787764	0.18510268052	0.0598467254	0.23992693	0.04684814188	0.0635615514	0.0691943208	0.149750494	0.1215903579
a31	0.08516646852	0.15911262	0.105058893	0.24158254	0.075545894	0.0674794484	0.0513784881	0.0531238806	0.1615517789
a17	0.09208923104	0.17049941476	0.05503906666	0.232402343	0.040362199352	0.0561437042	0.0841685246	0.1078104592	0.161485031474
a8	0.06332413394	0.07180677384	0.0981521994	0.2956024248	0.0739770242	0.0682609366	0.0695928276	0.0725647398	0.18671894074
a31	0.10464251468	0.1054411956	0.1143159706	0.2842139972	0.0932776093	0.0813474222	0.0682150356	0.0507589656	0.09778727924
</S>	0.09999203646	0.14192382126	0.05484913774	0.2217409186	0.045559856706	0.0619546808	0.0988396076	0.1067745052	0.168365448332
