 	non	mi	aspetti	che	non	vengo	</S>
a8	0.07092902592	0.042749784912	0.0828634608	0.1306680224	0.1204921094	0.3633256616	0.18897195194
a31	0.0623586895467	0.0964959672744	0.163568590822	0.258126685912	0.0350498461	0.32418077598	0.060219408212
a24	0.0691379271774	0.02057542778	0.24315711468	0.0840620283	0.01498030826	0.4988427434	0.0692444674434
a31	0.065536377468	0.042135191646	0.096835626428	0.31521552086	0.01967736786	0.340377782	0.120222151916
a36	0.17970998142	0.068875929216	0.131346816845	0.109111002646	0.03730060876	0.3207045896	0.15295105
a31	0.14877644898	0.038157416376	0.091601661	0.2196272726	0.049187274608	0.3453665692	0.10728333736
a39	0.03531875888	0.097127356308	0.082759816246	0.149301542	0.1118672224	0.3969640788	0.12666123692
a8	0.071199019624	0.0213213322776	0.079186708	0.0695603868	0.1203387708	0.484019428	0.1543743708
a31	0.0849391265	0.064732685032	0.1099557188	0.1014550574	0.20131366614	0.369159448	0.0684443134
a29	0.08245562674	0.14031378748	0.0672911914	0.041132261	0.11410698986	0.3789426694	0.1757574832
a31	0.08231401924	0.1021386178	0.1088524118	0.09706084536	0.1502328128	0.363192493	0.0962088104
a17	0.1052422518	0.132087952	0.1058300996	0.0502716466	0.0833033316	0.2929869782	0.2302777668
</S>	0.098357436	0.0624691472	0.1027709604	0.097926815	0.1143645489	0.3587157048	0.1653953646
