 	voglio	che	Maria	che	venga	domani	</S>
a8	0.2013254214	0.11974619066	0.015139176723	0.03128403692	0.10596127546	0.1919252816	0.3346185899
a31	0.130009282421	0.125612817574	0.02611408247	0.3509922171	0.139441983132	0.070555977656	0.157273647646
a8	0.09110947226	0.0744893998	0.166209434044	0.16013075294	0.35746620606	0.13887367386	0.011721067868
a31	0.06584986542	0.1955770588	0.16685189044	0.1558426143	0.213732875394	0.17507265434	0.02707306273
a24	0.181738355372	0.09421708355	0.183096748483	0.140575748774	0.2276222079	0.150564101	0.0221857694
a31	0.147470729784	0.09461902935	0.204874888429	0.26373809414	0.0506032880712	0.18415605112	0.0545379154
a46	0.24493435641	0.11532140814	0.199915035686	0.1563951958	0.062731656	0.1400832314	0.080619132
a31	0.19491643522	0.092460848584	0.133003996013	0.2156035878	0.0725683948	0.172033049	0.1194136926
a29	0.186531596	0.1078143276	0.071567432508	0.2604627344	0.1049515332	0.1126283295	0.1560440754
a20	0.16467287826	0.1856775462	0.033758887236	0.10038880654	0.1160181376	0.1635371408	0.2359466386
a0	0.1916864908	0.1766933644	0.0285610478968	0.0999192744	0.1325965664	0.1895592948	0.1809839702
a31	0.1775094312	0.1284929556	0.02416851889	0.0655565292	0.151384931	0.259704858	0.193182749
a23	0.2123432448	0.091567804	0.05103248492	0.1016059464	0.1982861098	0.147862614	0.1973017738
a31	0.13487243966	0.1806334922	0.0506916182	0.0754569814	0.1454956972	0.251454223	0.1613955298
a18	0.2241327686	0.133091671	0.06174809248	0.0883203114	0.1369775874	0.130410992	0.22531860496
a37	0.1259793196	0.21043533	0.06993787858	0.0908338044	0.155886215	0.2338127252	0.1131147356
a31	0.1168350726	0.1891400036	0.06908026248	0.0935977046	0.138114905	0.2308607962	0.162371286
a20	0.237534014	0.1621489452	0.07825390424	0.110585172	0.09840487728	0.1147535098	0.1983195579
a31	0.1133449472	0.2575336776	0.06720126694	0.0788549544	0.09870976	0.205794647	0.1785607348
</S>	0.2659561284	0.14315924	0.0553536237	0.1018908886	0.1001046379	0.1342463526	0.19928910618
