 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.0799650928	0.1624712896	0.04318017058	0.04700288314	0.0336287583652	0.031874876108	0.047885857191	0.262939553894	0.291051545344
a24	0.003715313603	0.0173891239811	0.036209723062	0.02651127166	0.148657011814	0.4340799372	0.08843706531	0.104171852214	0.140828684332
a31	0.0175737189475	0.11059449509	0.0788053124244	0.0795360337224	0.07230268102	0.2966087158	0.0820586064696	0.206729976886	0.0557904210084
a20	0.0214824447982	0.10816896844	0.134676936644	0.1001257617	0.107472044039	0.1461697803	0.0704536091579	0.270147475045	0.041303024914
a0	0.0152962347142	0.04680355152	0.0647011079	0.04501379234	0.174499317754	0.271134379	0.0581841408455	0.238744030472	0.085623485472
a13	0.123430653464	0.04587343944	0.065188110928	0.0597479504	0.18735018274	0.1142759364	0.0391524134154	0.230522775784	0.134458525109
a31	0.11336347776	0.1296474948	0.11723915192	0.1378271648	0.14042000958	0.0612707462	0.08757690297	0.164447430887	0.04820764676
a24	0.16848830446	0.0840729476	0.11742385544	0.10538341766	0.125428036816	0.1193581344	0.055985821196	0.1807412316	0.0431181976
a31	0.0385530988	0.064446642	0.06027248234	0.038438605	0.1171105686	0.240731655	0.15754265924	0.16415652122	0.11874776056
a37	0.11289056892	0.0574099346	0.07944576554	0.15091828624	0.078801508084	0.18092485454	0.0913948886	0.18296410684	0.06525008672
a31	0.11529929918	0.06563398708	0.05530219067	0.0635495366	0.0502973228	0.1968129584	0.225942325	0.16061633946	0.0665460533
a20	0.04288031792	0.0799931936	0.09427304166	0.09888046704	0.05999103315	0.1850035572	0.168476674	0.20348544832	0.067016278
a31	0.13005409674	0.03488883378	0.044971599716	0.0709882388	0.04070840234	0.2177701588	0.2326502736	0.1681695198	0.0597988282
a39	0.03817842556	0.10063908448	0.09635105162	0.0908697397	0.049467627356	0.1064460877	0.152593931	0.2251723525	0.1402816917
a31	0.12546545516	0.04113701324	0.05861312048	0.100974472	0.053883268446	0.14588677	0.1900455594	0.1847904062	0.0992039344
a20	0.03746475722	0.10239168826	0.100826633874	0.11650634286	0.049576375184	0.0796310912	0.1217263362	0.2355288454	0.1563479394
a31	0.08897613996	0.0355194112	0.068332420498	0.1079425256	0.05685144314	0.1513488868	0.15181648	0.1792785572	0.1599340982
a20	0.04593683124	0.10002150874	0.12049541642	0.14586332696	0.05371952224	0.0789138266	0.096887876	0.2483032922	0.10985843526
a39	0.07934386199	0.0501747571	0.089640593404	0.107946582	0.067316604774	0.19302223	0.1149606484	0.1500200588	0.1475746834
a31	0.08744288816	0.12515732046	0.11390380746	0.084639679	0.059423386526	0.200539474	0.0868045752	0.1209779512	0.1211109208
a46	0.05703889912	0.08485555474	0.12055352528	0.11298158876	0.059873469814	0.0750671378	0.0934484206	0.2716855978	0.1244958036
a31	0.07989605736	0.07399370608	0.10252842915	0.0917240028	0.06971152964	0.2006842598	0.099915217	0.1285091512	0.1530376392
a18	0.06689545248	0.0973852467	0.12412050068	0.09870126464	0.056462129606	0.06901368	0.09245256	0.2748124192	0.1201567152
a31	0.11687016448	0.1079335368	0.104063261906	0.0840516848	0.06021325092	0.192789324	0.0884806514	0.1061562284	0.1394418786
a8	0.0732374828	0.100158278	0.1211576019	0.09647732172	0.05572065118	0.073433564	0.0960961862	0.2647742406	0.1189446742
</S>	0.11847187876	0.0883279916	0.082055171092	0.0840922978	0.06640100374	0.1792635148	0.1015208552	0.121106395	0.158760858
