 	dovevo	comprare	il	pane	ogni	giorno	</S>
a30	0.2382046276	0.12111918392	0.06156711066	0.1071669592	0.0905433866	0.171336138	0.210062608
a41	0.282414510878	0.21692687206	0.0905305596	0.1505849374	0.0781856433972	0.10941723399	0.0719402208978
a31	0.180995522774	0.0835475708	0.4122437022	0.04510056784	0.0350254952734	0.1483372061	0.094749929876
a24	0.392752847646	0.086500190266	0.104223882	0.06420830124	0.04715200852	0.16173543804	0.143427333742
a37	0.219822258188	0.10611615994	0.17715560487	0.08959489302	0.0814554831	0.23016677776	0.09568880606
a31	0.263282510374	0.1429509892	0.133208732	0.115387288088	0.0892185648334	0.19978052258	0.056171434153
a17	0.351512245067	0.03073397606	0.05221952234	0.10991637966	0.0954798282	0.3128101994	0.0473278564
a5	0.354911142263	0.03077145498	0.0467319784	0.126022499548	0.13297143508	0.26911062134	0.0394808802
a17	0.446111343	0.07039416426	0.04854190936	0.0508710629	0.0928170938	0.1741875742	0.1170768489
a20	0.43668792256	0.066973517	0.0738739611	0.11112267886	0.11640516122	0.1206670692	0.0742696804
a5	0.5035230834	0.0710685192	0.0689486172	0.09941071784	0.0956703059	0.0915220742	0.06985664546
a20	0.482625652	0.069721527	0.039906169	0.02914507526	0.06994436364	0.11946304992	0.18919413818
a37	0.4190431728	0.095140522	0.0974246276	0.0919185672	0.1004548238	0.1171042132	0.0789140616
a39	0.414583386	0.1104800712	0.0825385154	0.0944700086	0.0924774164	0.121582749	0.0838678374
a35	0.396604232	0.146462075	0.1024708014	0.1012763184	0.0819741128	0.1055610789	0.0656513488
a7	0.4011440214	0.1515321012	0.0883631534	0.1078706497	0.0780695535	0.10529503692	0.06772551204
a24	0.397245927	0.1427128874	0.0902258376	0.0965459214	0.0767873226	0.106216157	0.09026594546
a37	0.351004009	0.1294857092	0.0839201234	0.095532372	0.0810252747	0.1325633268	0.1264692012
a17	0.301919804	0.1407452242	0.0971939434	0.120178934	0.0860681812	0.1070806252	0.1468132896
a31	0.2060296706	0.164270102	0.09428875	0.1265012532	0.089996472	0.1222957874	0.1966179718
a20	0.305144487	0.070323233	0.058578651	0.18320047	0.1278383186	0.099671085	0.1552437516
</S>	0.2148524886	0.187585106	0.1150774686	0.1133758032	0.0880435788	0.114052673	0.1670128848
