 	sta	seduta	nel	giardino	</S>
a20	0.1309890779	0.25166461609	0.1198198984	0.17443815892	0.323088263
a17	0.311817100218	0.226159415316	0.11601375338	0.1939785732	0.152031155566
a20	0.20246532644	0.443421823316	0.112225627966	0.212426295	0.02946092977
a31	0.066953122252	0.394402408084	0.11746015484	0.3618796207	0.05930465804
a17	0.318213783544	0.413578476814	0.09990421935	0.1558285112	0.012474972016
a31	0.277919949726	0.196644445124	0.200009339348	0.2459504808	0.0794757756
a46	0.095165776436	0.419048534682	0.168354742	0.2971643822	0.0202665242
a31	0.199350231088	0.203440244232	0.2927266174	0.2677476858	0.036735236
a20	0.07086761484	0.36591173938	0.2382642842	0.2875431991	0.03741317508
a31	0.11343262948	0.198317713353	0.2525764128	0.3210735162	0.114599756
a20	0.1383704425	0.2658103728	0.2365887988	0.2151048988	0.14412545272
a18	0.14639472908	0.23221404668	0.1771061652	0.306528308	0.1377567412
a46	0.1495073828	0.2200082624	0.1977070946	0.2610357054	0.1717415728
a20	0.1167019435	0.2239042462	0.2074058284	0.240670709	0.21131722164
a31	0.1114593506	0.22292849092	0.172344171	0.249077328	0.2441906384
a18	0.2103553068	0.297626118	0.166132533	0.15880646488	0.16707956656
a31	0.18558139904	0.2405863126	0.194812416	0.1292135006	0.249806385
a0	0.2935108574	0.3071814632	0.121732978	0.11409637854	0.16347834628
a31	0.2638580926	0.2410212248	0.096261241	0.089913476	0.3089459204
a8	0.350272885	0.2791395324	0.0992175384	0.11739108424	0.1539789656
a31	0.27627436	0.2092014428	0.089930468	0.1018349096	0.3227588356
a18	0.352032388	0.27650275	0.1174495344	0.12153295272	0.13248236
a31	0.2958633888	0.1850773968	0.105873933	0.1161091894	0.297076083
a17	0.331402994	0.264289298	0.1205946766	0.15716110988	0.1265519063
</S>	0.316007306	0.18512414	0.1075365152	0.110188386	0.2811436626
