 	avete	cucinato	le	verdure	</S>
a31	0.204379596	0.291356787	0.2231169434	0.1483462866	0.1328003901
a46	0.2995794764	0.2868677414	0.2269167602	0.057687115576	0.128948890828
a20	0.27439386154	0.13612164676	0.20563846928	0.3452338496	0.03861217672
a31	0.25190428136	0.226010331746	0.19400802706	0.2516140942	0.0764632928
a17	0.18596895	0.2397631252	0.1647476036	0.310575593092	0.0989447129
a31	0.39003178946	0.2056494118	0.1025861462	0.15869835688	0.1430343193
a35	0.300060799	0.3141179152	0.1471135142	0.11806175336	0.1206460046
a31	0.1840235666	0.273026606	0.190606992	0.1095005558	0.242842288
a46	0.288947014	0.203556668	0.148474862	0.1237643292	0.235257142
a38	0.1415983786	0.230165527	0.2178412184	0.208802508	0.201592355
a17	0.2313290518	0.158929811	0.1469137268	0.280441111	0.1823863
</S>	0.1968837484	0.1610558516	0.1458222588	0.3039275834	0.1923105286
